file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1055487.exe,311517364,2336125,195897039,894697,190935461,876476,875015,7441047,392722525,29108,309284783,26736,11486,935864126,2068,1.4,0.07,112372937,103842000,7987000,182057654
1085914.exe,304941761,2179894,191170632,898603,192595337,892346,711617,7260624,394754536,28526,306455798,19368,9227,914682796,1864,1.39,0.06,106625811,99320000,7022000,120960162
1102079.exe,305656033,2242445,190938354,899251,192221979,893658,672621,7149449,397514870,29136,307028842,19915,8621,917007615,1845,1.39,0.06,107028337,98744000,7979000,121120559
1192664.exe,303854151,2323802,190065228,1237928,190355553,1241955,709883,6752303,410785390,26993,311350654,24049,8088,913133298,1900,1.45,0.07,111137392,108838000,1997000,125258718
1300054.exe,101053810,2089609,70860672,489212,71822644,477029,789751,6446941,189179936,25371,102803112,8413,7233,350325182,1950,0.63,0.03,50789109,50490000,0,64756244
1307935.exe,102176577,2122652,71499627,493908,71670918,476510,738443,6353267,187777926,29593,102790911,7422,5814,351325073,1853,0.61,0.03,50610461,44393000,5919000,64795046
1580081.exe,103833418,2604856,72726094,504830,71080583,490516,1345270,6757843,209135757,58075,106401502,10413,7824,360658750,2903,0.68,0.04,56401717,50102000,6012000,70369446
1623988.exe,101311038,2098247,70955446,494634,71480363,478694,767909,6344197,186866253,22896,102168976,8051,6933,349007605,1896,0.63,0.04,50424167,46091000,4007000,64815717
1701757.exe,304067437,2298976,191194605,920807,192273264,920355,700439,6778062,399145561,30906,306065748,21768,9307,913207740,2044,1.39,0.07,107820662,100565000,6969000,122127772
1755402.exe,311591632,2560400,191107285,1040180,189178160,1033482,1417919,8356345,419496726,60351,314759577,17885,11729,933996068,2450,1.46,0.07,113802027,109468000,4017000,128041854
1878441.exe,101874185,2517708,70871323,500032,71149086,491309,1108774,6377068,203245638,60736,104680710,7569,7483,352210870,2473,0.67,0.04,54699275,49472000,4947000,68949179
1969973.exe,129104516,5292108,95592195,1067291,93718299,1053251,6644703,13745936,521985581,890627,129082584,20493,20281,461698083,6220,1.51,0.14,142015309,130700000,10974000,156024675
2244564.exe,310941442,3412150,196866301,1198761,197230733,1281791,2015321,10889318,476375385,69925,314352124,26787,12181,942848342,3291,1.59,0.08,122696607,117470000,4977000,136770752
2248126.exe,100087885,2566482,70248521,500484,72013166,498161,1020217,6404320,200985554,58158,104253041,10201,7908,347614814,2307,0.66,0.04,54242539,45139000,8831000,68484956
2307748.exe,100494611,2184898,70328021,708565,71223302,730319,677002,5874534,196687089,24772,103581855,8426,92374,347284975,1903,0.64,0.04,52968813,46696000,5961000,67248905
243923.exe,92159406,2212819,84421166,476571,86473579,482319,688726,6001012,198427576,22188,94930166,11394,7433,404275471,2041,0.67,0.04,53171297,48865000,3989000,67492459
2530802.exe,108826598,2233099,76674228,591959,73374873,571884,1581875,7211086,234726959,61639,101007440,17530,457014,363426951,3620,0.75,0.05,63282882,52966000,9993000,77224464
2545155.exe,103317726,2499993,71831952,512912,70676618,494597,1190216,6468670,201485190,58521,104332151,10072,8391,352320898,2473,0.65,0.04,54908565,52635000,2024000,69089934
2564649.exe,304195135,2253018,190819285,897542,192745569,894268,658203,7047095,397002428,29447,306485283,19816,8044,912429466,1855,1.38,0.06,107168952,100884000,5993000,121507466
2616081.exe,308988320,2359839,192899379,886284,191768387,895136,764604,6655330,403835558,32553,305650574,24285,12030,928963195,2726,1.41,0.07,108949749,103648000,4983000,123157492
2710369.exe,310976084,2350955,191815484,888581,191461014,878180,1156077,7908895,409905692,32333,316603398,22366,9895,935563132,2818,1.35,0.07,114721487,109380000,5017000,128852817
2759299.exe,102563591,2136792,71577860,489543,71861887,473684,774628,6239380,188850924,23996,102953928,7098,5456,353929198,1947,0.63,0.04,50978720,44724000,5963000,65116170
2797840.exe,111755878,2874381,78161681,520574,75221591,500551,1983826,8184465,225653436,61441,107672357,22023,14828,380859057,4598,0.75,0.05,60875912,52635000,7945000,75265897
2937986.exe,105371777,2135727,73122907,492465,70614459,487349,723536,5826003,185614921,24397,101554744,7568,5502,355528579,1958,0.63,0.04,51005134,46732000,3977000,65453786
3025210.exe,305048778,2224146,191124159,896454,192107407,891180,753086,7210053,398530963,27830,307274267,20009,7799,919052497,1873,1.41,0.07,107000664,103722000,2992000,121272080
3279518.exe,313091575,3305235,194405149,1040953,193880642,1117988,1672559,10437396,448136858,81400,312425911,26082,12799,938646937,3290,1.56,0.08,121382984,110065000,11006000,135615866
3307018.exe,100231625,2505764,70150758,507578,72307766,506164,1048545,6478758,202057216,59621,104544531,11690,9567,347648014,2629,0.66,0.04,54666455,49366000,5037000,68959836
4074166.exe,100652844,2537927,70168433,498923,71882641,494232,1089197,6561489,205069194,63872,105789769,10111,8974,351143686,2460,0.69,0.04,54987553,45751000,8951000,69346137
4344120.exe,16055824,551938,10167279,144962,9218030,65376,212912,1036222,36970487,3489,17182631,2723,2114,77342623,1129,0.12,0.01,9808925,9518000,0,23886954
4364603.exe,103226548,2536486,71762410,504556,70319106,495345,1237958,6540958,206249634,58391,106298136,11099,8137,358283003,2644,0.66,0.04,55593753,46397000,8884000,69605034
4444001.exe,105953944,3388673,71140724,600985,73164364,605581,1371897,9164906,218544457,64916,112383644,11946,9043,369715985,2458,0.72,0.05,59041234,53782000,4979000,73298596
4461484.exe,101948203,2531279,70683558,501860,70980365,499128,1172551,6446990,205976769,61471,107017973,6915,8194,352949723,2551,0.68,0.04,55351839,48050000,7007000,69653650
4526844.exe,101147885,2504746,70065931,498343,70965200,494201,1234415,6600413,204218943,58701,107033662,10572,8369,351552597,2464,0.66,0.04,55732916,50486000,4949000,70015762
4725509.exe,102345006,2064896,70873194,492088,70858094,475622,685303,6440062,185222280,21121,102447919,7137,5473,353609409,1856,0.63,0.03,49965313,47729000,1988000,64031708
4743460.exe,101975703,2193053,72416857,493576,71783409,480136,739504,5996141,187832894,24795,101298550,10378,6493,349793627,2042,0.63,0.04,51289739,47021000,4001000,65389472
4813948.exe,103603738,2104470,71423262,495947,70954063,476815,752902,6365655,185343299,23791,103054757,8988,6932,354661639,1851,0.63,0.03,50041474,45748000,4066000,64054744
4907394.exe,304472451,2286633,191076600,894321,192796253,893689,771407,7071108,399489515,29307,306758748,20464,7972,915302164,1934,1.4,0.07,107390701,103120000,4004000,121697057
4924593.exe,103059198,2974110,71802279,580853,72851135,495792,779058,6583000,193387129,27002,102929048,9633,6247,352889140,1950,0.65,0.04,52389872,50174000,1967000,66711452
