file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1285040.exe,308732260,750507,208115761,1332482,207940628,1325449,366264,6139724,1536993387,53129,307833048,35223,24989,1845651736,4041,3.75,0.22,433319976,428630000,3996000,482779045
1369343.exe,1116460415,873295,811138699,1523521,806977245,1522088,767737,7492502,1753487335,57557,1109804260,22612,14747,6375303219,2810,5.9,0.25,475375584,469066000,6000000,489364779
1591395.exe,305887894,549541,207216321,1267696,207408868,1266391,334983,5187255,1415264401,47339,306899283,3882,8811,1843242916,1111,3.46,0.2,381494490,378160000,3001000,395485524
181251.exe,408072792,519024,205562559,1260511,205478852,1265959,342777,5295081,1419279519,41935,408081734,3943,9594,1838520650,1112,3.55,0.2,382762207,379466000,2995000,397026058
2042950.exe,207359676,616493,206733648,1237274,206115147,1231999,563536,4888334,1241106024,38066,206805673,8437,8538,1746216689,2089,3.45,0.17,334718069,331466000,2995000,349075510
2048339.exe,307001689,646932,206997959,1301382,206735189,1301659,573837,6312425,1574464919,49090,306689954,12857,11964,1840539928,2084,4.12,0.22,425241532,419941000,4999000,439129848
2075294.exe,205999784,608653,208683595,1264198,208832760,1260394,641056,5626051,1307006540,52669,207704786,12673,12153,2955519731,2088,3.37,0.19,356006915,348716000,6994000,370357196
2110646.exe,308037389,648109,207734175,1304401,207455029,1298815,583697,6037308,1534786163,48280,306408804,15304,12114,1942778481,2088,3.78,0.22,416344058,410924000,4999000,430635834
2117851.exe,1014678367,633381,608116135,1470340,606323079,1464104,512244,5901089,1482742658,44367,1008865492,9807,10194,4165546070,1690,4.91,0.21,401367210,398060000,3000000,415652994
2266288.exe,311748908,382887,209084762,1149321,206349593,1129048,573772,3213394,585231787,40083,305608876,9371,5999,1764375601,2081,1.76,0.08,158257482,154917000,3017000,172547268
2275011.exe,306150724,485848,205852444,1163990,205906413,1168172,286321,2826898,662649803,28250,308157664,33409,24368,1338634898,4035,1.86,0.09,178896068,169594000,8978000,193084231
232022.exe,306053777,380756,205429880,1147746,204416099,1148095,298668,2898150,665101671,19782,306435087,2515,4883,2052878392,1108,2.19,0.09,179073486,176654000,1996000,193316054
2361679.exe,305693591,584244,206306862,1286432,206396249,1288834,255002,5339319,1413930116,42991,306051489,21081,12468,2035717691,2078,3.49,0.2,383340352,380977000,1999000,397519502
2383883.exe,207955251,609250,208864788,1261429,208800935,1251817,629617,5385416,1290779530,55599,208866325,14937,10071,2757618750,2083,3.39,0.18,348083243,343665000,4007000,362186953
2434254.exe,307793920,1010606,208871449,1528537,208792220,1521661,371074,10379926,2975358975,77239,307558193,14536,23792,3843823786,1109,7.64,0.41,804349306,802016000,2000000,818394357
2560483.exe,206116516,575451,208597615,1244880,208601451,1239173,643401,5307372,1255179877,52770,207414191,13676,9162,2053755377,2082,3.46,0.18,339105556,333696000,4995000,353310225
2590789.exe,306877840,364851,205252029,1138648,204774989,1139637,264521,2823716,652537836,21045,306199343,2460,4707,2154320118,1109,2.05,0.09,176706553,174433000,1993000,190990505
2597067.exe,1044244565,3183729,632536142,1375442,630586458,1375141,3640188,11047254,1737670494,83890,1039259803,96293,29098,4279813420,17713,5.62,0.29,468492994,430198000,38017000,482820271
2677392.exe,308389108,432761,205742896,1147235,205772272,1147517,310478,2790949,623103572,25597,308568673,32848,14426,2053033296,4036,2.05,0.09,168708214,164467000,3987000,183009831
2792238.exe,223357172,1059631,411746114,1390401,412005190,1387906,702854,5684467,1339145905,49462,222382815,41446,23247,3580008348,4758,3.6,0.19,361610715,351361000,9981000,375758535
2900204.exe,305356326,552945,206528629,1271921,206597784,1273002,364590,5556313,1415111140,41478,305867400,5203,10416,1838229846,1113,3.46,0.2,384382053,382103000,2000000,398616460
2950717.exe,305461285,513542,205842496,1275816,205632177,1271951,343497,5357837,1461904173,41911,305314310,5139,10204,1836016876,1111,3.59,0.2,394804427,392486000,2002000,409083995
3093096.exe,245229760,3053332,333369884,1574036,333256142,1570762,3713565,10126029,1422635180,75375,249795594,94878,244318,2402867952,17707,3.76,0.23,384064704,350711000,32972000,398440810
3094511.exe,1217132168,789394,611898322,1483539,609325384,1466509,741135,6183189,1417222753,52137,1204425995,34495,15715,4073605962,2955,4.82,0.2,383890882,378547000,5007000,397838759
3097233.exe,307212291,665574,206914447,1297860,206712444,1295142,565975,6207463,1534549732,49004,307019699,12195,11477,1843351313,2090,3.76,0.21,413017187,409303000,4002000,426984454
3170097.exe,207996674,606618,208260337,1254442,208308553,1259094,355787,4859201,1252327774,41128,207995054,35249,13840,1956614569,4038,3.15,0.17,338084466,327255000,11008000,352322664
3264125.exe,710623804,408228,204905064,1163412,204601844,1164082,273382,3334095,800535364,24598,707384515,3123,6402,2549740959,1105,2.75,0.11,217694483,213705000,3994000,231671932
3292593.exe,305861874,472256,205853510,1266392,205589614,1263873,322898,5191946,1410504469,40669,305454940,6510,9653,1838252171,1106,3.46,0.2,381110802,378306000,3002000,395527940
3521391.exe,207517548,869652,208608010,1419617,209666999,1423517,718812,8874741,2433035559,83261,209505284,14151,21586,3853832666,2081,6.34,0.34,656013334,650447000,6004000,670239325
3525212.exe,308298335,746051,209184048,1315764,209209139,1310547,355735,5630226,1539156081,49753,308426106,34938,26049,2045406836,4039,3.75,0.21,415990867,411023000,5012000,430134260
3634165.exe,307831306,743108,207915279,1305561,207633489,1299060,315620,5599916,1537397495,53412,308286906,35122,16882,2043660492,4039,4.03,0.21,414278777,407361000,7023000,428577569
3634876.exe,308375424,746996,208077433,1314454,208066992,1316362,353567,5839985,1545970365,49645,308202447,36217,17267,1944122903,4035,3.8,0.21,417167186,410216000,7003000,431046986
3636799.exe,307441889,697463,206976077,1291473,206676826,1293392,546015,6202029,1532395838,48613,306978330,11714,15622,2044363263,2087,4.13,0.21,413515518,408650000,5007000,427787594
3888895.exe,306822289,646537,207179641,1312831,206915479,1311280,591214,6403644,1578779226,50384,306824505,15080,15200,1840587226,2089,3.85,0.22,425454556,422523000,3003000,439713402
3889984.exe,305729840,524404,206247864,1280687,206223962,1290946,492437,5838175,1469054668,42711,305836156,6071,10956,2038926450,1110,3.57,0.2,395820191,393659000,1998000,409747188
3890693.exe,305672831,581798,206142271,1277056,206207142,1283505,256984,5367715,1417734256,43273,305917865,20637,14637,1835013331,2085,3.54,0.2,382408308,379468000,3003000,396669899
3891304.exe,1117279401,765581,808693244,1533551,805084487,1529213,635757,7309496,1815238543,51598,1111771459,9569,13225,4267746696,1835,6.05,0.25,490670756,486738000,3997000,504836154
4000875.exe,308737770,981796,209976487,1504019,211454524,1502548,837769,10355357,2764231912,90407,311105613,29422,23167,3962243623,2086,6.77,0.38,745712506,742898000,2999000,759809556
4003727.exe,305610395,513451,206203710,1271772,206421751,1273879,349383,5524964,1414009368,47692,306079028,7170,10532,2041097586,1108,3.87,0.2,381140826,380135000,1002000,395123521
4091662.exe,307590414,689658,208685591,1292506,208986754,1287773,583813,6181338,1533954411,61161,308259700,10111,11891,2047590325,2088,4.05,0.21,413637921,409617000,4006000,427910468
420703.exe,305894105,536803,206098063,1279169,205870849,1280910,389573,5600887,1414244009,40858,305532127,5135,9736,1839411817,1108,3.54,0.2,381550569,379565000,1997000,395799747
4225221.exe,307464670,688571,207054354,1292705,206681510,1284517,531984,6087392,1529506480,47642,306941250,10995,14048,1843539528,2087,3.8,0.21,413344093,410333000,3002000,427676559
4236232.exe,1010528561,830511,703384909,1479994,705320985,1482027,589855,5700363,1387652306,40520,1012742197,16443,12645,4362388480,3153,4.52,0.19,372996090,369929000,2999000,387407970
4238463.exe,307878838,737238,207807591,1302895,207807125,1303206,347413,5622180,1549985496,51489,307949672,35282,16709,1942761890,4033,3.81,0.22,417829497,411777000,5996000,432056340
4262237.exe,307570397,647082,206939155,1288711,207236770,1286765,675988,6161810,1532598100,60618,308289473,9396,13592,2044789382,2087,3.84,0.22,412803409,407685000,5008000,427255126
4313247.exe,314119854,601912,406830779,1451165,404979650,1453423,633655,5066243,1147759376,33348,313593483,9522,7652,2065675909,1541,3.05,0.16,309568401,307444000,2002000,323605837
4356413.exe,206152047,500253,207202404,1255807,207119531,1251653,284476,4940209,1333545564,43649,206546265,7934,9932,2042028067,1109,3.31,0.19,360569568,358482000,2002000,374829538
4445213.exe,306290950,553122,207513710,1256501,207540287,1262351,415120,5472497,1421699656,47119,306493075,3942,10227,1841739468,1104,3.49,0.2,382717025,378457000,4004000,397126779
4507097.exe,407837415,535327,205590613,1264172,205536180,1268026,357746,5488423,1421844166,41544,408362539,5762,9852,1838835495,1107,3.52,0.2,383970300,381886000,1999000,398314814
4509369.exe,308311233,754843,207983231,1320434,208155029,1321315,465592,6111270,1544580480,50696,308138676,35331,23999,1944674342,4036,3.84,0.22,420645960,416368000,4003000,434733776
4515279.exe,305870961,585489,206331883,1273206,206170141,1270823,256044,5310758,1414225326,41702,306020703,20389,17189,2035777460,2086,3.44,0.2,381973610,375882000,5998000,396283682
4647849.exe,209547346,746699,209542944,1271488,209582591,1259794,760167,5444024,1251332478,47877,209293223,31294,12360,1952151042,4040,3.16,0.18,337787161,333669000,4008000,352075626
4650689.exe,307381567,684457,207033401,1297629,206778330,1289917,513353,6138279,1529715004,47378,306706362,12303,11315,2043657479,2090,3.82,0.21,413174082,410053000,3000000,427280471
4652850.exe,305600410,552743,206095747,1283719,206289339,1285855,272060,5431920,1465657239,43135,306082629,21118,13280,2035883290,2084,3.94,0.2,396001665,392913000,2999000,410061328
4654699.exe,310475684,457886,207258091,1142786,204710480,1128815,515765,3017463,613630733,23158,308020723,8838,5798,2068500110,2084,1.83,0.09,166853024,163590000,3010000,181109670
4661480.exe,307389565,700898,208191402,1282572,207734743,1283982,611022,6092836,1539970900,48487,307118879,12568,11380,1844672404,2086,3.78,0.22,414836965,411489000,3003000,429252385
469482.exe,307734677,733757,207769361,1317865,207853085,1321232,345041,5867470,1544379651,52815,307888913,36677,18080,1843325533,4038,3.73,0.21,417698065,415520000,2002000,432031916
496976.exe,305791513,535726,207324081,1268590,207360857,1276260,413505,5695781,1415348825,45994,305896321,4959,9699,2042650328,1107,3.55,0.2,381910061,379714000,2003000,396342278
5247010.exe,405217110,538129,436274764,1275610,431249808,1263994,644198,4178080,829361170,33541,398832877,16836,9349,2674999345,2522,2.7,0.12,224213807,217988000,5999000,238390133
5345045.exe,213665342,549058,408632160,1417204,406345115,1409427,498871,4826714,1186817151,34677,213758813,9165,8157,2977333980,1687,3.61,0.17,320276912,317116000,3001000,334506674
5363537.exe,408489551,582222,205827229,1272863,205651096,1275421,349593,5562034,1422237456,40435,408247006,5255,10943,2040321235,1113,3.93,0.2,383325332,380140000,3001000,397650823
5483912.exe,305509073,630634,205470324,1315012,205506751,1319303,282700,6207187,1627839637,48917,306092066,21524,14982,2232147512,2086,4.03,0.23,439535776,434399000,4993000,453727413
5705660.exe,305530844,365762,304282695,1155102,303874264,1154660,232025,2775429,666847897,22065,306210056,17860,9488,2240829233,2085,2.23,0.09,180507327,176301000,3984000,194696832
5790859.exe,306817318,650272,206907165,1283436,206547449,1280965,579435,6079116,1526134158,46390,306651127,10758,10926,2043335809,2089,3.85,0.21,412130579,406970000,4999000,426549675
5842014.exe,206601751,511787,205019325,1225720,204978341,1223197,285574,4398537,1126764129,32178,206924130,3858,7379,1841348414,1107,2.84,0.16,303715991,302543000,1001000,317990628
5936624.exe,307571785,735408,207642746,1299685,207511039,1295892,316346,5583414,1542038976,48905,308008313,35984,20469,1941121702,4038,3.88,0.21,415768405,410553000,5006000,430000050
6002652.exe,307850441,766642,207799569,1304260,208020064,1312011,496243,5908903,1545266925,50111,308278539,34902,15764,2042598903,4033,3.81,0.22,419245992,415887000,2999000,433470356
6007350.exe,209794144,247193,204451596,1064085,199372875,1061674,268064,1691391,274341767,12093,206328322,1394,2072,1185434658,1113,0.87,0.04,73805878,69559000,3974000,87999324
6191697.exe,306198022,380180,204577983,1151465,203457541,1143366,265689,2855924,651856917,20570,305108335,3263,5551,1337881959,1111,1.78,0.09,177846323,173605000,3990000,192074848
6444964.exe,307649650,741890,207784534,1306085,207595978,1307680,322631,5809204,1538687137,51536,308023427,35936,15919,1841523415,4038,3.8,0.21,414834177,405599000,9013000,429081265
6614534.exe,307353740,709868,207303378,1290698,206791809,1287748,701458,6178629,1540621275,46942,306885433,11238,10874,1944292182,2086,3.76,0.22,414755842,410589000,4005000,428860799
6687094.exe,308345690,764921,208093756,1312599,207956341,1310446,371221,5805374,1544198261,50831,307951511,36284,14998,2043724993,4035,3.88,0.22,417136045,411757000,5009000,431198201
7197652.exe,307295526,649631,131687440,290888,132436218,300187,630200,6278305,1516075824,47999,306491441,12388,10830,1643010620,2087,3.67,0.21,410634002,406508000,3995000,424591284
7427522.exe,308863014,459021,206670087,1153493,206656195,1151084,324585,2812101,625558471,27269,309942254,33814,10449,2057119160,4038,2.08,0.09,168979119,164716000,4017000,182847859
7491568.exe,316379178,722715,511968022,1435836,510294243,1423316,641090,5501544,1262750635,42719,315185475,21294,10511,2669435227,2664,3.46,0.18,344112714,339913000,3998000,358389399
7947064.exe,305952718,526025,206097051,1262611,205697326,1265170,407369,5345506,1410787778,39455,304911881,5819,9597,1837966944,1109,3.55,0.2,381330897,380074000,1002000,395540611
8030039.exe,1216711735,819441,912652123,1485463,909511937,1480655,677858,6575529,1583162055,52392,1204104842,29615,14377,5860239411,2808,5.19,0.22,427827488,420584000,7009000,442025743
8090613.exe,307495122,747956,308739151,38329044,307963776,38129250,574448,6985797,1896924095,54923,307529034,12661,14032,1540718356,2089,5.86,0.26,512379314,507201000,4992000,526488417
8095868.exe,308682476,737478,207934320,1311709,208530511,1304164,586950,6277787,1533508198,44633,308214472,12536,11151,1845133356,2083,3.81,0.22,414269235,409942000,3999000,428607590
848046.exe,307368273,718965,206937718,1292366,206725147,1288589,584937,5834765,1534800610,47034,306968754,11905,12548,1945520523,2089,3.85,0.22,413995274,407793000,5996000,428343188
