file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1009412.exe,70979819,453753,48185287,59898,46703299,73049,288594,1524074,82844802,13468,52687686,15478,4136,217655325,1957,0.3,0.02,30895172,23447000,6838000,92046266
1055671.exe,145561296,1162045,92829141,90596,88217943,93258,559246,1872805,196731400,19201,143880608,23523,7668,484520597,3484,0.68,0.04,53359643,51980000,999000,67510549
1064013.exe,127724099,612384,74392420,77231,70287943,79310,678830,2110252,160445300,12746,121236010,14353,2997,399850582,2606,0.54,0.03,43372847,37042000,6006000,57545845
1163493.exe,129613087,441585,75766419,80957,71390763,82271,705398,2156118,162630680,18295,120090945,20137,4693,401993581,2606,0.55,0.03,44250041,36962000,6992000,58131699
1449114.exe,146476657,1189253,93345864,93985,90217919,94516,548383,2110872,197120217,28300,142068843,21943,4859,482056512,3482,0.67,0.03,53586986,47177000,6022000,67678185
1472098.exe,93388060,996646,61693677,74140,62476793,71708,864188,2422337,131343970,23883,84514880,19931,5586,329990459,3554,0.45,0.03,35522208,30353000,4895000,49531169
1488692.exe,66799373,694332,38677633,73791,36526088,74824,535638,1447366,95408828,6116,72464122,7106,3356,234816951,2543,0.32,0.02,25752379,23398000,2034000,40002287
1523561.exe,72797936,507806,42619623,72066,39024460,73345,520304,1638047,94089249,16577,74569658,7829,2963,251743859,1959,0.29,0.02,25966718,21786000,3961000,40003677
1581847.exe,71685773,637525,41328576,71753,37514709,75816,483590,1623665,94310234,17853,73309308,8814,3519,244588243,2152,0.32,0.02,25360958,21086000,4016000,39452012
1677942.exe,127454299,522270,73408230,76685,70246399,78131,459548,1805604,158574834,8352,122986480,8556,2172,395197748,2049,0.54,0.02,43322101,37990000,4998000,57290744
1696369.exe,87568739,1157052,57054654,71761,59385822,70817,800246,2248598,131681219,21356,83506494,17320,5753,320727366,4137,0.45,0.03,36217669,31927000,3990000,50391171
1890375.exe,136592472,1239970,93372537,109586,93562255,102478,2216650,4502650,242068863,44686,121326084,58792,39173,450525301,12500,0.79,0.05,65763293,44612000,20819000,79947804
1930790.exe,121557486,620414,71637583,81965,69124363,82289,596474,1981064,157547979,9926,125946380,10773,3127,394108105,2247,0.54,0.03,42343535,39059000,3004000,56491739
2014155.exe,89300102,1400854,60331965,87376,56683816,82234,676982,2180576,140860817,19513,83884611,33391,7901,331276631,4819,0.47,0.03,38084854,29840000,7957000,52363377
212989.exe,70072329,465014,41293898,70133,37744491,71891,683990,1883283,96017687,11677,69739441,11625,2951,247040137,2604,0.26,0.02,28095738,20882000,6960000,42301659
2209249.exe,66028000,636785,38879521,73194,36644840,69259,404381,1326717,91692087,6004,69248871,6600,2396,233099746,2152,0.3,0.01,24398799,21110000,3015000,38630332
2218845.exe,123224807,662688,71628965,80003,69254807,82479,615125,2069212,159396764,9717,123958542,10929,2858,394004159,2597,0.54,0.02,42782907,36606000,5936000,56606493
2288631.exe,88187453,1021131,59786283,71706,62377599,68381,819953,2207997,130228850,20520,82764544,21932,5212,319228135,3879,0.44,0.03,35445717,27091000,8027000,49310372
2302763.exe,67326671,578581,40047785,71088,36339622,64627,420531,1301831,89805799,6186,67470670,7638,2870,233906397,1961,0.3,0.02,24387688,23113000,1004000,38354277
2311858.exe,66969278,621255,39419550,69951,36543497,70121,387547,1303066,90042703,5360,69551042,6362,3149,237578303,1958,0.28,0.01,24715067,20552000,3914000,38804713
2427666.exe,90789766,1176459,58083341,80321,56854752,74833,690234,2156986,135082230,18319,84258811,22860,5078,327695960,4138,0.42,0.03,37052816,32702000,3963000,51327070
2552501.exe,127667248,660826,73015302,81069,70521059,83772,670762,2156081,158439547,11357,123892838,12379,2889,396017210,2599,0.54,0.02,43082068,38856000,3985000,57205678
2653264.exe,73777649,648508,40161013,71671,36880714,73511,677081,1757951,98968306,8414,78790277,4906,2363,265188188,2929,0.33,0.02,26693448,16540000,9729000,40745946
2787179.exe,72284046,580818,42313556,72806,38371496,72912,504593,1475192,92569958,6626,72156352,9798,2539,243284930,2153,0.3,0.02,25092749,21606000,3086000,39185135
301119.exe,68810760,651802,40203477,83214,36634110,86231,459710,1351818,91426397,5857,71410250,6807,3762,236991667,1957,0.31,0.02,24883070,20237000,3854000,38979190
306775.exe,124333575,520938,73176267,78110,69860190,79577,481580,1820526,152368609,8548,120458300,12124,2060,392602322,1950,0.49,0.02,42357950,38985000,2998000,56518209
3068084.exe,70548143,199726,57850989,66100,52135066,69561,444525,1617233,112714051,12671,65501614,7382,1943,298323239,1955,0.36,0.02,31163551,29844000,1029000,45267494
3075283.exe,70412607,231492,57304178,66748,51926720,69034,478216,1661370,115188911,11775,67678539,5928,2146,304996475,1956,0.4,0.02,31081032,25829000,4967000,45025661
3088906.exe,89469207,1056588,57772338,74825,57664127,71903,860723,2287390,133187407,23216,85085769,18790,4891,331589252,4137,0.44,0.03,36131336,28805000,6953000,50405022
3356312.exe,90725796,1341361,57701407,82894,57172297,72744,659446,2100492,138685617,19413,86770261,25744,8010,327333055,4529,0.46,0.03,37686203,32381000,5059000,51694408
3403339.exe,70548358,631563,41191411,71577,37717935,73544,587903,1547908,94181952,8416,70812004,11346,3539,236896389,2604,0.31,0.02,25506501,21233000,4044000,39765838
3562054.exe,94659917,792048,62846726,71286,60026723,70757,985279,2398376,130550858,23154,85503750,17191,3267,339070276,3686,0.45,0.03,34983857,30757000,3968000,49159038
3717985.exe,144617273,1554128,99939084,113521,98592266,106057,1691535,3983687,247971679,38662,150309143,50695,27817,511159010,9540,0.81,0.05,67140332,53940000,12985000,81198853
3737250.exe,125119472,529685,73324039,78078,69559641,80942,526776,1867353,153347386,8499,121113977,12729,2434,391976245,2146,0.52,0.02,41546661,38284000,3022000,55890464
3777153.exe,66024335,739812,38784507,70212,36580978,73106,493266,1564046,96019336,6596,73286740,8610,4263,237635014,2606,0.32,0.02,25648962,22343000,3046000,39928273
4033327.exe,126978608,538785,73738565,74057,69202084,77863,630254,1960062,158150120,10051,122494488,14750,2265,403182176,2147,0.52,0.02,42299193,40068000,2003000,56327032
4045462.exe,67645006,737442,38768535,68996,36015987,71102,528975,1565198,95932754,6617,74104292,7665,7676,242034199,2607,0.3,0.02,25954502,22718000,2963000,40105731
4115161.exe,118649262,1543497,79873859,92942,84135463,91962,582471,1731875,201966616,25180,119738655,53004,11287,393728140,7419,0.66,0.04,54173187,43944000,9987000,68434160
4240010.exe,92525414,1216878,58720620,77230,57802235,72453,819773,2294163,138000381,21599,85044094,24738,7489,333433737,4528,0.46,0.03,37069219,32824000,3978000,51184548
4254596.exe,141090721,1209736,90649756,92944,86439251,93829,512714,1878117,195433150,22967,141308937,24152,5133,475439408,3679,0.66,0.03,52965812,46685000,5959000,67004511
441794.exe,90260912,890089,58955207,74206,57810249,72025,855371,2276711,131790034,21222,83375340,25172,8827,330174643,4139,0.43,0.03,36052760,28820000,6956000,50429679
4469483.exe,72434402,539344,42207581,72941,38617783,74141,511894,1656932,96435802,16158,75619931,6467,2328,252902973,1958,0.32,0.02,26124889,22891000,2985000,40400110
4484848.exe,129016699,534448,75262192,77598,70973817,79642,617472,1972173,157823820,9223,120494708,13337,2514,400779415,2146,0.53,0.02,42817763,40569000,2028000,56828916
4513979.exe,114701924,837210,68564330,82800,69162933,79508,463010,1767954,157986472,8359,130821982,15794,8201,377134515,2146,0.53,0.02,42854786,34579000,7903000,57134119
472510.exe,69680505,572132,40695745,70737,37323693,70945,408939,1347093,92197549,5678,72173842,7310,2354,243514558,1959,0.31,0.01,24880751,23571000,1024000,39158643
5110838.exe,146307408,1384018,92649967,92993,90690023,96634,871527,2388066,205156059,28459,142650704,30906,12035,485141086,4717,0.7,0.04,55526420,49180000,6022000,69790126
5125995.exe,199342149,17212388,147745830,625264,150923278,636100,4410326,14217443,731226825,111523,201079701,180191,109948,695704201,37388,2.08,0.14,198759598,149437000,49143000,212998245
5247219.exe,67906530,577594,39912699,71252,37296855,63092,410361,1272633,90220419,7289,67764259,6593,2459,234688025,1958,0.3,0.02,24036971,20808000,2972000,38341423
5678075.exe,72208422,590867,41814358,70043,38490493,72459,534770,1435169,95496483,6986,72674014,11208,5165,245202297,2351,0.32,0.02,25502272,20152000,5038000,39802460
5762976.exe,123268525,568045,72491963,83148,69609433,85039,522136,1865704,154504852,7841,123522434,10284,3282,390607886,1951,0.52,0.02,41793949,37536000,3951000,56088863
5973235.exe,167111538,4905635,108065662,291935,107385195,297985,654460,2694976,303062998,20813,176022004,33606,7095,544470571,4853,0.96,0.05,81605236,77359000,4018000,95534566
6076028.exe,66188588,604719,39413251,72161,37060612,68134,386180,1271294,91583201,5641,70503301,5966,2749,238260762,2057,0.3,0.01,24500940,22236000,2021000,38702593
6090789.exe,193418871,1277152,121700738,573444,122417727,566709,872855,3763744,674263750,227827,194156138,31270,210993,659992187,3483,1.99,0.1,182376817,169184000,13014000,196664116
6276355.exe,92353004,1210653,56877781,80139,58486187,72883,639026,2165970,136264756,19900,88205272,18159,7698,328778564,4138,0.46,0.03,36841863,29555000,6896000,51031163
6280386.exe,90704380,917611,60307550,72185,60828150,69702,774138,2346563,132262516,30914,85363415,15963,4662,332009942,3489,0.46,0.03,35545700,28239000,7059000,49440218
6416193.exe,79699251,559355,45007414,78982,38675282,81230,724514,2259358,98182203,11559,75697422,8895,2926,274057341,2596,0.33,0.02,26807039,23487000,3063000,40883988
6435957.exe,67398661,609048,38720225,69974,36533150,70096,397033,1316815,89993026,5051,71540225,4704,2542,234920295,1959,0.27,0.01,25100291,20828000,3967000,39359987
6510576.exe,121599235,621337,68083607,82798,66818757,82813,665836,2168541,159337712,14457,136242946,8233,3438,392077744,2991,0.54,0.02,43636151,38248000,5032000,57679054
6511331.exe,87818257,1149419,56725727,72913,58945039,70946,830044,2293007,133403097,22743,84985531,19461,5769,324243481,4136,0.45,0.03,35847739,24699000,10867000,50262130
6590346.exe,68663237,575311,40103541,69804,36572483,69676,411431,1322790,90507468,6087,69332723,7840,2545,236471737,1958,0.28,0.01,24788500,20626000,3928000,39141073
