file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1149166.exe,44592904,421359,35865300,99458,34883397,101727,142764,1188477,53322268,6242,37735402,3403,2752,136152390,523,0.1,0.02,30824405,27092000,3126000,80423968
1659823.exe,1552614,82360,981833,29357,1005956,29294,58383,321675,6052328,2646,802846,<not counted>,<not counted>,<not counted>,136,0.02,0.0,1798259,1436000,0,16078476
1716934.exe,644972,72241,1020167,29358,1019545,29295,61071,323737,7382116,4078,<not counted>,<not counted>,<not counted>,<not counted>,136,0.02,0.0,1696658,1488000,0,15538557
1793587.exe,555520,64079,1000640,27984,1000018,27921,60360,312918,6839746,1973,<not counted>,<not counted>,<not counted>,<not counted>,136,0.02,0.0,1722212,733000,733000,15765684
1995279.exe,34467151,482242,20717783,66045,19662824,64089,219013,987078,53501578,4353,42826110,611,609,139812100,918,0.17,0.01,14132911,11888000,1981000,28290317
2012602.exe,95296484,507557,69330300,116326,67530491,116548,163632,1319581,115331990,7298,97136251,8096,3619,290473795,1037,0.39,0.02,30804696,26595000,3940000,44919127
2099466.exe,78567790,347373,50778424,84709,51026069,82213,165887,948437,100398632,5192,90795608,5059,778,252908268,521,0.33,0.01,27495695,26239000,1009000,41661952
2230190.exe,74680403,4030850,49432103,393665,47334080,400633,301876,1762495,196774301,10675,77235904,16184,4332,258556849,2480,0.58,0.03,53112371,46845000,5980000,67276829
232374.exe,44446486,509238,39529309,97358,40377842,99434,136927,1092903,67298084,6050,44843183,8114,3897,152832352,1042,0.22,0.01,17799440,14609000,2921000,31935152
2353585.exe,33782741,166118,17146784,58486,16674884,57271,182554,660981,43217453,5427,37056486,513,807,110874411,526,0.14,0.01,11591482,10293000,1029000,25528759
2430690.exe,920824,77390,966143,28301,965521,28239,53533,309866,6424113,3080,<not counted>,<not counted>,<not counted>,<not counted>,129,0.02,0.0,1748117,1478000,0,16050835
2545079.exe,36357417,333147,26008288,74680,26395711,75356,155775,899934,55976535,4646,42719765,3272,2512,134172552,785,0.2,0.01,15139675,12867000,1979000,29150491
2745668.exe,98587334,872485,69174314,106282,67914467,117063,256544,1878549,121753314,8827,94804504,14955,6768,300026823,1940,0.42,0.02,32590335,30359000,2023000,46766374
2764661.exe,91782175,510015,66291402,112975,66369969,109907,163690,1148537,111496411,4758,101687219,4476,843,285923361,520,0.38,0.02,29900396,27660000,1975000,44232374
2939537.exe,29679578,320428,24481069,77084,24488356,77044,149138,819087,52259212,2063,38804806,3016,1018,121698932,526,0.18,0.01,13821730,10413000,3124000,28059917
