file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1017851.exe,69372179,14063014,27609395,4990106,27445376,4891858,125439,3184030,221178439,7911,66541190,2874,1961,173830380,176,0.72,0.04,68399858,65877000,2026000,138552280
1222596.exe,68489097,14060251,54932490,4898458,58754913,4709668,108175,1338901,230090522,7074,79827002,1814,1928,232819153,172,0.77,0.03,62238627,60801000,980000,76347091
1333078.exe,69821120,13951466,28565040,4769744,33338304,4589757,106354,1290842,237175718,8034,79979638,2524,1939,169864302,207,0.78,0.03,64365925,63112000,1001000,78656515
1497005.exe,184844954,12715710,59039314,5409954,60927227,5242361,114728,7088862,288000981,8023,198302180,1728,2277,440541730,183,0.93,0.04,78010936,76696000,996000,91958900
1682543.exe,92986559,14124767,34323005,5206062,34262816,5173933,109757,1359828,224041250,6702,94077427,1605,1415,197874992,223,0.73,0.03,60168357,59916000,0,74448378
1738528.exe,767990787,24064550,608999754,5777079,609031617,5741651,154570,20552487,1155044971,37336,772548931,5288,7679,2620400039,226,4.17,0.16,313785200,312478000,1001000,328052450
1753870.exe,67229555,26695749,42243536,8797233,46956331,8468440,119001,6108435,324017754,9863,79745147,2170,2302,236936714,185,1.02,0.05,87885410,87633000,0,101967597
1769129.exe,763113664,23739884,603689339,5789077,602868349,5780316,192557,20727080,1088839087,26393,766094460,3940,6482,2597843095,214,3.89,0.15,294313113,291961000,1999000,308584915
1818972.exe,68535797,8008171,30536698,5086098,34931905,4870180,114754,1261633,207368965,5846,77720920,1305,1849,156164700,189,0.66,0.03,56177320,54833000,996000,70209824
1968707.exe,67593400,26456023,49498625,9517980,53828495,9319695,156793,12526108,336234800,9247,77353452,2252,2555,201780304,221,1.02,0.05,91031409,90593000,0,104901398
2174475.exe,66149061,6021269,41058504,4595946,41310057,4599142,112386,1234341,217167714,6378,66684613,525,1352,184623152,181,0.7,0.03,59016096,56698000,1989000,73113953
2399424.exe,77517916,14006487,28150655,5191556,29134081,5192857,112818,3909873,210389496,6188,78808120,655,1298,156353709,213,0.68,0.03,57233479,56876000,0,71291679
2414239.exe,87558386,13974731,30083413,4478943,34812757,4287806,134084,2845926,209061141,5502,96430830,1432,1346,208836775,210,0.69,0.03,56074194,53849000,1994000,70162703
2467389.exe,66027644,13354892,29149107,4539565,29061006,4544693,118259,2041294,214863347,6165,66583457,520,1389,151276837,213,0.69,0.03,58299743,57018000,1000000,72466699
2539436.exe,79448924,6552959,53918273,5032174,58181210,4888560,103366,1259607,245997872,5950,88272323,1735,2078,317046415,156,0.8,0.04,66416386,65017000,1000000,80272603
2619764.exe,65966390,7754652,40542598,4859005,41221473,4870390,118650,2233890,205488800,5225,67661347,640,1239,196308203,194,0.64,0.03,55627445,53282000,2010000,69815885
2664872.exe,66170185,13127605,28353618,4289348,29154752,4303167,116536,2518646,218884561,6822,67157832,682,1395,137530672,221,0.69,0.03,58891139,58636000,0,73019028
2754917.exe,94393009,24727961,30902599,5224148,35529188,5048944,117539,15379433,258616407,6032,103541904,1887,2456,188305058,226,0.85,0.04,70006755,69644000,0,84081091
2820114.exe,65897014,14120210,29121262,5110829,29022861,5071055,118787,3204705,206673187,5269,66515474,686,1359,151778406,176,0.63,0.03,56336336,56073000,0,70503415
2983368.exe,84369167,26515780,38131609,6113808,38258012,5915796,447687,2450647,358121248,15381,82731027,19982,5002,276469525,2890,1.18,0.05,97908539,91676000,5978000,112144408
3008897.exe,64897186,14011848,27271271,5171982,27287353,5171582,115674,1292337,213031875,5707,65444645,668,1270,148450254,176,0.67,0.03,57652302,57398000,0,71603712
3261436.exe,761820885,23864946,602733220,5767732,603132149,5764593,220996,19890093,1139907881,47505,766542525,3358,7344,2596841368,221,4.09,0.16,308274260,306889000,999000,322403359
3341389.exe,65705599,14228211,28260472,5098595,29127426,5101712,114006,1297482,206884051,5272,67507443,683,1289,150476542,173,0.64,0.03,55978842,55726000,0,70092348
3564194.exe,66273229,13751424,29034797,4727204,29689396,4725433,108899,2732420,196874747,4806,67597714,1247,1600,133424309,243,0.62,0.03,53052449,50784000,1991000,67085247
3608182.exe,65955458,14127419,28515874,5185982,29121270,5183389,120932,2436916,208439821,5223,67199443,573,1392,137382333,175,0.66,0.03,56678450,54343000,1976000,70766388
3627461.exe,68394440,6268019,30094816,4905879,35066148,4696243,115939,1224575,206350533,5101,78328097,1097,1373,175252032,175,0.65,0.03,55568837,53242000,1971000,69668722
3731597.exe,275909984,63651789,173145459,40153921,178039648,39997204,160768,7515224,1610236068,38536,285229568,7549,11185,723760810,182,4.82,0.22,436527732,435223000,1000000,450607340
4162031.exe,66031278,13456935,28382122,4542507,29176152,4552788,119313,3075312,214402145,6678,67383069,677,1264,150743537,221,0.7,0.03,57995118,57768000,0,72024784
4232498.exe,67549465,10987029,30899875,5783250,35412717,5628071,99439,2996726,232968112,6577,76781076,2111,2161,153210672,206,0.72,0.03,63236156,61887000,998000,77397629
4392621.exe,66243322,6015970,28384688,4437284,29217377,4494944,105788,1107661,188613116,5749,67356917,1227,1637,164823202,181,0.59,0.03,51007549,49706000,1014000,64865960
4580317.exe,83978675,21160818,29147047,4650851,29568748,4672240,97309,13899312,231900123,7048,85812609,1178,1818,178701621,210,0.71,0.03,63030021,60779000,1992000,77140183
4771936.exe,129327414,13524669,54794589,9407819,54663688,9430487,212246,2147951,416554846,9798,129490664,952,2602,284730659,173,1.35,0.06,112289932,111085000,1000000,126342237
5073456.exe,66133055,13827873,28712240,4801924,29194015,4803384,118469,2751922,213300103,6672,67068144,636,1348,150570429,222,0.67,0.03,57887405,55644000,1987000,72080788
515379.exe,65950307,13316544,29349163,4669907,29173934,4635063,131500,4009252,221731916,7238,65945339,1659,1496,137508115,226,0.71,0.03,60192526,58943000,999000,74525235
515918.exe,65959949,13534022,29240864,4763170,29188519,4760198,131349,3131983,200021521,5527,66919849,1002,1954,164745627,212,0.62,0.03,53986422,51751000,1990000,68264053
5220159.exe,64122988,23701206,37813050,5855161,38587563,5860433,140381,12742524,307634242,8099,64964543,988,1914,191687720,200,1.02,0.04,83071782,80807000,1995000,97183467
5306249.exe,94261525,13152279,41621682,4739600,41513050,4738362,113114,5968997,249772352,6512,95502850,1251,2290,216209474,176,0.82,0.03,67294014,66030000,1000000,81425728
5543997.exe,74981895,21393386,48093977,6938662,48995983,6923420,125202,15796508,323986947,9556,76416559,1730,1989,223491933,223,1.04,0.04,87547011,86296000,1003000,101628297
5544001.exe,75315117,21392489,48657311,6970352,48928919,6965454,125291,17070971,324059022,8942,75672179,1081,2049,223483527,222,1.05,0.04,87529414,85271000,2006000,101502440
5559815.exe,774169814,37087421,616869719,5785194,616318984,5780921,182433,40046910,1207680186,41061,776531915,4812,7268,2676065049,262,4.47,0.17,325663483,324483000,1001000,339684064
5794471.exe,65166839,27841824,41665935,9295615,42261781,9261401,133172,9687097,330745060,9104,66465883,1576,2460,199136706,195,1.01,0.05,89331394,87124000,2002000,103428656
5797219.exe,65897510,7705764,29215799,4714023,29913984,4700651,119197,1217201,203044464,5114,66886492,644,1339,164438296,158,0.63,0.03,54789243,54499000,0,68809062
5838289.exe,804186722,23735354,654878060,5779766,654049294,5754629,157677,22062886,1204258197,30932,802841818,4693,7996,2753114698,239,4.42,0.17,326133137,324926000,999000,340389050
5869801.exe,66089259,6127589,33211479,5293067,34223696,5294475,122988,1272550,207995119,6071,68015920,775,1353,156719857,188,0.67,0.03,56215053,54016000,1964000,70337887
5902390.exe,66899064,14399192,27235719,5115325,29140439,5110502,132983,3039015,204614626,6573,69101195,693,1467,151279791,175,0.65,0.03,56446546,55229000,1004000,70471503
5981428.exe,133596668,11823534,59674116,9547137,59658993,9550931,123676,1880208,409019783,10127,134718291,1276,2931,297724248,182,1.27,0.06,110412520,109142000,1001000,124558034
6022214.exe,67895924,13666619,31008674,4573165,35372334,4441637,116960,2268127,228685301,6917,76225175,2339,1893,159204144,209,0.75,0.03,62196050,60950000,999000,76183632
6125506.exe,762095224,23816565,608215461,5805678,608967893,5768514,142879,21361604,1121949181,34945,766508202,4756,8601,2635290010,216,4.1,0.15,303055338,302842000,0,317083873
6227710.exe,69451230,13161852,18728950,2212468,20782505,2266731,196563,3808337,137871316,6628,71301744,1579,1525,134727853,997,0.46,0.02,37019887,33820000,2984000,51095296
6235594.exe,71402955,39009122,30955742,5381426,31080045,5275454,467794,46742682,468356788,9124392,73142261,21591,6437,184878311,3545,1.6,0.07,126882127,118596000,7972000,140976069
6337865.exe,1540286268,39701985,1264572684,11553186,1265387573,11524836,202368,34209718,2264100464,52442,1544886698,7344,14122,5362542050,228,8.19,0.31,610722036,608580000,1998000,624845546
6360779.exe,65771747,7682703,29252248,4710414,30038288,4712174,122184,1250596,202987137,5019,66807423,641,1212,163353871,160,0.65,0.03,54744425,52525000,1982000,68711105
6459743.exe,65535896,14106759,28980269,5102909,29145385,5104582,130618,2276853,208606216,5321,66827257,587,1262,150888208,174,0.66,0.03,55814172,54566000,992000,69751345
6469690.exe,745556891,23814482,602948897,5738254,602983343,5731509,154145,21263412,1096832449,27397,748009242,3019,7021,2576585752,231,3.99,0.15,296273743,295058000,1000000,310563412
6567771.exe,66626085,23288850,53970134,8404635,54040582,8410501,207630,10005038,363060718,8734,66528492,1221,2220,238858646,192,1.18,0.05,98287036,97040000,1000000,112453432
6618032.exe,73575462,28260337,43663646,9579369,48137639,9368006,107569,16653961,340829356,10023,83569672,2418,3308,215609606,187,1.09,0.05,92438751,91196000,1002000,106616305
6660506.exe,56160083,7671157,38926675,7831829,38801860,7817325,131570,1604292,280758142,8260,56515530,1617,2453,169283436,162,0.87,0.04,75730523,74420000,1005000,89979345
669210.exe,117812043,12370338,49030485,5693453,48127087,5417936,330294,2382184,247785930,9664,118766233,5991,2245,295305735,1348,0.82,0.04,67588499,64308000,3014000,81811487
6752987.exe,763405325,23731987,602937895,5745729,603433651,5733742,162990,19577057,1087944006,26153,766681833,3833,6949,2619182455,218,3.96,0.15,293552895,293227000,0,307865632
6764127.exe,81497810,22202983,30053943,4955199,35368517,4754490,109926,15460124,247683797,6421,91815958,1443,1997,203847101,206,0.82,0.04,66709290,64436000,1982000,80934577
6827846.exe,65311560,9726053,34554929,5077876,34565596,5097770,108553,2455918,237087087,6467,65593458,1054,2079,168074635,174,0.76,0.03,64417472,63103000,1001000,78503771
6837077.exe,750324833,23746521,608555768,5798589,608644450,5796596,166267,21469000,1131728766,27206,753605456,3646,7125,2589859945,214,4.08,0.16,305744474,303518000,1996000,319802900
6899995.exe,135250162,20794572,43138480,5132495,47493739,5095575,115137,4907935,262634481,6761,138650327,991,1613,317296974,169,0.84,0.04,71030287,69769000,996000,85156995
7004389.exe,66179371,14126194,29342232,4974958,29356488,4973336,251502,3873391,212689802,5875,67068912,530,1393,151901985,215,0.68,0.03,57737360,55950000,999000,71992694
706520.exe,66095372,13447155,29362629,4656902,29095003,4609846,108973,2854525,220812733,6599,65446001,845,1306,137093384,173,0.72,0.03,59808439,58502000,1008000,73893020
7138546.exe,66281511,14148023,28616595,4790414,29211776,4765171,120390,2608155,205578265,5753,66999156,631,1269,150836169,212,0.64,0.03,56167106,54964000,999000,70141804
7243849.exe,745209065,23978907,603677401,5773936,603342335,5783342,196113,19842057,1124940549,27161,746221441,3608,7355,2568164537,223,4.04,0.16,304203704,302765000,999000,318432506
7628140.exe,79312415,24488186,27948622,5258931,30040613,5253981,123395,20532435,253037575,7309,81520286,849,1587,190365662,230,0.84,0.04,68771021,68552000,0,82826889
7753380.exe,68293398,7897741,29146611,4849457,34028685,4644339,104839,3857673,227743677,7188,79126014,2255,2087,157981012,193,0.75,0.03,62213235,59927000,1997000,76542252
7809726.exe,80740025,24115134,31432206,4800373,36579518,4692214,138539,16218853,269822944,7713,90307153,1164,1676,169394038,210,0.9,0.04,72627608,72371000,0,86732147
7899808.exe,70711624,13778359,34005106,5732834,34716603,5749452,112799,1938387,235641614,7589,72021942,1570,2273,171211499,223,0.74,0.03,63811555,61575000,1986000,77809147
8013101.exe,93102844,22103860,31000798,4599778,35544884,4469588,103272,13166367,239649239,7014,101403565,2050,1943,183246491,217,0.79,0.03,64551270,63258000,1004000,78607541
8070918.exe,55680041,19203861,31380593,4648507,31954923,4653775,129744,15632957,261977318,7576,56611908,1797,1571,165493837,330,0.93,0.04,71210962,69951000,999000,85225651
8136255.exe,78929305,23930397,30281808,5188918,30637676,5192025,119984,14336577,252212417,5853,80061604,1025,2021,159856851,261,0.81,0.03,67981220,66725000,995000,82303817
8278553.exe,199114791,19992819,81109711,8803164,82784959,8834494,105090,3362022,503391259,13297,210158480,3267,3617,550766829,175,1.67,0.07,135938992,135536000,0,149822007
8416472.exe,66217000,13127202,28985220,4290597,29151977,4302587,118666,3464629,217988912,6623,66122810,660,1315,137563188,223,0.7,0.03,59116746,57856000,997000,73079000
8681083.exe,759639205,28111948,605293193,5752151,605276340,5749276,292676,30699594,1109205337,26939,759491695,3415,7151,2575452593,234,4.14,0.15,299734380,299490000,0,314015852
8717595.exe,90706865,14817718,30037725,5520243,29690856,5260908,406277,2241682,234623768,14532,86442207,13553,6168,190733576,2523,0.77,0.03,63537561,61181000,2005000,77720203
879396.exe,70872628,7663949,28524920,5635875,29339282,5637815,127880,2231796,265891431,7820,72582866,795,1698,238964574,202,0.86,0.04,71760610,71445000,0,85867817
968323.exe,744392963,22380716,602803083,5759922,603057580,5754057,166233,17398802,1091521433,25932,748059188,3850,7028,2588461714,221,4.0,0.15,294292175,293062000,1000000,308365052
