file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1191212.exe,172252039,7174673,90581253,1041473,88809831,1060266,4062489,11826261,458086631,108920,169144159,159625,140694,677546075,45678,1.32,0.11,154672081,73075000,81083000,214639553
1315068.exe,150598711,6057056,121230989,1050759,119756214,996003,4304368,7614072,369962411,140133,142348761,96612,22517,624336140,20542,1.2,0.09,101046065,54867000,45889000,115321335
1317833.exe,186631431,13137617,123638793,1533432,125926351,1509774,8079185,12168054,545348971,259472,189815645,125728,44630,721687767,40945,1.79,0.15,147182674,72994000,73994000,161234535
1322710.exe,252411130,6453124,104207019,157300,104663914,155566,3895961,6808905,358672786,53690,269140807,109073,27116,807008115,20593,1.17,0.08,97329234,67367000,29720000,111496100
1398048.exe,189865440,12623266,143231032,1110524,143945005,1099525,7757659,12663682,618689318,143857,181482898,292863,61784,869261646,40990,1.95,0.15,166772557,94701000,71773000,180888158
1603427.exe,137291658,3527338,106484245,928770,106960164,960990,1962984,6243005,307642718,58978,138498512,60421,95526,576303745,23383,0.99,0.06,82983590,41847000,40851000,97333261
1753961.exe,165346530,13146276,102553341,1075163,105908671,1062556,8139631,12064122,545686956,294576,169138492,126180,47787,650370458,40940,1.73,0.15,147403344,61010000,86015000,161487289
1852062.exe,172103958,9315003,83857990,238334,86212558,244939,6959417,10858358,535551058,269368,170278536,126669,44827,716905041,40943,1.67,0.13,145225607,67378000,77435000,159417771
1911734.exe,727693492,46498894,408177790,2507401,407509361,2528414,11971681,61859357,1405638754,4280830,728118200,314032,109636,3302476265,55929,4.7,0.32,381011243,302733000,77931000,395117364
192319.exe,133429974,5197057,60791115,789524,59966301,728394,5388045,7801836,327485332,150187,123414957,61994,22642,469066239,20541,1.04,0.08,88504348,44106000,44106000,102625618
1959638.exe,889861615,94362625,473269381,3458220,471258674,3416381,4717812,172331121,1468137700,9370824,876506712,117823,51933,3103807391,24740,5.15,0.26,398224301,353879000,43985000,412395883
1962386.exe,649356832,90967894,428097469,1170801,424926104,1154376,5315461,161710026,1313945069,5816898,643281963,126074,86164,3209456541,24690,4.56,0.25,352062335,306795000,44970000,366374867
198595.exe,936444618,25425994,522629125,8650994,522321329,8699529,5923531,35233451,1599439913,1007516,934925539,205349,47323,3261053093,25335,5.3,0.28,421078064,380724000,39971000,435202838
201173.exe,160657078,3795301,108322700,165035,107953343,165247,2095759,6584846,410553392,43020,161524736,116410,25675,856059883,23365,1.35,0.07,110696691,71216000,39118000,124798859
2073081.exe,809211153,14108301,425425450,2916297,420131879,2876155,4879231,18197688,1051638059,111983,795697702,119694,80233,2954542603,24772,3.61,0.2,284616616,246206000,38031000,298794706
2215057.exe,195749735,4841311,118335678,1002347,115095784,950942,3767132,6510068,386054925,139454,188303361,84247,81325,678112072,20540,1.25,0.09,104465513,64415000,39640000,118554905
2227301.exe,132496642,6632881,64339736,949252,63762541,1000170,4007101,7008251,351724368,61599,137192790,146510,28526,500196407,20593,1.06,0.09,95267330,60348000,34626000,109369421
2311600.exe,172774988,9322055,82425445,239697,84643595,243492,7166356,11264383,542501338,266179,171538277,124851,44391,721522151,40945,1.67,0.14,147211904,67926000,78914000,161457938
