@relation problema-weka.filters.unsupervised.attribute.Remove-R2-5

@attribute pkg numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
3.08,153563545,127273000,26056000,0
2.92,148768240,122779000,25953000,0
3.04,147823987,116796000,30945000,0
3.16,150864661,122751000,28172000,0
3.08,148302854,127413000,20903000,0
3.08,148221978,109157000,39056000,0
3.18,154893629,118616000,36187000,0
0.62,35650261,34650000,1019000,0
2.08,90177816,59465000,30723000,0
3.23,152413484,110303000,42115000,0
3.14,151619777,124544000,27118000,0
3.13,155828061,129789000,25957000,0
0.17,11963033,7388000,4617000,0
0.62,35296162,31394000,3924000,0
0.62,35885817,34870000,1025000,0
0.71,31185933,29139000,2009000,0
3.08,149509416,112393000,37130000,0
0.71,40309658,39321000,1008000,0
3.19,151604871,124619000,26917000,0
1.81,89196802,60462000,28744000,0
3.16,154923057,136936000,17991000,0
3.14,152554535,128477000,24089000,0
3.12,150009092,130017000,20002000,0
3.31,156670540,124542000,32140000,0
3.21,150457529,123337000,27074000,0
0.64,36402363,32467000,3935000,0
3.19,148839473,124064000,24812000,0
1.92,95096698,68097000,27038000,0
3.2,151688083,123795000,27953000,0
3.21,151647325,118715000,32921000,0
3.11,149066320,124040000,25008000,0
0.61,35576701,33551000,2033000,0
3.21,153573877,121671000,31913000,0
3.16,149388986,118525000,30876000,0
0.63,35384905,33362000,2021000,0
3.16,151934013,126953000,24990000,0
3.19,150379849,115510000,34852000,0
0.63,37297437,35278000,2015000,0
3.12,152767680,132804000,19970000,0
1.82,83255194,55147000,28075000,0
0.61,35615027,33649000,1979000,0
0.63,36001323,35027000,1000000,0
0.62,37421801,36438000,1012000,0
3.15,151244880,127199000,24037000,0
3.13,149532595,123448000,26094000,0
3.2,148645075,123528000,25107000,0
3.08,146824261,111138000,35723000,0
3.1,150325142,127443000,22900000,0
3.08,146387676,125353000,21059000,0
3.2,149537888,119636000,29909000,0
0.63,38293778,33390000,4910000,0
3.21,149517852,120416000,29100000,0
3.17,148459909,125274000,23050000,0
1.96,98218946,96232000,2004000,0
0.65,34926127,33941000,998000,0
0.66,35554681,33620000,1977000,0
3.2,150636804,130576000,19935000,0
3.25,152956595,128800000,24150000,0
3.01,144973141,112777000,32222000,0
0.74,38083131,37015000,1000000,0
3.2,148816013,121844000,26965000,0
0.64,35530866,34599000,988000,0
