@relation problema-weka.filters.unsupervised.attribute.Remove-R3-8

@attribute pkg numeric
@attribute cores numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
10.03,8.04,17
9.69,7.65,17
9.93,7.85,17
2.67,2.13,17
9.21,7.61,17
11.1,8.82,17
8.29,6.56,17
6.93,5.57,17
9.69,7.66,17
15.4,12.27,17
11.19,8.89,17
10.87,8.59,17
11.13,8.84,17
11.08,8.81,17
11.35,9.03,17
10.19,8.11,17
9.77,7.71,17
10.13,8.33,17
18.69,14.94,17
9.75,7.71,17
10.9,8.61,17
9.92,7.89,17
11.08,8.8,17
11.41,9.35,17
10.98,8.67,17
10.93,8.64,17
6.75,5.36,17
8.97,7.11,17
9.87,7.81,17
9.86,7.82,17
11.02,8.72,17
9.82,7.78,17
7.97,6.34,17
10.91,8.62,17
9.97,7.87,17
5.37,4.3,17
11.15,8.87,17
11.14,8.85,17
9.81,7.76,17
6.36,5.12,17
8.02,6.39,17
9.87,7.82,17
11.56,9.15,17
5.08,4.06,17
10.96,8.68,17
6.62,5.23,17
11.23,8.94,17
11.27,8.98,17
2.07,1.65,17
6,4.76,17
11.18,8.88,17
11,8.7,17
11.05,8.76,17
11.04,8.76,17
5.38,4.29,17
8.57,6.82,17
9.81,7.77,17
12.41,10.2,17
10.93,8.91,17
11.19,8.9,17
11.24,8.94,17
5,3.89,18
4.9,3.81,18
3.99,3.21,18
4.24,3.28,18
4.6,3.58,18
10.15,8.06,18
3.74,3,18
5.03,3.95,18
5.11,4.25,18
4.75,3.73,18
10.14,8.06,18
1.18,0.93,18
3.37,2.69,18
6.02,4.72,18
14.78,11.52,18
4.63,3.62,18
5.02,3.92,18
3,2.41,18
3.12,2.48,18
4.93,3.86,18
10.23,8.15,18
5.02,3.91,18
10.36,8.25,18
2.65,2.14,18
1.2,0.95,18
6.77,5.42,18
2.58,2.06,18
4.39,3.41,18
5.32,4.17,18
6.29,4.93,18
4.55,3.64,18
5.2,4.07,18
2.26,1.81,18
2.59,2.09,18
4.72,3.68,18
8.77,7,18
4.51,3.52,18
17.27,13.85,18
12.24,9.85,18
5,3.9,18
5.09,4,18
3.79,3.03,18
4.64,3.62,18
4.62,3.6,18
10.53,8.42,18
8.37,6.61,18
2.56,2.03,18
13.07,10.54,18
4.71,3.68,18
14.47,11.31,18
11,8.78,18
5.06,3.96,18
10.92,8.71,18
23.76,19.22,18
5.33,4.17,18
4.8,3.75,18
3.74,3.01,18
11.17,8.91,18
2.67,2.15,18
4.77,3.73,18
4.7,3.68,18
2.78,2.23,18
4.22,3.37,18
4.46,3.49,18
14.19,11.37,18
4.55,3.64,18
2.55,2.03,18
4.73,3.7,18
5.02,3.92,18
14.64,11.73,18
4.71,3.68,18
4.48,3.49,18
4.69,3.67,18
4.42,3.45,18
4.43,3.45,18
4.73,3.7,18
4.72,3.69,18
10.41,8.29,18
10.16,8.09,18
4.71,3.68,18
2.88,2.31,19
3.1,2.46,19
2.67,2.15,19
2.68,2.15,19
3.79,3.02,19
2.01,1.61,19
2.64,2.13,19
2.58,2.07,19
13.18,10.94,19
2.57,2.06,19
13.79,11.4,19
12.59,10.3,19
11.4,9.36,19
2.63,2.12,19
9.95,8.15,19
2.67,2.16,19
2.66,2.12,19
2.62,2.1,19
2.9,2.32,19
2.41,1.89,19
10.32,8.48,19
2.6,2.09,19
2.65,2.14,19
2.07,1.64,19
8.14,6.64,19
2.66,2.12,19
3.32,2.65,19
2.25,1.82,19
1.98,1.59,19
2.58,2.04,19
2.13,1.68,19
2.31,1.86,19
3.88,3.14,19
2.54,2.02,19
2.57,2.07,19
2.57,2.05,19
2.67,2.18,19
3.54,2.86,19
3.56,2.85,19
3.34,2.68,19
2.66,2.14,19
8.89,7.3,19
3.45,2.75,19
3.74,2.98,19
2.59,2.09,19
3.08,2.45,19
4.04,3.24,19
13.65,11.23,19
12.89,10.42,19
2.82,2.27,19
2.51,2,19
2.84,2.29,19
6.66,5.52,19
3.28,2.63,19
2.57,2.05,19
2.76,2.21,19
2.48,1.97,19
13.97,11.42,19
2.1,1.67,19
2.65,2.13,19
2.44,1.92,19
2.33,1.85,19
10.15,8.23,19
3.37,2.71,19
6.12,5.1,19
1.57,1.25,19
2.85,2.27,19
12.3,10.06,19
2.75,2.19,19
2.63,2.1,19
3.69,2.94,19
3.45,2.74,19
9.09,7.44,19
2.64,2.15,19
2.73,2.21,19
10.54,8.63,19
3.43,2.72,19
6.69,5.49,19
13.9,11.41,19
2.61,2.08,19
0.36,0.27,20
0.03,0.02,20
0.03,0.03,20
0.03,0.03,20
0.31,0.23,20
0.8,0.62,20
0.73,0.58,20
1.28,0.98,20
0.38,0.29,20
0.27,0.22,20
0.03,0.02,20
0.32,0.24,20
0.85,0.67,20
0.77,0.6,20
0.31,0.23,20
0.04,0.03,20
0.28,0.21,20
0.73,0.58,20
0.77,0.6,20
0.36,0.27,20
0.4,0.31,20
0.62,0.48,20
0.39,0.3,20
0.43,0.33,20
0.28,0.21,20
0.37,0.28,20
0.03,0.03,20
0.44,0.33,20
0.05,0.04,20
0.35,0.26,20
0.75,0.58,20
0.47,0.36,20
0.26,0.2,20
0.25,0.18,20
0.46,0.35,20
0.04,0.03,20
0.26,0.19,20
0.76,0.59,20
0.33,0.24,20
0.31,0.23,20
0.8,0.63,20
0.03,0.03,20
0.86,0.68,20
0.39,0.31,20
0.76,0.59,20
0.66,0.51,20
0.38,0.29,20
0.5,0.38,20
0.38,0.28,20
0.7,0.54,20
0.82,0.65,20
1.09,0.83,20
0.33,0.25,20
0.78,0.6,20
1.43,1.12,20
0.42,0.32,20
0.74,0.59,20
0.35,0.27,20
0.77,0.6,20
0.04,0.03,20
0.45,0.35,20
0.73,0.57,20
0.27,0.19,20
0.49,0.37,20
0.34,0.25,20
0.04,0.03,20
0.04,0.03,20
0.81,0.63,20
0.48,0.37,20
0.04,0.03,20
0.81,0.64,20
0.67,0.52,20
0.95,0.78,20
0.27,0.2,20
0.78,0.61,20
1.44,1.14,20
0.44,0.34,20
0.43,0.33,20
0.04,0.03,20
0.8,0.63,20
0.08,0.06,21
3,2.37,21
0.25,0.18,21
0.46,0.35,21
7.01,5.73,21
0.08,0.06,21
5.1,4.04,21
0.93,0.73,21
0.42,0.32,21
6.66,5.3,21
5.22,4.24,21
0.1,0.08,21
0.03,0.02,21
0.12,0.09,21
4.15,3.31,21
0.57,0.44,21
4.19,3.33,21
0.7,0.53,21
0.09,0.07,21
4.1,3.29,21
0.78,0.6,21
0.12,0.09,21
0.1,0.08,21
0.08,0.06,21
1,0.79,21
3.37,2.71,21
0.34,0.24,21
0.12,0.09,21
0.91,0.71,21
4.18,3.34,21
5.18,4.11,21
0.54,0.42,21
0.36,0.27,21
0.2,0.14,21
4.96,4.02,21
0.38,0.28,21
0.1,0.08,21
4.26,3.4,21
0.13,0.1,21
3.86,3.08,21
4.97,3.98,21
3.38,2.72,21
0.17,0.13,21
0.28,0.22,21
3.85,3.09,21
0.56,0.43,21
1.29,1.02,21
3.19,2.56,21
0.08,0.06,21
0.38,0.29,21
4.61,3.72,21
0.25,0.19,21
5.5,4.4,21
0.08,0.05,21
0.06,0.05,21
0.12,0.09,21
0.47,0.36,21
0.11,0.08,21
4.79,3.89,21
4.28,3.42,21
0.51,0.39,21
4.29,3.44,21
0.47,0.36,21
0.2,0.15,21
3.87,3.1,21
3.42,2.75,21
0.37,0.27,21
0.33,0.25,21
2.62,2.09,21
2.17,1.72,21
0.72,0.55,21
0.07,0.05,21
0.08,0.06,21
0.07,0.05,21
0.09,0.07,21
3.29,2.64,21
3.21,2.56,21
3.28,2.67,21
0.38,0.27,21
0.08,0.06,21
0.24,0.18,22
0.27,0.2,22
0.34,0.26,22
0.66,0.52,22
0.67,0.51,22
0.64,0.48,22
0.63,0.49,22
0.35,0.26,22
0.27,0.21,22
0.26,0.2,22
0.25,0.19,22
0.28,0.21,22
0.28,0.22,22
0.3,0.23,22
0.67,0.52,22
0.66,0.51,22
0.27,0.2,22
0.66,0.51,22
0.3,0.23,22
0.25,0.18,22
0.26,0.2,22
0.25,0.19,22
0.22,0.17,22
0.23,0.17,22
0.26,0.2,22
0.68,0.53,22
0.53,0.4,22
0.62,0.47,22
0.68,0.53,22
0.63,0.49,22
0.26,0.2,22
2.2,1.76,22
0.26,0.19,22
0.64,0.5,22
0.68,0.53,22
0.29,0.22,22
0.23,0.18,22
0.65,0.49,22
0.67,0.52,22
0.26,0.19,22
0.65,0.5,22
0.25,0.18,22
0.65,0.49,22
0.65,0.52,22
0.25,0.19,22
0.63,0.48,22
0.25,0.19,22
0.27,0.2,22
0.27,0.2,22
0.27,0.2,22
0.63,0.49,22
0.27,0.21,22
0.3,0.23,22
0.25,0.19,22
0.65,0.51,22
0.67,0.53,22
0.4,0.3,22
0.23,0.17,22
0.27,0.21,22
0.26,0.19,22
0.32,0.24,22
0.27,0.2,22
0.63,0.48,22
0.64,0.5,22
0.69,0.52,22
0.26,0.19,22
0.72,0.55,22
0.64,0.48,22
0.27,0.2,22
0.39,0.31,22
0.25,0.19,22
0.68,0.54,22
0.28,0.21,22
0.66,0.51,22
0.27,0.21,22
0.27,0.2,22
0.68,0.54,22
0.26,0.19,22
0.27,0.21,22
0.28,0.22,22
0.87,0.67,23
3.42,2.76,23
3.33,2.7,23
3.22,2.58,23
1.79,1.46,23
1.49,1.18,23
1.55,1.24,23
1.64,1.31,23
9.73,7.71,23
0.79,0.6,23
3.33,2.7,23
3.29,2.69,23
1.54,1.19,23
0.74,0.58,23
3.19,2.58,23
0.94,0.73,23
1.67,1.32,23
1.4,1.11,23
1.76,1.41,23
3.26,2.65,23
3.26,2.63,23
3.29,2.65,23
1.6,1.26,23
3.27,2.63,23
0.82,0.65,23
1.54,1.23,23
1.75,1.38,23
1.98,1.58,23
1.65,1.3,23
1.71,1.35,23
1.61,1.27,23
1.67,1.31,23
3.23,2.61,23
1.48,1.17,23
3.36,2.73,23
1.42,1.12,23
1.51,1.2,23
1.73,1.37,23
2.56,2.06,23
3.75,3,23
1.63,1.29,23
1.61,1.28,23
3.21,2.58,23
1.48,1.17,23
3.29,2.66,23
3.3,2.67,23
3.35,2.72,23
3.34,2.7,23
1.45,1.14,23
3.39,2.73,23
3.21,2.59,23
1.71,1.35,23
3.43,2.77,23
1.43,1.13,23
1.67,1.33,23
1.45,1.15,23
1.4,1.11,23
1.49,1.18,23
1.46,1.15,23
1.47,1.17,23
1.59,1.27,23
1.76,1.4,23
3.42,2.8,23
2.8,2.23,23
1.49,1.18,23
3.39,2.75,23
3.61,2.93,23
1.47,1.18,23
1.61,1.27,23
1.39,1.1,23
3.36,2.72,23
1.5,1.19,23
2.55,2.07,23
1.45,1.15,23
3.27,2.65,23
2.75,2.21,23
3.24,2.62,23
3.23,2.6,23
1.72,1.35,23
0.84,0.66,23
3.53,2.88,24
1.31,1.03,24
1.26,0.99,24
1.27,1.01,24
2.98,2.39,24
3.35,2.72,24
3.14,2.54,24
1.5,1.18,24
3.33,2.7,24
3.19,2.6,24
1.57,1.24,24
2,1.58,24
1.96,1.56,24
1.73,1.37,24
3.27,2.65,24
3.14,2.55,24
1.39,1.09,24
1.77,1.4,24
1.55,1.22,24
3.09,2.49,24
1.34,1.07,24
3.13,2.54,24
1.53,1.19,24
1.37,1.09,24
1.38,1.1,24
1.42,1.13,24
4.06,3.22,24
3.15,2.56,24
4.17,3.32,24
3.41,2.77,24
1.51,1.19,24
1.34,1.05,24
3.23,2.63,24
1.38,1.1,24
1.6,1.28,24
3.08,2.5,24
5.85,4.68,24
3.36,2.72,24
3.05,2.46,24
1.48,1.17,24
1.39,1.1,24
3.15,2.55,24
1.39,1.11,24
3.31,2.68,24
1.37,1.09,24
1.57,1.24,24
3.2,2.59,24
1.29,1.01,24
3.36,2.73,24
1.37,1.07,24
1.36,1.09,24
1.41,1.12,24
3.15,2.54,24
1.54,1.21,24
2.09,1.66,24
1.6,1.27,24
1.51,1.19,24
1.39,1.1,24
3.11,2.51,24
1.36,1.08,24
1.37,1.08,24
1.43,1.13,24
1.28,1.01,24
1.33,1.05,24
1.38,1.09,24
3.15,2.53,24
1.85,1.47,24
3.43,2.77,24
1.51,1.2,24
3.13,2.54,24
1.57,1.23,24
1.6,1.26,24
3.18,2.57,24
3.62,2.94,24
1.85,1.47,24
3.18,2.56,24
3.07,2.48,24
6.33,5.04,24
3.14,2.54,24
1.36,1.08,24
4.74,3.81,25
1.75,1.4,25
1.58,1.24,25
1.6,1.28,25
1.54,1.22,25
1.66,1.31,25
1.57,1.24,25
1.68,1.33,25
10.11,8.06,25
1.6,1.27,25
3.4,2.75,25
4.96,3.92,25
1.65,1.3,25
1.75,1.38,25
3.66,2.96,25
1.59,1.26,25
1.63,1.29,25
1.67,1.33,25
1.67,1.33,25
1.76,1.38,25
1.64,1.29,25
3.31,2.68,25
3.34,2.7,25
1.84,1.46,25
1.88,1.48,25
1.59,1.25,25
1.91,1.52,25
3.57,2.89,25
3.66,2.97,25
1.56,1.23,25
3.35,2.72,25
1.66,1.31,25
1.61,1.28,25
3.53,2.87,25
3.37,2.7,25
3.43,2.75,25
1.49,1.19,25
3.53,2.86,25
1.95,1.56,25
3.37,2.72,25
1.52,1.21,25
1.56,1.22,25
1.67,1.33,25
3.51,2.84,25
1.6,1.27,25
3.46,2.8,25
1.56,1.23,25
1.5,1.19,25
1.88,1.5,25
3.42,2.77,25
1.75,1.39,25
3.59,2.88,25
5.1,4.12,25
1.58,1.26,25
1.72,1.36,25
1.89,1.51,25
1.52,1.2,25
3.54,2.87,25
1.71,1.35,25
4.49,3.56,25
3.66,2.95,25
1.65,1.31,25
2.19,1.74,25
3.43,2.77,25
3.55,2.87,25
1.57,1.25,25
3.47,2.82,25
3.99,3.21,25
3.34,2.71,25
3.69,2.98,25
1.67,1.32,25
5.05,4.01,25
1.98,1.58,25
1.91,1.51,25
1.67,1.33,25
4.44,3.61,25
1.54,1.22,25
2.04,1.62,25
5.46,4.35,25
2.63,2.11,25
3.07,2.51,26
2.95,2.38,26
2.93,2.36,26
2.98,2.4,26
1.24,0.98,26
1.26,1,26
1.41,1.11,26
1.19,0.94,26
2.98,2.41,26
3.13,2.52,26
1.41,1.13,26
3.09,2.43,26
3.36,2.72,26
1.33,1.04,26
1.18,0.92,26
1.36,1.07,26
1.45,1.15,26
1.33,1.05,26
3.05,2.47,26
3.07,2.48,26
3.09,2.49,26
1.26,1,26
1.52,1.19,26
1.28,1.01,26
3.04,2.46,26
3.38,2.74,26
1.4,1.1,26
1.32,1.03,26
0.24,0.18,26
1.39,1.1,26
1.56,1.24,26
1.43,1.13,26
1.37,1.08,26
1.28,1.02,26
1.27,1,26
1.24,0.98,26
3.07,2.48,26
1.33,1.05,26
3.07,2.5,26
0.75,0.59,26
1.26,1,26
1.27,1.01,26
3.82,3.07,26
0.17,0.13,26
1.42,1.13,26
1.26,1,26
1.41,1.11,26
3.29,2.67,26
1.81,1.42,26
3.56,2.89,26
1.25,1,26
3.54,2.87,26
1.47,1.17,26
1.24,0.97,26
1.4,1.11,26
3.87,3.11,26
1.5,1.2,26
3.22,2.59,26
3.11,2.53,26
1.25,0.97,26
1.42,1.13,26
3.01,2.42,26
3.17,2.58,26
1.29,1.03,26
1.42,1.12,26
3.04,2.46,26
1.26,0.98,26
1.45,1.16,26
3.01,2.43,26
1.26,0.98,26
1.92,1.53,26
1.68,1.34,26
3.12,2.54,26
1.37,1.07,26
3.9,3.15,26
1.44,1.15,26
3.18,2.57,26
3.01,2.44,26
1.38,1.09,26
1.84,1.47,26
2.06,1.65,27
4.85,3.93,27
1.88,1.49,27
2.07,1.64,27
1.03,0.79,27
1.96,1.56,27
1.92,1.53,27
1.92,1.53,27
1.93,1.53,27
1.96,1.56,27
1.98,1.58,27
1.94,1.54,27
1.94,1.55,27
1.8,1.44,27
2.15,1.73,27
5.09,4.14,27
6.99,5.65,27
1.96,1.56,27
1.93,1.53,27
1.96,1.56,27
2.07,1.64,27
1.94,1.54,27
5.06,4.09,27
1.97,1.57,27
2.08,1.66,27
2.12,1.69,27
1.97,1.57,27
1.96,1.57,27
5.42,4.41,27
1.97,1.57,27
6.36,5.18,27
1.98,1.59,27
3.1,2.48,27
2.82,2.26,27
1.99,1.6,27
1.94,1.53,27
2.02,1.62,27
3.1,2.46,27
1.99,1.57,27
1.81,1.43,27
1.92,1.52,27
2.08,1.66,27
1.97,1.58,27
5.28,4.28,27
1.99,1.58,27
5.21,4.26,27
1.83,1.44,27
2.03,1.62,27
1.94,1.54,27
1.91,1.56,27
5.25,4.28,27
1.95,1.56,27
2.06,1.66,27
5.12,4.17,27
2.07,1.66,27
5.06,4.09,27
2.17,1.74,27
1.8,1.42,27
6.65,5.36,27
2.01,1.62,27
5.21,4.25,27
1.8,1.44,27
1.8,1.43,27
5.03,4.1,27
5.23,4.26,27
2.13,1.7,27
2.2,1.76,27
5.03,4.07,27
2.01,1.61,27
2.16,1.72,27
4.96,4.03,27
1.82,1.44,27
4.95,4.03,27
2.03,1.64,27
1.93,1.52,27
1.95,1.56,27
2.04,1.63,27
5.18,4.22,27
1.96,1.57,27
5.48,4.47,27
3.57,2.88,28
3.52,2.88,28
6.33,5.2,28
3.59,2.94,28
5.28,4.3,28
3.41,2.8,28
3.55,2.91,28
3.42,2.79,28
16.18,13.04,28
6.57,5.35,28
2.39,1.95,28
3.38,2.72,28
5.74,4.68,28
3.62,3,28
3.4,2.79,28
3.68,3.02,28
4.33,3.53,28
3.5,2.88,28
4.42,3.58,28
2.89,2.32,28
3.69,3.03,28
5.37,4.41,28
2.58,2.11,28
3.54,2.91,28
4.52,3.69,28
4.91,4.05,28
4.59,3.73,28
5.4,4.43,28
4.89,4.01,28
4.24,3.43,28
5.81,4.75,28
4.33,3.54,28
11.01,8.82,28
5.36,4.34,28
3.48,2.82,28
4.16,3.36,28
4.52,3.69,28
4.73,3.83,28
7.68,6.33,28
4.96,4.04,28
7.37,6.09,28
2.59,2.12,28
3.6,2.96,28
3.71,3.05,28
7.65,6.21,28
3.62,2.97,28
3.48,2.86,28
4.08,3.31,28
4.39,3.58,28
3.39,2.78,28
4.97,4.05,28
6.44,5.28,28
3.46,2.84,28
1.63,1.31,28
4.72,3.8,28
3.51,2.89,28
2.87,2.33,28
4.35,3.59,28
3.48,2.86,28
2.88,2.31,28
3.52,2.89,28
2.99,2.41,28
4.79,3.92,28
5.28,4.33,28
3.6,2.96,28
3.68,3.03,28
5.64,4.58,28
4.54,3.7,28
4.81,3.91,28
3.05,2.43,28
2.94,2.35,28
4.28,3.48,28
4.6,3.75,28
10.92,9.04,28
3.47,2.85,28
2.79,2.27,28
5.36,4.42,28
3.46,2.83,28
2.89,2.35,28
3.97,3.25,28
0.61,0.46,29
1.41,1.12,29
1.09,0.85,29
1.13,0.89,29
1.46,1.17,29
0.91,0.71,29
0.61,0.48,29
0.6,0.45,29
0.66,0.51,29
1.11,0.88,29
0.85,0.65,29
1.62,1.29,29
1.12,0.89,29
0.93,0.72,29
0.62,0.47,29
0.59,0.45,29
1.12,0.89,29
0.9,0.7,29
0.63,0.49,29
0.58,0.44,29
0.93,0.74,29
1.14,0.9,29
0.69,0.56,29
0.66,0.51,29
0.58,0.44,29
1.06,0.84,29
0.73,0.56,29
0.76,0.58,29
0.92,0.72,29
0.95,0.75,29
0.61,0.46,29
0.84,0.64,29
1.7,1.35,29
1.05,0.82,29
0.6,0.46,29
1.13,0.9,29
0.62,0.48,29
1.35,1.06,29
0.93,0.74,29
1.41,1.15,29
0.93,0.73,29
0.64,0.48,29
1.17,0.93,29
1.1,0.87,29
0.62,0.48,29
1.49,1.19,29
4.91,3.93,29
0.62,0.49,29
0.65,0.51,29
1.1,0.89,29
2.05,1.64,29
0.65,0.53,29
3.66,2.96,29
0.96,0.76,29
0.92,0.72,29
0.65,0.5,29
0.6,0.46,29
1.16,0.92,29
0.91,0.71,29
0.65,0.54,29
1.12,0.89,29
3.45,2.79,29
0.66,0.51,29
0.89,0.7,29
0.91,0.7,29
0.65,0.51,29
1.1,0.87,29
1.45,1.16,29
0.63,0.49,29
1.08,0.86,29
1.13,0.9,29
0.6,0.46,29
1.43,1.14,29
0.62,0.48,29
0.89,0.7,29
1.09,0.85,29
0.58,0.44,29
0.62,0.47,29
1.1,0.88,29
0.88,0.68,29
3.81,3.04,30
4.06,3.27,30
9.68,7.94,30
10.33,8.46,30
10.21,8.31,30
4.37,3.52,30
3.25,2.64,30
3.21,2.58,30
8.3,6.77,30
4.01,3.24,30
3.23,2.59,30
3.6,2.9,30
6.08,4.9,30
3.71,2.98,30
5.38,4.37,30
3.1,2.5,30
3.54,2.85,30
3.03,2.43,30
4.37,3.53,30
4.74,3.84,30
2.84,2.29,30
10.98,8.92,30
3.94,3.17,30
4.35,3.52,30
5.2,4.22,30
2.95,2.39,30
4.68,3.79,30
9.02,7.33,30
4.09,3.32,30
5.68,4.61,30
5.91,4.79,30
5.65,4.57,30
2.46,1.96,30
3.25,2.62,30
7.57,6.19,30
4.44,3.58,30
3.06,2.46,30
3.45,2.79,30
2.88,2.31,30
3.01,2.44,30
6.58,5.24,30
3.96,3.21,30
3.19,2.56,30
10.89,8.78,30
3.19,2.56,30
6.59,5.37,30
8.06,6.52,30
4.22,3.42,30
5.54,4.53,30
2.85,2.29,30
4.74,3.81,30
3.63,2.93,30
5.77,4.69,30
10.08,8.21,30
8.08,6.55,30
10.27,8.36,30
4.96,4.05,30
6.4,5.19,30
5.57,4.53,30
17.23,14.13,30
3.23,2.62,30
5.4,4.4,30
8.5,6.93,30
1.15,0.92,30
10.04,8.21,30
8.57,6.97,30
3.81,3.08,30
3.49,2.82,30
4.11,3.3,30
3.6,2.94,30
3.54,2.85,30
4.02,3.24,30
8.28,6.74,30
3.25,2.62,30
4.21,3.41,30
3.82,3.08,30
4.76,3.83,30
8.68,7.07,30
8.3,6.78,30
4.49,3.65,30
5.43,4.36,31
3.5,2.81,31
3.97,3.25,31
3.29,2.65,31
2.39,1.93,31
1.56,1.23,31
3.37,2.72,31
7.2,5.84,31
3.37,2.71,31
3.53,2.86,31
3.43,2.79,31
3.52,2.86,31
3.47,2.81,31
1.92,1.55,31
3.47,2.82,31
2.99,2.38,31
0.47,0.35,31
3.29,2.66,31
2.89,2.3,31
10.67,8.66,31
10.64,8.65,31
3.03,2.44,31
3.41,2.75,31
3.43,2.76,31
0.57,0.42,31
2.51,2.02,31
3.39,2.75,31
5.73,4.65,31
3.48,2.81,31
3.36,2.71,31
1.51,1.17,31
3.47,2.83,31
1.81,1.43,31
0.39,0.3,31
3.65,2.97,31
3.28,2.65,31
3.61,2.92,31
3.74,3.03,31
3.6,2.92,31
3.5,2.86,31
3.47,2.81,31
2.37,1.95,31
3.71,3.02,31
3.32,2.69,31
3.7,3,31
7.53,6.07,31
6.88,5.62,31
3.72,3.02,31
3.41,2.75,31
3.57,2.89,31
3.4,2.74,31
3.49,2.83,31
3.73,3,31
3.7,2.98,31
3.37,2.71,31
3.41,2.77,31
3.45,2.79,31
2.06,1.65,31
1.97,1.57,31
12.06,9.75,31
1.47,1.17,31
3.75,3.04,31
3.43,2.77,31
3.46,2.79,31
0.27,0.21,31
3.28,2.66,31
0.75,0.59,31
8.04,6.53,31
3.47,2.82,31
3.12,2.49,31
3.75,3.05,31
3.25,2.62,31
3.84,3.13,31
0.98,0.78,31
3.57,2.9,31
0.7,0.54,31
3.69,2.99,31
3.65,2.97,31
3.54,2.84,31
3.81,3.11,31
