@relation problema-weka.filters.unsupervised.attribute.Remove-R1-5

@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
503683609,502576000,999000,1
27366785,27385000,0,1
66402258,64442000,1982000,1
135184526,132256000,3005000,1
45446982,43500000,1977000,1
33728069,31466000,2030000,1
59887511,58889000,998000,1
273736236,270820000,2986000,1
80443755,78453000,2011000,1
375830177,374883000,1002000,1
560659049,557555000,2997000,1
64436330,63455000,991000,1
64946388,63964000,999000,1
298082426,296983000,999000,1
46290085,44245000,2011000,1
29520854,27506000,2037000,1
79031467,76100000,2964000,1
374414259,372471000,1997000,1
43264667,41321000,1967000,1
86338166,85351000,1004000,1
36327610,36365000,0,1
306260026,305156000,1000000,1
37316438,36301000,1008000,1
179533878,178513000,997000,1
24144245,23159000,1006000,1
32203254,30211000,2014000,1
383025306,382056000,1000000,1
63134748,62132000,1002000,1
25366965,22458000,2929000,1
23977738,22965000,998000,1
40638052,37692000,2975000,1
78701964,76695000,2018000,1
38015401,36101000,1951000,1
69872233,67852000,1995000,1
36743725,35736000,1021000,1
210462665,204442000,6013000,1
24219356,23229000,1009000,1
69560850,67561000,2016000,1
133257486,132154000,1001000,1
330464587,330478000,0,1
37859082,36843000,1023000,1
69177642,68175000,1002000,1
68827234,66883000,1967000,1
126941063,125874000,999000,1
42156352,41050000,1001000,1
493202695,491978000,999000,1
61499433,60494000,991000,1
136637692,136547000,0,1
87700457,86682000,996000,1
498879228,497824000,999000,1
62974636,59985000,2950000,1
30911209,29948000,998000,1
64260731,63273000,1004000,1
58326923,57321000,988000,1
22984507,20050000,3007000,1
41883946,36873000,4982000,1
236667241,234722000,1997000,1
63938660,61871000,1964000,1
559560647,558576000,1001000,1
215734917,214764000,1003000,1
43177360,41232000,2011000,1
90554742,86302000,4014000,2
89615536,86594000,2986000,2
112723611,109701000,2991000,2
91758157,86638000,4979000,2
53383214,49499000,3959000,2
88848022,86851000,1996000,2
85106759,82042000,3001000,2
88020574,82013000,6000000,2
43226544,40151000,3011000,2
43749838,42754000,994000,2
84388387,81375000,3013000,2
89319825,88382000,1004000,2
87199998,83119000,3958000,2
87079166,84105000,3003000,2
44459200,41277000,3020000,2
45597981,41670000,3968000,2
45314413,43222000,2010000,2
87646444,83642000,3982000,2
44998169,40996000,3999000,2
41894870,37813000,4087000,2
93023762,88990000,3999000,2
89304097,87259000,2005000,2
86117374,84145000,2003000,2
89609092,87615000,1991000,2
48745903,46678000,1986000,2
85914038,85818000,0,2
86761607,84762000,1994000,2
86716164,85663000,996000,2
85316136,81268000,4013000,2
173137407,172054000,1000000,2
86421104,84459000,1987000,2
111039469,99929000,10992000,2
91299412,88267000,3009000,2
42915640,39904000,2992000,2
43303507,40362000,2953000,2
43529402,40607000,2971000,2
44496686,41505000,2964000,2
88183881,85184000,3006000,2
94813627,93812000,1008000,2
85656321,83657000,1991000,2
42543323,40566000,1978000,2
88273375,84265000,4012000,2
47899902,45863000,2038000,2
42857229,40807000,2040000,2
87185250,82165000,5010000,2
44063539,41165000,2940000,2
41536165,39556000,1977000,2
47366168,44365000,3024000,2
169428733,162375000,6973000,2
86419966,84410000,2009000,2
38480638,38525000,0,2
87017375,83017000,4000000,2
88590237,83557000,4973000,2
92010807,88976000,2999000,2
41347139,40357000,984000,2
41687045,39706000,1985000,2
159904141,156844000,3016000,2
89201478,86231000,3008000,2
88637079,85622000,3021000,2
86217534,84090000,2002000,2
56099256,55022000,1000000,2
41694450,39703000,2036000,2
85509775,84500000,1005000,2
90222105,87173000,3005000,2
52830480,50874000,1995000,2
43112932,41114000,2005000,2
42423011,37363000,5049000,2
92151031,84122000,8011000,2
41778412,38781000,2983000,2
87276867,85286000,1983000,2
108870475,104828000,3993000,2
117047928,110798000,5989000,2
84289995,79275000,4954000,2
88896472,85891000,2996000,2
44804909,39724000,4965000,2
41056747,39042000,2002000,2
90870976,85857000,4991000,2
42736885,37762000,4968000,2
63808393,58861000,4905000,2
54922693,53841000,1015000,2
125257903,116027000,9002000,3
130464417,123201000,7011000,3
133376627,129296000,3978000,3
113073781,109039000,4001000,3
243964031,192751000,51199000,3
201702415,195677000,6020000,3
311853178,263955000,47810000,3
362932538,313978000,48996000,3
205106999,201165000,3983000,3
121992662,116043000,5950000,3
121031793,114051000,7003000,3
322267824,259181000,63044000,3
141329689,130335000,11028000,3
232043721,168312000,63739000,3
306195994,258150000,48028000,3
230199873,166133000,64051000,3
218608568,170663000,47905000,3
235206442,186301000,48816000,3
115934576,109907000,6049000,3
122517873,113585000,8967000,3
122972451,115945000,6996000,3
122265697,116309000,5964000,3
224290742,173204000,51060000,3
192016558,185961000,5998000,3
323091778,253047000,70013000,3
381270292,333191000,48027000,3
118586804,113586000,4981000,3
198946062,189879000,8994000,3
310084297,261049000,49009000,3
313192789,264131000,49024000,3
122401472,118346000,4011000,3
123760776,113676000,9971000,3
208618432,199452000,9020000,3
330868768,279899000,50800000,3
121232713,114055000,7003000,3
305569496,260523000,44917000,3
230624612,179340000,51096000,3
143624398,131611000,11964000,3
122941604,116812000,5990000,3
348278661,290174000,58034000,3
329619556,287339000,42049000,3
134771022,125781000,8984000,3
304927744,254903000,49980000,3
125081254,122041000,3001000,3
124484575,120384000,3979000,3
315501486,267300000,48054000,3
120272835,117285000,2981000,3
427976254,362931000,64987000,3
304272385,256126000,48023000,3
235403275,172550000,62836000,3
120944624,117845000,2996000,3
230877268,220907000,9950000,3
122723023,114715000,7980000,3
235454741,174556000,60845000,3
323342274,258277000,65070000,3
239811595,179823000,59941000,3
114402901,107366000,7023000,3
113724348,104630000,9054000,3
118846303,113828000,4992000,3
230759546,150806000,79897000,3
316898058,274880000,41981000,3
122704162,114624000,8043000,3
155770182,147792000,7988000,3
122774047,113851000,8910000,3
228494674,166328000,62122000,3
316471859,257308000,59070000,3
122048214,114021000,8001000,3
308630389,259579000,48920000,3
123269642,115230000,8016000,3
130365282,123317000,7018000,3
232903453,182697000,50191000,3
219915504,169826000,49949000,3
202822668,193790000,8990000,3
306645376,251700000,54934000,3
328564231,284588000,43936000,3
121889904,113942000,7926000,3
229704063,181627000,47901000,3
113361746,105307000,8023000,3
325163338,280063000,45010000,3
120156578,112171000,7941000,3
255399988,99861000,8987000,4
142259407,136257000,6011000,4
309287800,178928000,9996000,4
304948357,175272000,11017000,4
220286641,90014000,13829000,4
131285900,125179000,6008000,4
224463302,87032000,18178000,4
332144996,207628000,13575000,4
144485016,134449000,9959000,4
336882166,202952000,15291000,4
307653385,175638000,13042000,4
302415692,171750000,11191000,4
221634206,93656000,8785000,4
305766519,180375000,8016000,4
231877782,101544000,12675000,4
222649829,89818000,14969000,4
218714707,85739000,14291000,4
223826265,95646000,10068000,4
227840743,98704000,11079000,4
308262448,177645000,10978000,4
253364175,123271000,12026000,4
373014182,236549000,17579000,4
224347939,96014000,10001000,4
317233042,185947000,11996000,4
311444939,177536000,14802000,4
224912753,95723000,10076000,4
132902583,123895000,8992000,4
237768014,220589000,17045000,4
210290635,88518000,11192000,4
249625840,122642000,8042000,4
217973449,85280000,14046000,4
223800433,92280000,13039000,4
223338394,220283000,3003000,4
218745624,213739000,4993000,4
414722421,277347000,18087000,4
217964069,81526000,18126000,4
216728514,81767000,15954000,4
307586158,173023000,16002000,4
225429333,93362000,12911000,4
232786974,97714000,15776000,4
215566162,211480000,4009000,4
216468479,87133000,10015000,4
122661047,115694000,6981000,4
227343250,94093000,13860000,4
301099390,171659000,11286000,4
211397993,204377000,7012000,4
160998625,149969000,10997000,4
219051597,95486000,12061000,4
219997200,86164000,15521000,4
222170141,98467000,5749000,4
259740411,127198000,14742000,4
211732383,82280000,11895000,4
144378521,136321000,7960000,4
246555443,123913000,10074000,4
292591931,167029000,6912000,4
304302585,171128000,14923000,4
140959975,128927000,11993000,4
265706484,134026000,12870000,4
225127240,93208000,12890000,4
304619239,181226000,6165000,4
517840566,382500000,14980000,4
201677138,71755000,12127000,4
370839508,238025000,14060000,4
144633378,133646000,10970000,4
218211396,87433000,13064000,4
212632799,81242000,12961000,4
158749552,147743000,10980000,4
214880288,93506000,10163000,4
219958268,90307000,11037000,4
299063522,167968000,12069000,4
217771411,83966000,15993000,4
223080576,97784000,6278000,4
135424880,131271000,4008000,4
309427304,177125000,12829000,4
305179027,177012000,9051000,4
212670318,207680000,4992000,4
154540097,141546000,12958000,4
133882092,124847000,8989000,4
304517249,174384000,11024000,4
226187669,96089000,12011000,4
255871705,94077000,8967000,5
306043610,171590000,16032000,5
232684477,89312000,25616000,5
303728471,177263000,8011000,5
313362061,181223000,12313000,5
220504839,92423000,10046000,5
193984060,181988000,11999000,5
305137341,173165000,14094000,5
227567944,102179000,6867000,5
223167793,92088000,11131000,5
222096997,88483000,14079000,5
310332563,172601000,18956000,5
188918513,179762000,8988000,5
253588429,111370000,23925000,5
220185873,89164000,13654000,5
220541538,86497000,15086000,5
237384564,101128000,17522000,5
220490327,88341000,13050000,5
287408780,277372000,9977000,5
266811044,261678000,4993000,5
222439052,93446000,10048000,5
268775029,257776000,10990000,5
221595291,91151000,12020000,5
178978581,170902000,7948000,5
218240207,91808000,10088000,5
309863998,176825000,14065000,5
252894287,121326000,12928000,5
288746106,155102000,15598000,5
226380484,94728000,13100000,5
257659592,249490000,8015000,5
276192320,268139000,8004000,5
306748089,175443000,11962000,5
259809642,128755000,11977000,5
219798676,92693000,8513000,5
235866242,94251000,22008000,5
220686002,90799000,11280000,5
218205878,89229000,10280000,5
169780037,163723000,6026000,5
303837448,174969000,10055000,5
224440588,95279000,10029000,5
224649410,88658000,18340000,5
221001734,89738000,13259000,5
224572240,92480000,13067000,5
224476636,92301000,13042000,5
343121007,208385000,15706000,5
267934771,257907000,9996000,5
172819335,163800000,8989000,5
230033573,96355000,15446000,5
257258985,123783000,14224000,5
197990322,180926000,16993000,5
224543532,90535000,16095000,5
421030248,289661000,12816000,5
194863302,182878000,11992000,5
293557726,165283000,9992000,5
273264635,262236000,11009000,5
259342092,127297000,12892000,5
222817969,91003000,12859000,5
278149973,261095000,17006000,5
327698746,183687000,25093000,5
256914457,122840000,14980000,5
307982011,179215000,8960000,5
428173477,407091000,21004000,5
253329237,123659000,11059000,5
225019182,94698000,12231000,5
296420832,281369000,15019000,5
304638858,175977000,11590000,5
310164921,181413000,10468000,5
305647074,171179000,15722000,5
307030808,177395000,10283000,5
223618100,90913000,13132000,5
207013490,76254000,12040000,5
230331734,97251000,14036000,5
222570221,93808000,11095000,5
190194917,183104000,7003000,5
305944161,175403000,11025000,5
298887823,169178000,9951000,5
300796356,172773000,9235000,5
207048290,75582000,13101000,5
215249672,81258000,15275000,5
222487311,102355000,8803000,5
335221833,326912000,7997000,6
260798924,254694000,5992000,6
91065743,84060000,7005000,6
387059655,367019000,20001000,6
391218027,379185000,12005000,6
343269940,334280000,9007000,6
294956942,284834000,9994000,6
298313108,135279000,12024000,6
282131056,220073000,62020000,6
161832646,158812000,3015000,6
332251518,317256000,14964000,6
190946584,177875000,13064000,6
166145677,155087000,11006000,6
109649250,102575000,7039000,6
267416708,263454000,3991000,6
386108259,378975000,6999000,6
99334354,85338000,13892000,6
337101761,320079000,17004000,6
350036022,338092000,12003000,6
83131349,80107000,3004000,6
388653472,364617000,24040000,6
132349209,122383000,10031000,6
79865581,76846000,3033000,6
567714715,552571000,14988000,6
176389475,167348000,9018000,6
338808024,332774000,5995000,6
409119275,273000000,17062000,6
563670138,540638000,22984000,6
567382779,548403000,18979000,6
570166373,553105000,17003000,6
86071917,81885000,3994000,6
409777620,387653000,21980000,6
346383954,201451000,25808000,6
501299993,490148000,10980000,6
78928160,73937000,4995000,6
224443771,210385000,14025000,6
218686331,88979000,11085000,6
548508947,534425000,13984000,6
106809440,97801000,8981000,6
423767263,397703000,26046000,6
96631728,88553000,8050000,6
90345268,82390000,7941000,6
425822118,396799000,28985000,6
99093944,87649000,11082000,6
77707441,73650000,3981000,6
565196484,548067000,17002000,6
98406169,94375000,3973000,6
322094516,308956000,12956000,6
316492983,307344000,9010000,6
464983013,442980000,21949000,6
92662813,87587000,5033000,6
412231723,371028000,41003000,6
341189367,332143000,9003000,6
98559948,90571000,7962000,6
274168143,267139000,7003000,6
111488656,103487000,7960000,6
258818275,247695000,11030000,6
389513503,267186000,4984000,6
567814798,546835000,20955000,6
389910344,364870000,24991000,6
163072475,158011000,5000000,6
142608179,137574000,4984000,6
186131708,161070000,25010000,6
333147026,326088000,7001000,6
322431468,305424000,16968000,6
273845835,259811000,13989000,6
460769623,308782000,32850000,6
83108073,81134000,2003000,6
263349368,255214000,7975000,6
420229037,397177000,23010000,6
90716052,84672000,6048000,6
176686081,164626000,12045000,6
261822421,252772000,9027000,6
87602644,85551000,2012000,6
88644004,85597000,3021000,6
219641087,89154000,12260000,6
299965725,282968000,16998000,6
87705174,85668000,2015000,6
265916893,259910000,6021000,6
164112156,153080000,11005000,6
361618159,217101000,144067000,7
149731055,147734000,1996000,7
295793791,158834000,136857000,7
359177493,220370000,138604000,7
154217371,994000,6911000,7
100364530,100297000,0,7
123112379,3123000,6246000,7
125823067,123655000,2010000,7
122166861,2070000,7248000,7
121560603,3683000,5429000,7
176805135,174781000,1997000,7
168065656,164062000,3977000,7
122673041,3093000,6184000,7
351539165,216587000,134743000,7
97077833,94066000,3002000,7
357896615,208846000,148890000,7
123855820,4621000,4621000,7
359760692,233784000,125884000,7
120117897,119027000,1000000,7
350947483,188829000,161853000,7
122493898,4265000,3199000,7
126797014,124788000,1996000,7
190543907,187548000,2992000,7
393085503,257044000,136023000,7
124660007,3003000,5740000,7
130444774,129441000,1003000,7
361106785,216915000,143944000,7
158774597,156783000,2010000,7
143920257,7935000,21508000,7
121766709,119822000,1997000,7
312135172,164052000,148047000,7
124276641,2078000,7274000,7
381201869,239936000,140962000,7
125197691,123095000,2001000,7
351277298,217160000,134099000,7
358957865,216198000,142471000,7
408587609,262520000,145734000,7
356926114,204845000,151885000,7
121081297,980000,8601000,7
127838231,2052000,7526000,7
100272759,100266000,0,7
370905423,234851000,135913000,7
325322439,186153000,139114000,7
97980318,96565000,995000,7
359315395,214422000,144610000,7
242610425,240620000,1996000,7
121853126,3347000,5578000,7
394018549,246423000,147252000,7
181972165,177972000,3999000,7
360406159,208067000,152049000,7
123363638,2101000,7196000,7
385985402,227288000,158503000,7
347133823,207070000,140047000,7
316515020,179184000,137140000,7
97693595,96705000,996000,7
102107793,95206000,6942000,7
128212447,126114000,2001000,7
361388361,211035000,150025000,7
389440974,238501000,150685000,7
120141145,1888000,6514000,7
119134008,118159000,1001000,7
348927552,203759000,144828000,7
418134871,274934000,142966000,7
362519795,219128000,143083000,7
135011560,132018000,3000000,7
93598732,91523000,2011000,7
362773641,222108000,140436000,7
163951895,161935000,1999000,7
321983344,180988000,140990000,7
176219948,174015000,2000000,7
300336317,155604000,144631000,7
363592353,217750000,145833000,7
123496038,1085000,7251000,7
137080122,133911000,2975000,7
178437623,175371000,2989000,7
367544600,210716000,156788000,7
99974426,99812000,0,7
324495196,179700000,144758000,7
359898540,205807000,153855000,7
353812775,199719000,153783000,7
250573247,232167000,18012000,8
203641094,197510000,6015000,8
226331807,216279000,10012000,8
290556141,236578000,53903000,8
155338299,144235000,11017000,8
173792722,164766000,8987000,8
484197004,413190000,71032000,8
184622259,177561000,7022000,8
620460671,490541000,129878000,8
157346388,144401000,12946000,8
191665604,181646000,9980000,8
151030752,138100000,12915000,8
435131143,373020000,62003000,8
161548802,154526000,7023000,8
185283560,173378000,11957000,8
153464690,138483000,14944000,8
521757125,465741000,55968000,8
129093547,117971000,10997000,8
413917225,363803000,50110000,8
294874053,204623000,90274000,8
181510552,167461000,13955000,8
263903912,254792000,9028000,8
188839972,176943000,11928000,8
296924994,229962000,66989000,8
135904149,126985000,8928000,8
221379381,206348000,15025000,8
437579131,378607000,58938000,8
426929244,370812000,56122000,8
466943962,397784000,69136000,8
195176174,183131000,12008000,8
433770038,385784000,47973000,8
159270799,138206000,21031000,8
152664359,141640000,10972000,8
168338844,157343000,10954000,8
211497360,196374000,15028000,8
344976572,328950000,15997000,8
155015107,140986000,13998000,8
207209977,189259000,17929000,8
167000820,156945000,9996000,8
222256557,209163000,13010000,8
159695036,147619000,12050000,8
198741958,187744000,10985000,8
266186107,170015000,96008000,8
546559858,479567000,66939000,8
193235553,186194000,7007000,8
230734495,221720000,8988000,8
173512241,163510000,9970000,8
190587208,175493000,14956000,8
146817979,137715000,8981000,8
178555977,167549000,10970000,8
164928921,155900000,8994000,8
165648069,149644000,15962000,8
257710904,246676000,10985000,8
202546925,187561000,14965000,8
164932830,153904000,10993000,8
152596694,145547000,7026000,8
157766606,143732000,13974000,8
618706667,610599000,7994000,8
199783024,187727000,11982000,8
578885962,516792000,61975000,8
190400973,183386000,6976000,8
164438334,152436000,11955000,8
440960461,380829000,60131000,8
160283967,148266000,12021000,8
430106958,368998000,60999000,8
496443713,450343000,46035000,8
134767828,124726000,9978000,8
327394708,312339000,15016000,8
191311665,179265000,12017000,8
445788865,382666000,63109000,8
185266589,177223000,8010000,8
148936214,140941000,7996000,8
443219721,389282000,53900000,8
443516100,364481000,78887000,8
362576663,353566000,8988000,8
495605558,423635000,71938000,8
540699581,455709000,84945000,8
228357425,220347000,7976000,8
425261730,356160000,69031000,8
151560045,136514000,15056000,8
55111464,53849000,979000,9
54223572,51246000,2956000,9
24767306,22782000,1981000,9
56772522,54796000,1992000,9
58627488,57651000,1011000,9
18766745,15784000,2959000,9
4865951,1935000,2903000,9
63454777,59433000,4029000,9
52812144,50829000,1993000,9
57222943,56283000,1005000,9
18922730,15910000,2983000,9
42161115,32086000,10027000,9
26702912,24702000,2058000,9
53798324,51748000,1990000,9
5721701,3816000,1908000,9
29107594,25065000,4010000,9
50671396,49612000,992000,9
55497182,53463000,1980000,9
21653733,17722000,3938000,9
154171786,1926000,6634000,9
21904527,19907000,1990000,9
25080077,19102000,6032000,9
61360742,57438000,3961000,9
6456818,3730000,2798000,9
20605331,16685000,3926000,9
17703748,15749000,1968000,9
4863342,2952000,1968000,9
57008639,55021000,2000000,9
58751562,54720000,4053000,9
55471449,53447000,2016000,9
56602420,53616000,2978000,9
29444453,26499000,2944000,9
28845980,22657000,6179000,9
59891181,57857000,2030000,9
139758796,15841000,6336000,9
53747783,52674000,1012000,9
29694307,28693000,1024000,9
5567335,4704000,940000,9
55944809,50952000,4995000,9
22733538,16800000,5929000,9
26863594,18927000,7969000,9
20364026,17520000,2920000,9
19121515,17074000,2008000,9
34259299,30109000,4014000,9
6689925,3838000,2879000,9
9136270,7309000,1827000,9
55440374,53459000,1979000,9
57347460,53214000,4016000,9
5702937,2865000,2865000,9
18892006,13912000,4968000,9
5607887,2807000,2807000,9
26326213,25352000,1014000,9
27242390,24217000,3027000,9
19370002,18371000,1020000,9
19147093,18168000,1009000,9
22727991,19615000,3097000,9
20191529,6054000,14126000,9
5434590,2178000,3268000,9
57373638,52392000,4942000,9
55005123,55004000,0,9
5084632,2057000,3086000,9
5488329,3299000,2199000,9
58311858,57318000,1005000,9
19386339,18367000,1020000,9
20600847,15690000,4903000,9
18435218,14546000,3879000,9
19050689,16087000,3016000,9
58087429,57068000,1001000,9
25883306,22044000,3833000,9
58810526,57809000,996000,9
58016926,52985000,4998000,9
7220584,5446000,1815000,9
68450047,58495000,9914000,9
4785293,2408000,2408000,9
55458991,52500000,2971000,9
20963061,17941000,2990000,9
12520598,5222000,7311000,9
5702642,953000,4769000,9
56632411,54608000,2022000,9
5393813,3256000,2171000,9
90579222,81364000,8930000,10
93833314,87833000,5988000,10
89313304,81327000,8032000,10
74799532,65845000,8978000,10
92306036,77235000,15045000,10
87353783,77285000,10037000,10
108348655,96412000,11927000,10
94547970,87349000,7028000,10
95608866,86607000,8959000,10
122865094,118888000,3962000,10
168418552,161412000,7017000,10
170745673,152655000,18077000,10
59875885,57819000,2028000,10
201049607,189991000,10999000,10
58289460,48242000,10050000,10
159644582,146574000,13051000,10
153097359,148993000,3999000,10
91815255,82722000,9079000,10
93008716,76933000,15986000,10
65507197,64470000,1007000,10
61170331,55159000,6017000,10
57661340,52686000,4970000,10
90204319,81093000,9010000,10
59649443,55676000,3976000,10
86805200,79725000,7064000,10
158201799,143173000,15018000,10
148916241,143909000,4996000,10
93343905,81421000,11915000,10
83264509,75346000,7931000,10
149392491,144439000,4980000,10
135444864,127444000,7965000,10
140161615,128248000,11930000,10
143260085,133252000,10018000,10
105276710,92210000,13029000,10
90970315,80898000,9987000,10
63964988,56940000,6992000,10
158777923,149728000,8983000,10
94390649,83317000,11042000,10
133751863,127782000,5943000,10
124594054,116595000,7972000,10
61601737,57634000,3974000,10
114427687,90322000,24085000,10
61135819,53089000,8013000,10
60207905,56149000,4010000,10
68256725,65212000,3009000,10
151418121,144345000,7016000,10
155018482,141929000,12993000,10
124191035,117055000,7003000,10
124146618,120049000,4001000,10
135609847,128597000,6978000,10
166913113,153820000,12984000,10
231480344,215483000,15961000,10
220124199,204086000,16006000,10
103336267,92292000,11034000,10
119727480,103732000,15958000,10
96411575,85468000,10932000,10
60083508,58048000,2001000,10
95098816,84042000,11005000,10
91564078,79454000,12069000,10
94877488,83004000,11857000,10
153035470,146002000,7000000,10
164346954,156294000,8015000,10
85921522,74860000,10979000,10
94355533,82317000,12046000,10
60021179,52988000,6998000,10
90241061,81186000,9020000,10
88411620,81434000,6951000,10
184867541,175755000,9038000,10
168387118,154330000,14030000,10
126977802,117809000,8985000,10
102189039,92169000,9910000,10
98503379,92487000,5966000,10
132373480,124414000,7962000,10
122563044,118510000,3983000,10
240706807,230675000,10029000,10
69450150,61495000,7934000,10
57205086,54174000,3009000,10
63745453,55753000,7964000,10
71201076,58170000,13038000,10
159174574,150137000,9008000,10
64867042,61696000,2937000,11
72062680,71071000,1001000,11
61644789,60600000,993000,11
90539950,88538000,2012000,11
65288627,64259000,1004000,11
478734341,475632000,2997000,11
105226652,103183000,2003000,11
360978767,358002000,3000000,11
60692202,58641000,2022000,11
101887436,100836000,998000,11
67144948,66134000,1002000,11
63188536,62236000,987000,11
72595179,72502000,0,11
60218717,58229000,2007000,11
71511409,69534000,1986000,11
65110817,63111000,2003000,11
63304391,61328000,1978000,11
78592959,77617000,995000,11
58141277,58043000,0,11
105059185,97029000,8002000,11
62344809,60342000,2011000,11
364240565,363156000,1000000,11
62968934,62028000,1000000,11
60640765,58659000,1988000,11
58837390,57910000,998000,11
68576865,66604000,1988000,11
403167910,402072000,1000000,11
60307100,59309000,1005000,11
64683853,61617000,2981000,11
60367057,59375000,1006000,11
71902492,70875000,998000,11
107229088,106286000,1002000,11
65649819,64662000,994000,11
62741473,60692000,1989000,11
62650375,62610000,0,11
87898409,83931000,3949000,11
67761084,63818000,3927000,11
94708367,93711000,996000,11
97689421,96658000,996000,11
395904531,393955000,2004000,11
87512622,86500000,994000,11
62737348,61734000,1012000,11
395415733,392413000,2995000,11
59055924,58106000,984000,11
60583833,58607000,1986000,11
116293640,114334000,1988000,11
67828995,66874000,1013000,11
380551200,376449000,3994000,11
42727481,38735000,3972000,11
163285461,151308000,11945000,11
738148948,735084000,2996000,11
60925507,57875000,2942000,11
63386483,62375000,1006000,11
370205683,367227000,2993000,11
95884543,94907000,999000,11
96572872,93608000,2987000,11
71669822,70493000,992000,11
75278027,72219000,3009000,11
370638271,369648000,1001000,11
75222000,73242000,1979000,11
62400737,60381000,2012000,11
376115105,375098000,1002000,11
82269218,81294000,1003000,11
61490274,60427000,1007000,11
61372951,60386000,1006000,11
62638214,61635000,994000,11
370084924,368105000,2000000,11
75744035,74750000,996000,11
59869883,58802000,996000,11
74223933,73259000,1003000,11
74772739,73787000,997000,11
79191591,76186000,3007000,11
78155854,76083000,2002000,11
74737838,73742000,1010000,11
146645984,144663000,2009000,11
65272505,63287000,2009000,11
375188403,374185000,1000000,11
66814851,61836000,4986000,11
63037260,62039000,1017000,11
371734624,368745000,2989000,11
137700214,134440000,3009000,12
181951498,171890000,10052000,12
132875072,127843000,5033000,12
46815319,42800000,3981000,12
257642433,247635000,9985000,12
52616637,47648000,4963000,12
272444460,250380000,22033000,12
126215044,123195000,3004000,12
133983480,129957000,3998000,12
52010073,45916000,5989000,12
130333317,122349000,7957000,12
52736793,47600000,5063000,12
129606051,126592000,3014000,12
130882804,126849000,3995000,12
53201311,40301000,12778000,12
144172736,127250000,16900000,12
218522708,212507000,5986000,12
226893891,221935000,4998000,12
110322468,107308000,3008000,12
144433205,131463000,12947000,12
127649454,125652000,1994000,12
124891278,123817000,998000,12
46318238,41270000,5032000,12
69093369,61955000,6994000,12
126492329,123531000,2988000,12
126610101,122599000,3986000,12
