nome,slopes
1071,0.020933695863286212
1082,0.019736874725548168
1084,0.020575291530342897
1091,0.020990740632829737
1131,0.020524174267462583
1132,0.0206211728910991
1140,0.02120437035641141
1158,0.022587809051733194
1190,0.0218617714756226
1192,0.020623051759910957
1195,0.02079141312972389
1197,0.02226530467324842
1619,0.020653119122315412
1621,0.020198220602632145
1628,0.02078086735699913
1632,0.02108716671507673
1634,0.02059514824785879
1635,0.019602611139880925
1636,0.02161749315087146
1639,0.022426345100815256
1640,0.020216076644502534
1642,0.019833383501015756
1643,0.019744836054605575
1666,0.020578372034807318
1667,0.020766811339020218
1668,0.02047485205488466
1669,0.020678214052222758
1671,0.020891287990118326
1672,0.02147757713974869
1674,0.020938102596364305
2166,0.02220384687883087
2185,0.02085406064855171
