file,cfgrind_time
1091584.exe,4825231421
1680187.exe,4732954101
1723554.exe,6551195536
1727828.exe,640827259
176146.exe,4948219281
1910626.exe,4793248988
1953417.exe,4790701975
2004438.exe,4853363095
202443.exe,4812932089
2046266.exe,4781064248
2084242.exe,4756895369
2337463.exe,4811296305
2534515.exe,12322082227
2970400.exe,17927132177
2992391.exe,4771944795
3079464.exe,4824963862
3229339.exe,6732436960
3370629.exe,4886894555
3372074.exe,4837668189
3375350.exe,21766091207
3385679.exe,12385818575
3422843.exe,18147843524
3424191.exe,4823210674
3428138.exe,4821906082
3523688.exe,4841817214
3529361.exe,4870850360
3661212.exe,4846572053
3663182.exe,4843870114
3883785.exe,6728639646
3994586.exe,4723559500
4184640.exe,11796431929
4212368.exe,9752302103
424396.exe,6810096245
4448337.exe,4898601248
4492853.exe,4811830548
4504170.exe,22588016185
4549023.exe,5316848279
4742667.exe,4821483186
4828917.exe,603343125
483031.exe,4797893425
5192715.exe,11137285453
526197.exe,4781469725
5388267.exe,4848342637
5391029.exe,13118030207
5402227.exe,6825744504
5610753.exe,4839030841
5748910.exe,4820961945
5947083.exe,4823413627
5949274.exe,7671680180
5953163.exe,5122443362
5955123.exe,4870548778
6043669.exe,6862094083
6062852.exe,4767683110
6083074.exe,4841764208
6085360.exe,4791856318
6099013.exe,4889025606
6110657.exe,4799349099
6113121.exe,22262289306
6114549.exe,17689515287
6134791.exe,4857314271
6170599.exe,4813836286
6237236.exe,10448966462
6306884.exe,8689469344
6422109.exe,20188677686
6426234.exe,4759231492
6801212.exe,28040884131
6866729.exe,678792352
6952877.exe,4837371263
7096116.exe,25937510568
7111492.exe,6808732550
7114591.exe,4810961560
722901.exe,7310587791
7350815.exe,6738143390
7356693.exe,4887098410
7512000.exe,21692238222
7779130.exe,21650240231
8247616.exe,4879903650
907797.exe,8563734508
911603.exe,4750477458
993680.exe,4899558614
