file,cfgrind_time
1141757.exe,3025723634
1194834.exe,4478074920
1334614.exe,3030441204
1369810.exe,3046446725
1376527.exe,2937679711
1394267.exe,973948823
1702636.exe,3070064758
1828655.exe,11574085487
1993016.exe,3187972648
200463.exe,11434180403
215691.exe,3952574994
2182933.exe,3009002611
2283561.exe,3045594222
2317321.exe,2981233780
2473888.exe,11444414857
2557813.exe,3197030253
2870679.exe,3076906442
2876767.exe,2983029596
2956436.exe,3047909741
2961485.exe,12526536386
315901.exe,2964811310
3310511.exe,3087070011
3448452.exe,3070258986
3533053.exe,11264796936
3576195.exe,2885289911
3581799.exe,11170404252
3642321.exe,3028194050
3707962.exe,2973934426
3753320.exe,3196456486
385823.exe,4331534936
4010334.exe,3226961142
402806.exe,2828386368
4110986.exe,11474845697
4292167.exe,11736893959
4327744.exe,28141991295
4340748.exe,2877730792
4455594.exe,3347706041
4555067.exe,3292476671
4625115.exe,11015131876
4646902.exe,3349505417
466493.exe,4155692342
4699989.exe,3008740141
4888119.exe,2956400257
4909871.exe,3944990570
4958343.exe,11176558668
5160992.exe,3511029782
5253674.exe,10935971938
5470489.exe,2920386478
5473977.exe,2999969595
5494547.exe,2942380216
5550352.exe,2944612413
576026.exe,3049193489
5961211.exe,3720812709
5975913.exe,3037260924
5976816.exe,11588922033
5978424.exe,11633546362
5979286.exe,3326831605
5979571.exe,3323421373
5980827.exe,11121695990
5981368.exe,3597986707
5987243.exe,2991222306
5990492.exe,11505078870
6040995.exe,11735932137
6236007.exe,3230295293
6322230.exe,11585414730
6463124.exe,3945100836
703894.exe,11605782350
7091608.exe,11536462847
7103208.exe,2999996905
7162730.exe,3072317496
7663493.exe,11044452892
766743.exe,11027850212
7856160.exe,8290059721
7891135.exe,11467292425
793821.exe,3142881712
798360.exe,12574923414
8028891.exe,2953706677
849073.exe,2928454758
856959.exe,3443006874
908301.exe,11305135161
