file,cfgrind_time
1056877.exe,9610896911
1110958.exe,3313873580
1313602.exe,3322867878
1333327.exe,3290694273
1383313.exe,8950287474
1524420.exe,8965163378
1576250.exe,8696333163
1899156.exe,3366331942
2080168.exe,9055473543
2083684.exe,8940177108
2098233.exe,3407715431
2126664.exe,3668392666
2134751.exe,3941874548
2162489.exe,3489770897
2190864.exe,9057626306
2237372.exe,8883033246
238280.exe,3314051418
2406283.exe,3436729451
2434772.exe,3437030449
2551095.exe,8825694311
2596867.exe,3401623354
2629074.exe,9150467606
2685390.exe,3391852336
2947180.exe,3388257466
2947894.exe,3270227477
2960949.exe,3423717605
3086125.exe,4973330420
3128348.exe,8874134160
3569069.exe,4748514972
378160.exe,8804911381
3974425.exe,3375102483
3982997.exe,3473138193
3993006.exe,8773402877
4053780.exe,3348109018
4313052.exe,3433894230
4619197.exe,8801556697
470433.exe,10675059164
4772895.exe,9036474521
5140609.exe,8723712528
5162419.exe,3533811107
5381024.exe,3332952696
5745274.exe,8925515165
5989896.exe,3348537525
602592.exe,8965376546
6059959.exe,3445714587
6196910.exe,3428052274
6268068.exe,8999929325
630946.exe,3348637526
637097.exe,9002234491
6379333.exe,3333046914
6437364.exe,3295868052
6581060.exe,3283548863
6629192.exe,9164336086
6669955.exe,3474181027
6788249.exe,3989562960
6808700.exe,3368958905
6846211.exe,3372655243
6850112.exe,3303244021
6941529.exe,8810937275
6978096.exe,3309294844
7110392.exe,3352709621
7147241.exe,3347714002
7171152.exe,3220572014
7246995.exe,3325926146
7277441.exe,3352215605
7371342.exe,8813258372
7393459.exe,3754992327
752441.exe,9199300027
7584430.exe,3460013469
7789629.exe,8886754879
7850041.exe,3420778631
7923020.exe,3414378629
8075161.exe,8940549231
8134220.exe,9635464500
8171167.exe,3929492691
8308406.exe,8692904912
8401816.exe,9079783717
863410.exe,7366613017
8651252.exe,8815128521
997739.exe,3402849836
