file,cfgrind_time
1097695.exe,7795911538
1316078.exe,4961983636
1375143.exe,8543640025
1403565.exe,4563812860
1511347.exe,7511700510
1663963.exe,4561235669
1765531.exe,4937741402
1863351.exe,4646333988
1908480.exe,14153177739
2377312.exe,9055614093
2470367.exe,7092056062
248468.exe,9128871298
248562.exe,7379321918
250468.exe,5017720842
2552614.exe,4529154186
2681777.exe,4602572634
2757092.exe,10068352256
2796766.exe,4584810396
2982528.exe,11148172491
3162850.exe,8131897945
3564636.exe,4532215406
3574537.exe,7639199784
3634806.exe,10604865903
3648026.exe,5003567097
3660670.exe,5425627457
367930.exe,5530262126
3770539.exe,10183799513
3801417.exe,7284847859
387622.exe,5463506908
3886650.exe,9094443564
3963524.exe,7567455428
4025112.exe,10073507010
4031241.exe,4770752399
4082343.exe,10990752745
4096689.exe,9155748229
4333897.exe,12710729851
4409555.exe,5375733114
4542735.exe,13238470247
4655984.exe,5603021578
4657742.exe,15137166095
4727569.exe,9136001341
4753684.exe,6935860469
477328.exe,5029266085
4847851.exe,4723177857
4886272.exe,15280761120
4947084.exe,4550294976
5188861.exe,4578188294
5299880.exe,11022666094
5510670.exe,10095225693
5568655.exe,4559549804
5735007.exe,13248544258
5752102.exe,10344907913
5897531.exe,4591425943
5901057.exe,4395879075
6074729.exe,12052116998
6121337.exe,4654546821
6190417.exe,4940218958
6386527.exe,4623852129
6466356.exe,4653808212
648321.exe,8932632588
657396.exe,4608192350
6595850.exe,8198700890
6596819.exe,5375120074
6632440.exe,7778273998
6708862.exe,4840267205
6714442.exe,4582929833
6754640.exe,17384834742
7044970.exe,9018382554
7100116.exe,11165402915
728955.exe,16773423025
771691.exe,12726520708
776425.exe,9934608606
776644.exe,9874606594
8106119.exe,11072411874
8377831.exe,4577009198
8485745.exe,7196228728
8601270.exe,7558763358
8645057.exe,4635627002
8668510.exe,6454302309
971881.exe,7726142816
