@relation problema-weka.filters.unsupervised.attribute.Remove-R3-5

@attribute pkg numeric
@attribute cores numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.04,1.01,95073249,92030000,3001000,3
0.98,0.95,90315718,85174000,5010000,3
2.42,2.34,226979697,174885000,51965000,3
1.14,1.1,103820098,95808000,7984000,3
1.07,1.03,96035289,91005000,5000000,3
3.21,3.11,285197756,229133000,56032000,3
1.09,1.05,97716966,92474000,4971000,3
3.2,3.1,284676685,229712000,54931000,3
0.93,0.89,84354482,77183000,7016000,3
2.44,2.35,226400245,160255000,66105000,3
1.99,1.9,223371194,73701000,10096000,4
2.72,2.63,223754315,128890000,10069000,4
2.03,1.95,185541544,86616000,13941000,4
1.15,1.11,112295219,102247000,10024000,4
1.08,1.05,105514991,98463000,6962000,4
2.17,2.08,194511735,95261000,14038000,4
1.11,1.07,108020065,99987000,7999000,4
1.23,1.18,123210916,112171000,11016000,4
2.6,2.52,228548849,134370000,8208000,4
2.77,2.66,262655490,167946000,9450000,4
2.01,1.94,171932808,73829000,10974000,4
1.87,1.8,162523942,155515000,6978000,4
1.88,1.82,165548701,71592000,8066000,4
1.96,1.88,170271756,72840000,11973000,4
2.26,2.18,205923734,109691000,11403000,4
1.89,1.83,170958072,72199000,13036000,4
2.68,2.59,224721266,133912000,4996000,4
2.17,2.08,197557005,102488000,10047000,4
2.31,2.23,215944606,118968000,12098000,4
1.92,1.85,171092316,78693000,7062000,4
2.17,2.08,221386308,81875000,9357000,5
2,1.93,172458357,76120000,12018000,5
1.96,1.9,169243112,71156000,13028000,5
1.46,1.4,140883656,134770000,5989000,5
2.7,2.6,232720224,133624000,14326000,5
3.28,3.16,283438125,181725000,17068000,5
1.95,1.88,171113785,72457000,14242000,5
2.9,2.8,250654324,155112000,10440000,5
1.91,1.84,167866598,74807000,7979000,5
1.56,1.5,155882037,150831000,5027000,5
1.58,1.51,156970733,147942000,8996000,5
2.84,2.74,271265387,259125000,12005000,5
1.91,1.84,164609781,72950000,6995000,5
2.01,1.94,174761131,75189000,16040000,5
2.64,2.55,228313115,138115000,5004000,5
1.57,1.51,155280867,146232000,9014000,5
1.8,1.74,153973286,61552000,7020000,5
1.97,1.91,171636771,76755000,10099000,5
2.07,1.99,181822754,85059000,12465000,5
1.93,1.86,169508664,74836000,8980000,5
2.37,2.27,226011778,85433000,10804000,6
0.98,0.95,78397687,72343000,6028000,6
3.14,3.02,296755665,284720000,11988000,6
2.56,2.49,200413748,196297000,4006000,6
0.87,0.84,70958793,65937000,4995000,6
3.87,3.72,374865126,358844000,15993000,6
5.03,4.85,447374006,433343000,13978000,6
3.55,3.41,349773162,325772000,23983000,6
2.43,2.36,185683995,181673000,3992000,6
3.91,3.79,320671593,223164000,12312000,6
1.4,1.36,115995640,111965000,3998000,6
2.52,2.46,196010780,188986000,6999000,6
3.08,2.99,242794017,237639000,5013000,6
1.4,1.36,134824753,125734000,9052000,6
3.42,3.3,313258540,296227000,17013000,6
1.2,1.15,102006947,95978000,5998000,6
1.23,1.18,104662169,96565000,7964000,6
3.83,3.69,360685242,346585000,14023000,6
3,2.91,245583272,237505000,8017000,6
0.92,0.91,76790734,69667000,6966000,6
1.03,1,83033157,81738000,1009000,7
4.14,3.96,339721225,176778000,162796000,7
3.65,3.48,302041013,154889000,146895000,7
4.88,4.71,426198893,205082000,221089000,7
2.85,2.74,243680765,111839000,131810000,7
3.96,3.78,336908077,170860000,165864000,7
1.45,1.42,116684271,115656000,1005000,7
3.66,3.5,313247259,158975000,153975000,7
4.04,3.87,337902030,169811000,167813000,7
1.05,1.02,83163964,82070000,1000000,7
4.15,3.98,343071101,183920000,158931000,7
3.23,3.11,275930593,142412000,133386000,7
2.23,2.17,180923522,179908000,999000,7
1.28,1.23,122136615,1998000,4569000,7
1.16,1.14,90360389,88312000,2007000,7
2.21,2.12,195659418,68165000,127308000,7
3.61,3.45,306394437,153111000,153111000,7
1.28,1.25,102513219,100459000,2009000,7
1.09,1.05,86173997,84120000,2002000,7
2.99,2.88,255426503,115181000,140220000,7
2.06,1.97,173582915,159169000,14014000,8
3.03,2.92,273075428,206036000,67012000,8
0.97,0.94,86117444,75052000,11007000,8
1.71,1.64,142207296,133048000,9003000,8
1.53,1.48,129762572,116747000,12971000,8
1.41,1.35,114645488,104487000,10046000,8
1.76,1.7,148270057,133220000,15024000,8
1.81,1.76,153369012,144307000,9019000,8
4.89,4.72,409158210,339994000,68998000,8
1.78,1.73,142943648,133864000,9058000,8
2.69,2.59,243569359,171683000,71867000,8
2.37,2.29,209153494,199118000,10005000,8
1.43,1.38,120804715,115783000,4990000,8
3.55,3.42,325734446,254770000,70935000,8
1.45,1.41,124448105,111497000,12941000,8
2.18,2.11,180933986,171993000,8947000,8
2.5,2.4,212478313,192396000,19937000,8
5.03,4.87,416977067,356947000,59991000,8
4.4,4.25,376520498,311571000,64910000,8
1.43,1.38,128056293,117028000,11002000,8
0.53,0.51,41372509,39123000,2006000,9
0.2,0.19,16795568,14810000,1974000,9
0.14,0.15,11425695,10386000,1038000,9
0.03,0.03,3156636,1053000,2106000,9
0.13,0.13,10039606,9019000,1002000,9
0.03,0.03,3756993,2490000,1245000,9
0.48,0.47,39170469,36157000,3013000,9
0.43,0.42,45727260,38701000,6946000,9
0.2,0.21,16616550,15532000,970000,9
0.04,0.04,3252505,2175000,1087000,9
0.23,0.23,18728960,16733000,1968000,9
0.18,0.18,14156705,12035000,2005000,9
0.15,0.14,11676584,9628000,1925000,9
0.04,0.04,3530055,3540000,0,9
0.23,0.22,17778646,15792000,1974000,9
0.21,0.2,16053091,12226000,3762000,9
0.52,0.5,41612419,38892000,2638000,9
0.16,0.16,12894687,10892000,1980000,9
0.15,0.16,12751972,8816000,3918000,9
0.15,0.14,11506388,11512000,0,9
0.53,0.52,43494129,40058000,3004000,10
1.15,1.12,90430147,85382000,5022000,10
0.53,0.53,44612209,40635000,3964000,10
1.3,1.27,107849212,99928000,7915000,10
0.92,0.88,80658506,67684000,12939000,10
0.68,0.66,60418159,55359000,5032000,10
0.74,0.71,64812050,58798000,5979000,10
0.8,0.77,70933144,59918000,10984000,10
1.36,1.31,113544060,101556000,11947000,10
1.32,1.27,114592884,99408000,15061000,10
1.15,1.12,92165780,87028000,5001000,10
1.13,1.1,90187736,87155000,3005000,10
0.82,0.79,72907701,62796000,9967000,10
0.79,0.75,71260398,58179000,13040000,10
1.37,1.33,117037426,106976000,9997000,10
1.4,1.36,118214589,109141000,9011000,10
1.57,1.52,133220591,119166000,14019000,10
0.52,0.5,43032405,36960000,5993000,10
1.15,1.12,91361763,88323000,3011000,10
0.82,0.78,74545788,64430000,10067000,10
0.67,0.66,55383268,55009000,0,11
0.61,0.59,51985725,50975000,999000,11
5.51,5.33,503926134,502909000,999000,11
0.74,0.72,62995681,61881000,998000,11
1.11,1.07,93366349,92364000,1003000,11
0.56,0.54,51054488,49948000,998000,11
0.71,0.68,61689371,61675000,0,11
0.03,0.03,3233397,3244000,0,11
0.64,0.63,54892467,53880000,997000,11
1.09,1.06,95460093,92413000,2981000,11
0.58,0.57,51704216,50585000,991000,11
0.95,0.93,84685232,82673000,1992000,11
3.78,3.62,336970150,186910000,149928000,11
0.61,0.59,53278551,50224000,2954000,11
0.82,0.79,69016385,68010000,1000000,11
0.65,0.64,56946983,55946000,999000,11
0.61,0.59,54599981,53518000,991000,11
0.72,0.69,64370431,63324000,1005000,11
3.79,3.69,288809772,287708000,998000,11
0.67,0.65,59929622,58948000,999000,11
0.43,0.42,34545832,30254000,3903000,12
0.47,0.46,37886290,31856000,5973000,12
0.64,0.62,56726087,50760000,5971000,12
1.22,1.18,93661252,88664000,4981000,12
1.17,1.14,89763461,88751000,997000,12
0.48,0.46,38570095,34621000,3956000,12
1.19,1.16,91836818,89805000,1995000,12
2.56,2.47,224146161,206103000,18009000,12
0.76,0.74,70658066,67654000,2984000,12
1.18,1.15,93797481,87792000,5985000,12
0.39,0.38,32227510,28301000,3903000,12
0.35,0.34,33778132,30789000,2979000,12
0.39,0.37,33687398,31704000,1981000,12
1.13,1.1,109112959,99984000,9089000,12
1.01,0.97,96395734,89409000,6954000,12
1.1,1.06,114178934,105143000,9012000,12
1.37,1.32,108744835,98668000,9966000,12
1.27,1.22,99208302,98195000,1001000,12
0.49,0.47,42703376,36687000,5949000,12
0.49,0.48,43461608,37384000,6062000,12
0.34,0.33,25754729,23399000,2034000,13
0.13,0.13,10086832,8282000,1840000,13
0.12,0.12,9954898,8958000,995000,13
0.24,0.23,28856048,25886000,2986000,13
0.11,0.11,11626460,10662000,969000,13
0.32,0.32,24994546,22985000,1998000,13
0.31,0.3,22878554,22874000,0,13
0.1,0.11,10694250,10685000,0,13
0.3,0.29,23766551,21768000,1978000,13
0.29,0.29,23269629,21245000,2023000,13
0.31,0.29,22553951,21438000,1020000,13
0.31,0.31,24782331,21788000,2971000,13
0.16,0.15,13136956,11082000,2015000,13
0.29,0.28,22282460,22186000,0,13
0.35,0.34,28028445,26979000,999000,13
0.32,0.31,24704852,23708000,987000,13
0.28,0.27,22670313,20701000,1971000,13
0.12,0.11,9982864,8884000,987000,13
0.29,0.29,23161702,22056000,1002000,13
0.29,0.29,22677221,21558000,979000,13
2.08,2.01,193918549,174550000,19060000,14
1.54,1.49,157235230,156237000,1001000,14
2,1.93,184981088,178958000,5998000,14
1.47,1.41,140457366,138401000,2005000,14
1.77,1.7,170364866,163340000,7014000,14
1.21,1.16,106522692,91419000,15069000,14
1.35,1.3,118777816,100796000,17963000,14
0.68,0.66,62147017,47090000,15028000,14
1.56,1.5,157110122,156006000,1000000,14
2.12,2.04,203662689,190521000,12967000,14
2.14,2.07,204565066,189510000,15040000,14
2.07,1.99,196323190,183218000,13015000,14
1.27,1.22,127865276,126851000,998000,14
0.52,0.51,46859828,40858000,5979000,14
1.96,1.88,187951881,171810000,15982000,14
1.37,1.32,134713451,126706000,7981000,14
1.29,1.24,113248840,99201000,14028000,14
2.06,1.98,194718347,187685000,6988000,14
2.19,2.11,205053876,191033000,14002000,14
1.92,1.86,179393652,176357000,3006000,14
0.64,0.62,52660308,49942000,1997000,15
0.63,0.6,52268587,50244000,2009000,15
1.61,1.57,126567338,126413000,0,15
0.57,0.55,47504856,45463000,2020000,15
0.58,0.56,48752963,45758000,2984000,15
1.61,1.57,127290310,124291000,2982000,15
1.68,1.63,129871535,129867000,0,15
0.56,0.54,48248781,46216000,2009000,15
2.22,2.16,183427464,178417000,4983000,15
0.55,0.53,48042867,47028000,1000000,15
0.58,0.56,48804243,47795000,995000,15
0.63,0.61,52681657,49680000,2980000,15
1.72,1.67,134760021,128740000,5987000,15
0.57,0.56,52823995,50822000,1993000,15
0.63,0.62,53256973,50225000,3013000,15
0.6,0.59,52181121,49148000,3009000,15
0.58,0.56,46792445,43779000,2984000,15
0.63,0.61,51815498,48787000,2987000,15
0.6,0.59,51406109,50289000,1005000,15
0.6,0.58,51049256,48030000,3001000,15
1.08,1.03,93745791,87529000,5967000,16
1.68,1.62,144382405,139354000,5012000,16
1.6,1.55,146925018,140899000,5995000,16
1.26,1.2,133427356,1160000,5174000,16
1.74,1.68,163280395,161097000,2001000,16
0.88,0.85,75098711,71062000,4003000,16
1.48,1.44,139482235,135485000,3984000,16
1.65,1.59,144355536,141333000,3007000,16
1.56,1.5,144757314,140759000,3993000,16
1.65,1.6,139501313,133498000,5977000,16
1.59,1.53,150895901,146792000,3994000,16
1.56,1.5,143367977,139333000,4009000,16
1.79,1.74,148563344,145576000,2991000,16
3.42,3.29,291349371,159173000,132144000,16
4.49,4.37,363801926,359774000,4008000,16
1.35,1.31,118990778,114973000,3999000,16
1.44,1.39,140917252,137866000,2997000,16
1.77,1.71,154740018,149724000,4990000,16
3.7,3.6,308103981,303981000,3999000,16
1.78,1.74,146396238,143374000,3007000,16
3.33,3.2,363595688,357296000,5988000,17
3.69,3.56,395606265,389503000,5992000,17
5.94,5.76,513309686,507193000,6002000,17
3.42,3.29,395713712,391577000,3995000,17
3.37,3.25,368421187,366401000,2002000,17
3.55,3.42,393265195,389249000,4002000,17
3.45,3.33,315568693,307521000,8013000,17
3.91,3.78,369810149,365787000,3997000,17
3.09,2.96,363914280,361799000,1998000,17
3.41,3.26,395784333,389775000,5996000,17
4.95,4.8,435803256,425788000,9995000,17
3.41,3.26,392423263,388309000,4003000,17
3.53,3.39,395973358,392949000,2999000,17
1.12,1.08,92799907,90733000,2016000,17
3.14,3.01,364683377,361633000,2996000,17
3.45,3.3,394519019,389443000,5005000,17
4.43,4.3,385233565,383214000,2001000,17
3.17,3.04,365641778,362405000,3003000,17
3.13,2.99,362462180,360449000,2002000,17
3.98,3.85,336426781,330396000,6007000,17
1.35,1.29,121148922,6185000,0,18
1.01,0.96,82189262,77150000,5009000,18
1.57,1.5,134789479,129725000,4989000,18
2.83,2.74,253112387,249147000,3986000,18
5.69,5.48,501952558,361942000,139977000,18
4.27,4.07,367399789,241230000,126120000,18
0.84,0.81,67633292,63628000,3976000,18
1.77,1.69,148003525,142967000,4998000,18
2.72,2.61,244894881,241735000,2996000,18
1.31,1.26,113970956,110014000,3964000,18
1.66,1.59,138611742,135582000,3012000,18
1.57,1.49,135250898,130238000,4970000,18
1.07,1.04,89723300,86706000,2989000,18
1.54,1.49,134081817,131958000,1999000,18
1.33,1.3,113498531,110460000,3012000,18
1.63,1.55,141632045,135620000,5983000,18
1.16,1.13,100478587,97349000,3010000,18
1.68,1.61,143599061,137590000,5982000,18
4.21,4.01,364183976,220091000,144059000,18
1.55,1.48,137565262,134518000,3011000,18
3.01,2.89,274425894,232011000,40826000,19
1.31,1.26,122909205,1068000,5342000,19
1.07,1.02,89642063,52770000,36839000,19
1.08,1.05,91410025,3353000,3019000,19
1.07,1.03,91631809,962000,5373000,19
3.66,3.53,305460192,232336000,73105000,19
3.76,3.63,326968617,263949000,62988000,19
1.07,1.04,91638631,6641000,0,19
1.07,1.03,89786585,56478000,33282000,19
1,0.96,94307711,57167000,37108000,19
1.1,1.06,91498751,3493000,2925000,19
1.34,1.28,112739800,78729000,33883000,19
1.08,1.04,91210170,820000,5648000,19
1.65,1.58,141331087,88198000,53119000,19
1.57,1.5,136183878,69083000,67081000,19
4.31,4.16,359116847,295051000,64011000,19
0.96,0.91,85817127,48882000,36911000,19
0.46,0.44,42491696,41393000,985000,19
1.03,0.99,89962716,62953000,26980000,19
1.08,1.05,91655903,1946000,4615000,19
0.23,0.22,46831946,42682000,3880000,20
0.15,0.16,13604023,13600000,0,20
0.32,0.3,30550426,27415000,3046000,20
0.02,0.02,1388894,1383000,0,20
0.32,0.32,25625872,24659000,986000,20
0.27,0.27,23523634,23493000,0,20
0.19,0.18,18690986,16659000,1959000,20
0.3,0.29,22743450,21716000,987000,20
0.3,0.3,25119325,24106000,1004000,20
0.01,0.01,1388368,1391000,0,20
0.37,0.36,29941412,27946000,1996000,20
0.35,0.33,29700246,27713000,1979000,20
0.37,0.36,30252696,29134000,1004000,20
0.38,0.37,30246233,27338000,2929000,20
0.22,0.21,18674155,12766000,5892000,20
0.29,0.27,23148789,20255000,2893000,20
0.38,0.36,30017996,27927000,1994000,20
0.2,0.2,15756160,12791000,2951000,20
0.37,0.36,30142113,28123000,2008000,20
0.29,0.27,34298368,33286000,1008000,20
0.04,0.04,3909594,2433000,1216000,21
0.14,0.14,13663756,6821000,6821000,21
1.55,1.5,137953287,136942000,999000,21
2.14,2.07,180636802,179523000,997000,21
0.05,0.05,4616302,3697000,924000,21
4.94,4.78,456202922,456188000,0,21
0.03,0.03,4307304,3217000,1072000,21
1.57,1.52,141885192,140779000,998000,21
0.15,0.15,13624478,9419000,4186000,21
2.7,2.62,226917148,225899000,999000,21
0.2,0.2,18466711,9226000,9226000,21
2.05,1.97,181290179,181277000,0,21
0.05,0.04,3902219,3905000,0,21
0.11,0.11,10092248,8061000,2015000,21
0.04,0.04,4739190,4754000,0,21
0.09,0.09,9618807,8560000,951000,21
0.05,0.05,4176589,3079000,1026000,21
1.66,1.62,152740279,151728000,998000,21
2.57,2.48,225146092,223947000,999000,21
0.25,0.25,24526280,20586000,3921000,21
0.14,0.13,11013620,9594000,1066000,22
0.28,0.27,22232985,20304000,1933000,22
0.15,0.14,11531867,8581000,2860000,22
0.3,0.3,24417595,23332000,1014000,22
0.31,0.29,23350701,21229000,2021000,22
0.14,0.13,10552220,8418000,2104000,22
0.52,0.5,50983608,47887000,2992000,22
0.13,0.12,10462245,7543000,2828000,22
0.29,0.29,23417809,22371000,1016000,22
0.1,0.09,14996219,11997000,2999000,22
0.37,0.35,38264021,35156000,3013000,22
0.29,0.28,23262819,21303000,1936000,22
0.13,0.13,10626951,8293000,2073000,22
0.12,0.12,10987235,8994000,1998000,22
0.28,0.27,23486554,20551000,2935000,22
0.11,0.12,9818697,8841000,982000,22
0.12,0.12,10290346,8224000,2056000,22
0.13,0.13,11075599,10064000,1006000,22
0.27,0.27,23920585,20884000,2983000,22
0.3,0.29,23460860,20523000,2931000,22
1.56,1.51,119734389,113330000,5964000,23
0.75,0.74,62498425,57457000,5040000,23
1.43,1.38,111473406,102470000,8953000,23
0.7,0.67,56953386,51936000,4993000,23
0.77,0.75,64235223,60209000,4013000,23
0.64,0.61,63451852,54513000,8920000,23
0.8,0.77,68953957,52869000,15960000,23
1.6,1.55,143612956,134612000,8974000,23
1.38,1.35,110456864,105416000,5019000,23
1.41,1.37,112863017,104848000,7988000,23
0.67,0.65,56286251,51214000,5020000,23
1.43,1.38,124355821,119323000,5013000,23
0.7,0.68,65060431,57036000,8005000,23
0.74,0.71,65273799,56209000,9033000,23
1.49,1.45,117949806,106932000,10993000,23
0.7,0.67,58723564,50736000,7958000,23
0.65,0.63,54949448,52922000,1997000,23
0.7,0.68,58912017,50899000,7984000,23
0.72,0.7,60293148,54340000,5928000,23
1.43,1.39,114885281,108827000,5990000,23
1.66,1.62,129456484,119814000,9061000,24
0.65,0.63,51644465,48643000,2978000,24
0.72,0.7,58219876,50072000,8011000,24
1.33,1.29,102902246,97882000,4994000,24
0.63,0.62,50413286,46354000,4030000,24
0.63,0.61,51071335,47932000,2995000,24
0.67,0.65,52709890,46713000,5963000,24
0.75,0.72,61757123,54650000,6955000,24
0.69,0.67,58779042,53762000,4978000,24
0.99,0.96,82880197,70878000,11979000,24
0.57,0.55,56324039,52290000,4022000,24
0.71,0.68,59376384,54329000,5030000,24
0.67,0.65,55001354,49976000,4997000,24
1.43,1.39,113638922,106625000,6975000,24
0.66,0.64,54868569,48009000,6858000,24
0.62,0.6,51397724,46330000,5035000,24
0.64,0.62,50844627,45831000,4981000,24
0.71,0.68,63166482,50110000,13028000,24
0.67,0.66,57450060,52390000,5037000,24
0.83,0.81,72614202,64631000,7954000,24
0.72,0.69,59325913,54980000,3998000,25
0.78,0.75,73329201,65266000,8032000,25
0.76,0.74,64367364,59385000,4948000,25
0.74,0.73,60629079,56626000,3973000,25
0.77,0.75,65240818,60196000,5016000,25
0.79,0.77,66168333,59183000,6904000,25
0.79,0.76,65103919,60024000,5002000,25
0.72,0.71,59674270,56659000,2982000,25
0.81,0.78,69664574,59686000,9947000,25
0.74,0.72,59953963,52935000,6991000,25
0.75,0.72,62844055,56831000,5982000,25
0.73,0.71,62497610,57407000,5035000,25
0.72,0.7,61619035,56627000,4967000,25
1.46,1.42,117165912,113021000,4000000,25
0.74,0.72,62066788,53929000,7989000,25
0.74,0.72,60851850,53843000,6979000,25
0.72,0.7,60838841,51838000,8972000,25
1.51,1.47,123513440,114487000,8959000,25
1.45,1.41,116859733,110836000,5991000,25
0.78,0.75,77539503,69472000,8054000,25
1.53,1.48,117948289,107562000,10052000,26
1.31,1.28,101911624,97884000,3995000,26
0.59,0.57,46312089,41359000,4923000,26
0.63,0.61,51077497,43036000,8006000,26
0.95,0.91,82565185,75481000,6952000,26
1.32,1.28,103173058,97091000,6005000,26
1.32,1.28,101885611,97770000,3990000,26
0.63,0.61,51825238,47748000,3979000,26
0.59,0.57,47267575,44131000,3008000,26
0.75,0.72,67490367,61512000,5952000,26
0.7,0.67,57604123,51620000,5956000,26
0.75,0.72,63291354,57341000,5931000,26
0.63,0.61,51826965,45821000,5976000,26
1.22,1.17,111479433,110425000,1003000,26
0.61,0.59,51269201,47207000,4017000,26
1.37,1.34,109568894,104488000,4975000,26
3.02,2.91,266016360,250983000,14999000,26
0.62,0.6,50568152,45444000,4939000,26
0.22,0.22,20915078,16735000,4183000,26
1.31,1.27,103008178,98953000,3998000,26
2.25,2.18,175381976,168977000,5999000,27
2.15,2.09,169108644,162079000,7003000,27
0.85,0.82,77087766,67049000,10007000,27
2.22,2.16,173275682,167244000,6008000,27
0.87,0.84,72645916,65669000,6964000,27
0.87,0.85,71684354,68673000,2985000,27
0.9,0.87,74719826,69710000,4979000,27
2.19,2.13,174270983,171128000,3002000,27
2.14,2.08,170254343,166220000,4005000,27
0.88,0.84,72372475,70239000,2006000,27
0.87,0.84,72564960,69515000,3022000,27
2.15,2.09,171423141,166415000,4982000,27
2.18,2.12,171107344,165973000,4999000,27
0.86,0.84,73624760,70609000,2983000,27
0.88,0.85,73196052,67065000,6005000,27
2.17,2.12,170879980,166744000,3993000,27
2.2,2.14,173202707,167134000,5969000,27
0.85,0.82,70965694,66840000,3990000,27
0.89,0.86,74507428,71470000,3019000,27
0.92,0.89,76703738,72575000,3976000,27
1.42,1.37,117493245,113711000,1994000,28
1.51,1.48,129818949,127793000,1996000,28
1.6,1.55,135003886,132982000,1999000,28
2.09,2.04,175588182,147638000,27931000,28
3.45,3.34,286772368,249764000,36965000,28
2.38,2.31,192805666,168608000,23944000,28
3.6,3.49,313735069,313731000,0,28
1.52,1.48,125938281,120919000,4996000,28
2.32,2.26,189105859,165984000,22997000,28
1.72,1.67,142580208,140443000,2006000,28
2.5,2.42,214332397,178449000,35889000,28
1.33,1.3,103781061,102771000,997000,28
1.35,1.32,102553594,99552000,2986000,28
1.66,1.6,143452339,114350000,29089000,28
1.82,1.76,154950666,119959000,34988000,28
1.35,1.3,121016375,91933000,28979000,28
1.36,1.32,104941797,103923000,999000,28
2.12,2.07,173569069,146628000,26931000,28
1.23,1.2,103096794,101075000,2001000,28
3.16,3.06,298382453,292276000,5985000,28
0.31,0.3,24761326,16615000,7819000,29
0.51,0.5,39793178,34692000,4956000,29
0.41,0.39,32860682,26827000,5961000,29
1.75,1.69,162914823,106909000,55952000,29
0.47,0.46,41530542,33418000,8101000,29
0.2,0.2,16652978,13424000,3098000,29
0.29,0.28,24907741,19875000,4968000,29
0.3,0.29,23890402,21848000,1986000,29
0.67,0.65,53308658,48254000,5026000,29
1.94,1.86,172374268,88173000,84165000,29
0.49,0.48,41010349,35926000,4989000,29
1.1,1.06,102050906,86932000,14988000,29
0.5,0.48,39618397,29695000,9898000,29
0.43,0.41,33988945,25898000,7968000,29
0.5,0.48,39797450,36709000,2976000,29
0.31,0.29,24622930,18687000,5901000,29
0.28,0.28,23338421,21285000,2027000,29
0.53,0.51,41598603,35634000,5939000,29
0.48,0.47,40246846,36242000,3918000,29
0.43,0.42,35001597,28891000,5977000,29
5.34,5.18,437228886,405802000,31061000,30
1.55,1.51,127108372,120073000,7004000,30
1.84,1.77,152384410,141341000,11026000,30
1.37,1.33,116955199,112933000,3997000,30
1.14,1.1,97570128,93462000,4019000,30
2.72,2.63,225187287,215153000,10007000,30
1.8,1.74,149796730,143851000,5952000,30
2.47,2.4,204998870,197861000,6995000,30
1.36,1.32,113586520,107587000,5977000,30
2.36,2.28,197145403,191996000,4999000,30
2.38,2.31,213870757,189823000,23977000,30
4.57,4.43,370389068,323219000,47031000,30
2.07,2,184463382,60249000,5592000,30
1.88,1.82,170288763,157257000,13021000,30
1.32,1.28,114806748,108790000,5988000,30
2.06,1.99,187124201,149031000,38008000,30
1.71,1.65,149063799,142980000,5999000,30
1.38,1.35,119673057,112562000,6972000,30
3.7,3.58,314212321,273948000,39992000,30
1.52,1.47,128184635,121148000,7008000,30
1.29,1.24,127094892,126836000,0,31
0.75,0.73,76504077,75474000,1006000,31
1.79,1.74,154732033,154713000,0,31
1.68,1.61,153329139,153252000,0,31
1.25,1.2,132201330,132191000,0,31
1.27,1.22,124234407,124204000,0,31
2.11,2.03,214456914,212406000,1994000,31
