file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1044060.exe ,  5.11,  4.96,  0.23,  0.00, 12.76,  423128008,  416717000,    6010000
1196025.exe ,  1.55,  1.50,  0.07,  0.00,  3.66,  127794988,  120782000,    6987000
1514231.exe ,  1.45,  1.41,  0.08,  0.00,  3.57,  120035182,  112761000,    6985000
1557029.exe ,  2.07,  2.02,  0.09,  0.00,  5.02,  163316753,  155325000,    7965000
1878308.exe ,  1.31,  1.27,  0.06,  0.00,  3.12,  107292886,  101225000,    6013000
2455153.exe ,  1.65,  1.61,  0.08,  0.00,  3.94,  136521890,  133462000,    2987000
2507278.exe ,  1.78,  1.73,  0.08,  0.00,  4.26,  146654700,  141619000,    5021000
3705374.exe ,  1.65,  1.60,  0.10,  0.00,  4.23,  148406559,  142289000,    6012000
4162488.exe ,  1.47,  1.43,  0.08,  0.00,  3.71,  122387586,  118368000,    3978000
4289964.exe ,  2.39,  2.31,  0.15,  0.00,  6.42,  219880084,  209823000,   10039000
4387633.exe ,  1.23,  1.18,  0.07,  0.00,  3.30,  114791514,  112756000,    2013000
5331185.exe ,  1.65,  1.60,  0.09,  0.00,  4.04,  139806147,  131672000,    7980000
5425747.exe ,  1.46,  1.42,  0.08,  0.00,  3.79,  132626507,  129616000,    2991000
5895782.exe ,  2.29,  2.23,  0.11,  0.00,  5.73,  187855850,  183827000,    3996000
5940700.exe ,  1.55,  1.50,  0.08,  0.00,  3.93,  131470434,  128425000,    3009000
685296.exe  ,  1.22,  1.18,  0.07,  0.00,  3.21,  112432971,  108434000,    3979000
7247866.exe ,  1.32,  1.28,  0.07,  0.00,  3.20,  109674323,  103666000,    5980000
7249876.exe ,  1.75,  1.68,  0.10,  0.00,  4.47,  149086375,  143039000,    6001000
7515958.exe ,  1.43,  1.38,  0.08,  0.00,  3.65,  121824943,  116749000,    4989000
965589.exe  ,  1.44,  1.39,  0.10,  0.00,  3.65,  129714620,  120707000,    8978000
