file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1151909.exe ,  2.18,  2.09,  0.16,  0.00,  5.94,  200933381,   74941000,    9114000,  213361375
1259704.exe ,  2.74,  2.67,  0.17,  0.00,  6.60,  224796937,  129255000,    9942000,  236956932
1420625.exe ,  2.16,  2.08,  0.16,  0.00,  5.41,  182550200,   80749000,   16149000,  194726665
2183639.exe ,  1.17,  1.13,  0.11,  0.00,  3.13,  111444470,  105423000,    5967000,  123761827
2359897.exe ,  1.08,  1.04,  0.10,  0.00,  2.99,  105178238,  100059000,    4953000,  117420188
3539137.exe ,  2.13,  2.06,  0.17,  0.00,  5.72,  193282010,   98601000,   10184000,  206305556
3837251.exe ,  1.07,  1.04,  0.10,  0.00,  3.07,  107690913,  100617000,    6973000,  122212168
4189894.exe ,  1.14,  1.10,  0.13,  0.00,  3.50,  129634838,  121658000,    7977000,  146240530
4889319.exe ,  2.68,  2.60,  0.17,  0.00,  6.80,  223861469,  132909000,    5995000,  236040103
4993403.exe ,  2.79,  2.68,  0.24,  0.00,  7.54,  264580267,  161465000,   18052000,  276714616
5007066.exe ,  1.94,  1.87,  0.14,  0.00,  5.09,  170752674,   72632000,   13114000,  183014534
5488402.exe ,  1.86,  1.79,  0.13,  0.00,  4.91,  162664075,  157546000,    4985000,  175079942
5630383.exe ,  1.83,  1.77,  0.13,  0.00,  4.92,  164578824,   65927000,   13185000,  176754213
5951191.exe ,  1.97,  1.91,  0.14,  0.00,  4.96,  169845910,   75158000,   10215000,  182062965
6029527.exe ,  2.27,  2.18,  0.19,  0.00,  6.00,  207731254,  110912000,   11250000,  219917953
664533.exe  ,  1.88,  1.81,  0.14,  0.00,  4.92,  174298268,   73202000,   16044000,  188070835
7134438.exe ,  2.66,  2.56,  0.17,  0.00,  6.83,  224212807,  130893000,    7993000,  236457210
7157072.exe ,  2.17,  2.09,  0.17,  0.00,  5.77,  198311676,  102743000,   10972000,  210530962
7554059.exe ,  2.35,  2.26,  0.18,  0.00,  6.31,  214266099,  114164000,   15021000,  226517471
8377242.exe ,  1.92,  1.86,  0.14,  0.00,  5.12,  171518131,   78698000,    7969000,  183732083
