file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1787832.exe ,  2.09,  2.01,  0.12,  0.00,  5.38,  194176945,  178808000,   15068000,  206877252
2048785.exe ,  1.53,  1.47,  0.08,  0.00,  4.05,  151062341,  149947000,     999000,  163227285
2110174.exe ,  1.92,  1.85,  0.10,  0.00,  5.02,  181237645,  173275000,    7966000,  193474931
3080883.exe ,  1.46,  1.41,  0.07,  0.00,  3.85,  140791218,  138792000,    1997000,  153046503
4900502.exe ,  1.72,  1.66,  0.10,  0.00,  4.66,  173577244,  166507000,    7021000,  188318756
4972182.exe ,  1.20,  1.16,  0.07,  0.00,  3.07,  104771770,   90748000,   13961000,  117057741
4998183.exe ,  1.38,  1.33,  0.08,  0.00,  3.47,  118364332,  103227000,   15033000,  130814877
4999544.exe ,  0.71,  0.69,  0.04,  0.00,  1.83,   62614683,   51480000,   11103000,   74834180
5226706.exe ,  1.56,  1.50,  0.08,  0.00,  4.18,  152686356,  152671000,          0,  164840456
5670639.exe ,  2.18,  2.10,  0.13,  0.00,  5.74,  204443516,  195393000,    9018000,  216715624
6013525.exe ,  2.15,  2.07,  0.13,  0.00,  5.83,  204401047,  193368000,   11021000,  218720095
6224408.exe ,  2.12,  2.04,  0.12,  0.00,  5.77,  196311712,  186211000,   10011000,  208561850
6258569.exe ,  1.28,  1.24,  0.07,  0.00,  3.44,  127018585,  126010000,    1000000,  139314573
6608004.exe ,  0.53,  0.51,  0.03,  0.00,  1.38,   46867039,   45831000,    1018000,   59027978
6644544.exe ,  2.02,  1.94,  0.11,  0.00,  5.26,  188677066,  174670000,   13973000,  200903413
6730647.exe ,  1.36,  1.31,  0.07,  0.00,  3.68,  134934436,  127906000,    6994000,  147310627
6933552.exe ,  1.30,  1.24,  0.08,  0.00,  3.32,  113433936,   97350000,   16057000,  125648023
7977536.exe ,  2.04,  1.97,  0.11,  0.00,  5.36,  193429260,  184385000,    9018000,  205599338
8465470.exe ,  2.12,  2.04,  0.13,  0.00,  5.84,  204932767,  194887000,    9994000,  217216975
8485009.exe ,  1.93,  1.87,  0.10,  0.00,  4.98,  178955160,  174930000,    3998000,  192308035
