@relation problema-weka.filters.unsupervised.attribute.Remove-R1-4

@attribute wall_clock numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
266,217,47,0
262,226,35,0
263,191,71,0
262,222,40,0
263,199,64,0
262,210,52,0
262,230,31,0
262,186,76,0
262,186,76,0
262,214,48,0
261,198,63,0
262,183,79,0
261,177,84,0
263,179,84,0
262,181,80,0
265,213,52,0
264,199,63,0
263,203,59,0
262,210,51,0
262,218,44,0
261,201,60,0
262,185,76,0
262,202,60,0
261,185,76,0
263,211,52,0
261,209,52,0
262,214,47,0
262,174,87,0
262,198,63,0
262,203,59,0
262,214,48,0
262,182,80,0
264,192,72,0
262,231,32,0
262,230,32,0
262,222,40,0
262,206,56,0
263,215,47,0
263,218,44,0
262,194,68,0
264,208,56,0
262,215,47,0
262,210,52,0
263,207,55,0
264,228,36,0
262,175,87,0
262,191,71,0
262,199,63,0
262,227,36,0
262,214,48,0
265,167,99,0
264,197,67,0
265,204,60,0
264,211,53,0
264,200,63,0
264,180,84,0
266,213,53,0
264,223,40,0
264,200,63,0
264,212,52,0
48,48,0,0
48,44,4,0
48,48,0,0
48,48,0,0
48,44,4,0
48,48,0,0
48,48,0,0
48,44,4,0
48,44,4,0
48,44,4,0
175,116,60,0
175,128,48,0
177,118,59,0
177,117,61,0
176,112,64,0
179,112,67,0
175,124,52,0
175,123,52,0
179,108,72,0
176,104,73,0
264,215,48,0
263,198,65,0
267,226,40,0
264,211,53,0
264,216,48,0
263,211,51,0
264,188,75,0
264,235,28,0
264,198,64,0
264,200,63,0
48,44,4,0
48,40,8,0
48,48,0,0
48,48,0,0
48,40,8,0
48,48,0,0
48,48,0,0
48,48,0,0
48,40,8,0
48,48,0,0
48,44,4,0
50,50,0,0
48,48,0,0
48,48,0,0
48,48,0,0
48,48,0,0
48,44,4,0
50,50,0,0
48,48,0,0
48,48,0,0
48,48,0,0
48,40,8,0
48,48,0,0
48,48,0,0
48,44,4,0
48,44,4,0
48,48,0,0
48,48,0,0
48,48,0,0
48,44,4,0
48,41,8,0
49,49,0,0
48,48,0,0
49,45,4,0
50,43,7,0
50,50,0,0
48,48,0,0
49,41,8,0
48,44,4,0
48,48,0,0
262,199,63,0
264,208,55,0
262,214,47,0
262,187,75,0
263,199,63,0
263,204,60,0
262,205,56,0
262,198,64,0
263,191,71,0
262,230,32,0
54,54,0,0
54,54,0,0
54,50,4,0
54,54,0,0
54,54,0,0
54,50,4,0
54,50,4,0
54,50,4,0
54,54,0,0
54,54,0,0
264,212,51,0
263,210,53,0
264,218,44,0
264,211,51,0
264,172,92,0
263,195,67,0
264,211,51,0
263,196,69,0
263,191,71,0
264,200,63,0
264,216,47,0
263,207,55,0
263,212,51,0
264,195,68,0
265,213,51,0
264,204,59,0
265,212,52,0
264,188,77,0
265,212,53,0
263,188,75,0
263,211,51,0
263,218,44,0
264,216,48,0
262,202,60,0
263,200,64,0
262,203,59,0
263,215,47,0
263,215,48,0
263,210,52,0
262,215,47,0
264,203,60,0
265,193,72,0
264,203,61,0
264,208,56,0
263,219,44,0
264,184,79,0
263,178,85,0
264,193,71,0
264,189,75,0
266,217,48,0
264,188,75,0
264,192,72,0
263,211,51,0
264,216,47,0
264,220,44,0
264,191,73,0
264,179,84,0
264,232,32,0
262,214,48,0
265,218,49,0
262,190,72,0
263,211,52,0
262,202,60,0
264,235,28,0
262,191,71,0
262,210,52,0
264,212,52,0
262,207,55,0
263,196,68,0
262,183,79,0
266,225,40,0
266,217,48,0
264,217,47,0
263,192,71,0
263,226,36,0
264,216,48,0
264,204,59,0
263,219,44,0
264,213,52,0
264,208,55,0
263,195,67,0
265,221,44,0
262,190,72,0
263,211,51,0
264,200,63,0
262,193,68,0
262,215,47,0
262,202,60,0
262,187,75,0
262,226,36,0
184,132,52,0
182,119,63,0
184,124,60,0
186,127,59,0
184,108,76,0
188,129,59,0
