@relation problema

@attribute pkg real
@attribute cpu real
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
3.112915,3.037964,0
3.098694,3.026917,0
3.129272,3.055237,0
3.137573,3.054565,0
0.615417,0.607178,0
0.616638,0.604797,0
0.624939,0.602783,0
0.614868,0.601257,0
0.61615,0.603943,0
0.612488,0.601318,0
0.615479,0.591614,0
0.613708,0.600403,0
0.606934,0.59491,0
0.609375,0.597351,0
0.614014,0.607544,0
0.616028,0.608582,0
0.637512,0.613647,0
0.612366,0.604553,0
0.622498,0.6026,0
0.62561,0.607056,0
0.612793,0.606812,0
0.61322,0.607544,0
0.620483,0.606018,0
0.610168,0.604492,0
0.62616,0.607849,0
0.610657,0.602478,0
0.62384,0.602234,0
0.612671,0.603882,0
0.610901,0.601135,0
0.625977,0.606079,0
0.608948,0.600464,0
0.625977,0.605164,0
0.621338,0.602112,0
0.611755,0.607727,0
0.623352,0.613098,0
0.624817,0.61731,0
0.621643,0.609314,0
0.620605,0.614807,0
0.63562,0.610657,0
0.631165,0.615967,0
0.620972,0.609314,0
0.627869,0.609314,0
0.622803,0.611877,0
0.621399,0.609436,0
3.121704,3.053589,0
3.143616,3.057373,0
3.10675,3.040405,0
3.102417,3.039001,0
3.124939,3.051086,0
3.124268,3.047974,0
3.109375,3.037842,0
3.081787,3.012573,0
3.099426,3.028992,0
3.101746,3.025024,0
0.688232,0.671326,0
0.693542,0.679138,0
0.692383,0.674133,0
0.686462,0.669006,0
0.687378,0.669861,0
0.691284,0.671997,0
0.69635,0.680603,0
0.686584,0.671509,0
0.685486,0.669312,0
0.68988,0.672363,0
3.138855,3.0672,0
3.132813,3.055359,0
3.108459,3.043213,0
3.135254,3.05481,0
3.118835,3.046509,0
3.107361,3.026367,0
3.107788,3.041199,0
3.115906,3.042908,0
3.106323,3.026062,0
3.101135,3.022705,0
3.118469,3.04248,0
3.109924,3.03717,0
3.09082,3.023682,0
3.119141,3.045349,0
3.092102,3.027893,0
3.122253,3.048767,0
3.109253,3.038452,0
3.109985,3.03833,0
3.114441,3.036804,0
3.103455,3.025085,0
3.108582,3.040771,0
3.108521,3.037231,0
3.120911,3.05188,0
3.105591,3.035767,0
3.112488,3.036987,0
3.110291,3.036987,0
3.111084,3.037231,0
3.115112,3.043274,0
3.134583,3.055664,0
3.112732,3.040161,0
3.130981,3.058594,0
3.128113,3.050964,0
3.106812,3.034668,0
3.085449,3.014832,0
3.095947,3.015503,0
3.103333,3.027283,0
3.102112,3.03656,0
3.124939,3.051025,0
3.131409,3.062988,0
3.148132,3.068115,0
3.132507,3.059326,0
3.132385,3.062134,0
3.117798,3.05127,0
3.165894,3.084717,0
3.146667,3.077454,0
3.141968,3.057434,0
3.117126,3.040222,0
3.114807,3.042847,0
3.089111,3.019775,0
3.166077,3.090149,0
3.0849,3.014038,0
3.102844,3.023682,0
3.097168,3.023254,0
3.114441,3.044556,0
3.121216,3.042419,0
3.114746,3.04303,0
3.142883,3.070129,0
3.110168,3.029236,0
3.105591,3.03009,0
3.097839,3.029175,0
3.169556,3.089294,0
3.153748,3.081726,0
3.144409,3.078369,0
3.109863,3.044434,0
3.136353,3.058594,0
3.122742,3.050415,0
3.130005,3.046692,0
3.106689,3.031799,0
3.113586,3.045471,0
3.10791,3.025085,0
3.120056,3.047241,0
3.130493,3.056458,0
3.113586,3.032593,0
3.128906,3.054626,0
3.122925,3.057861,0
3.103455,3.027771,0
3.111145,3.031433,0
3.081543,3.010681,0
3.110291,3.041565,0
3.113403,3.036804,0
2.023865,1.975525,0
2.012695,1.964905,0
2.024292,1.972595,0
2.056274,2.009888,0
2.033142,1.983032,0
2.082642,2.039429,0
2.013,1.971375,0
2.069519,2.009949,0
2.067261,2.015442,0
1.999023,1.940918,0
3.150879,3.083252,0
3.115051,3.037109,0
3.174805,3.095825,0
3.139709,3.062805,0
3.121399,3.051941,0
3.136902,3.063293,0
3.164673,3.101624,0
3.161804,3.086182,0
3.14917,3.08374,0
3.148682,3.077026,0
3.148743,3.082581,0
3.155396,3.07605,0
3.225403,3.147644,0
3.1474,3.074768,0
3.115295,3.03949,0
3.130554,3.057007,0
3.120422,3.042358,0
3.135132,3.059082,0
3.121704,3.055115,0
3.137695,3.069092,0
1.994019,1.952271,0
1.967529,1.91217,0
1.974182,1.925415,0
2.029602,1.970947,0
1.989075,1.94342,0
2.006042,1.953491,0
1.972046,1.917114,0
1.995605,1.941528,0
1.974854,1.923767,0
1.978271,1.933167,0
3.138306,3.069458,0
3.107056,3.042847,0
3.139771,3.074829,0
3.149841,3.073914,0
3.158691,3.082336,0
3.153198,3.080688,0
3.106812,3.045044,0
3.115601,3.050171,0
3.107361,3.039734,0
3.113403,3.04425,0
3.110596,3.035278,0
3.134155,3.059265,0
3.11145,3.02832,0
3.085327,3.015686,0
3.100037,3.021179,0
3.112122,3.042908,0
3.140747,3.062134,0
3.140442,3.068909,0
3.122314,3.048218,0
3.115356,3.039063,0
3.117493,3.04126,0
3.096863,3.019775,0
3.105347,3.030334,0
3.105408,3.030518,0
3.104248,3.024658,0
3.096191,3.021301,0
3.113525,3.034668,0
3.106628,3.030823,0
3.119934,3.048584,0
3.127747,3.052063,0
3.100281,3.032593,0
3.099609,3.017212,0
3.09729,3.021057,0
3.078918,3.005188,0
3.122925,3.047485,0
3.101807,3.026001,0
3.113403,3.038574,0
3.082031,3.009888,0
3.074097,3.004333,0
3.103333,3.032715,0
0.627686,0.612549,0
0.629028,0.610901,0
0.628296,0.611267,0
0.62561,0.607544,0
0.617249,0.612854,0
0.611816,0.606995,0
0.627075,0.609314,0
0.625,0.608521,0
0.626099,0.60968,0
0.624023,0.608887,0
3.128967,3.057373,0
3.145447,3.072571,0
3.158875,3.083679,0
3.142151,3.073914,0
3.114563,3.044617,0
3.12561,3.050476,0
3.116394,3.047729,0
3.140625,3.067749,0
3.133606,3.051514,0
3.127136,3.053894,0
0.631836,0.616089,0
0.628479,0.614746,0
0.625793,0.609985,0
0.61554,0.61084,0
0.637024,0.612976,0
0.613098,0.607605,0
0.63385,0.610352,0
0.607422,0.601746,0
0.630127,0.606934,0
0.610107,0.605286,0
3.135071,3.068726,0
3.161865,3.09137,0
3.167236,3.094116,0
3.129639,3.052185,0
3.128235,3.052795,0
3.154724,3.077393,0
3.111511,3.038269,0
3.113159,3.035645,0
3.162415,3.085144,0
3.111755,3.035034,0
3.093506,3.015808,0
3.03363,2.960693,0
3.120789,3.043518,0
3.116333,3.045471,0
3.127869,3.050842,0
3.120972,3.047791,0
3.099304,3.020203,0
3.09613,3.023438,0
3.129944,3.048828,0
3.127686,3.055359,0
0.622864,0.605713,0
0.623596,0.609863,0
0.624084,0.612549,0
0.621277,0.605469,0
0.622681,0.613037,0
0.63623,0.612976,0
0.630127,0.61377,0
0.621765,0.608215,0
0.625854,0.612549,0
0.618591,0.611023,0
3.131409,3.057983,0
3.122375,3.053162,0
3.139832,3.065552,0
3.116882,3.044861,0
3.121033,3.047913,0
3.126404,3.045044,0
3.11853,3.049316,0
3.092529,3.015869,0
3.120605,3.043945,0
3.085999,3.021484,0
3.102661,3.036438,0
3.123474,3.043823,0
3.11908,3.050049,0
3.131775,3.062927,0
3.135132,3.053467,0
3.129028,3.057556,0
3.11792,3.042297,0
3.139587,3.065491,0
3.137817,3.062805,0
3.167847,3.089966,0
0.631165,0.621521,0
0.630981,0.614319,0
0.625916,0.612061,0
0.625122,0.608459,0
0.628113,0.614075,0
0.628357,0.611084,0
0.624939,0.610229,0
0.623901,0.608826,0
0.628235,0.612244,0
0.633301,0.619507,0
3.140747,3.064209,0
3.152649,3.085022,0
3.126648,3.060547,0
3.117249,3.043396,0
3.10907,3.03656,0
3.112183,3.035889,0
3.100281,3.03479,0
3.107117,3.031433,0
3.140381,3.067627,0
3.119934,3.042175,0
3.115356,3.050842,0
3.129517,3.051025,0
3.094421,3.015747,0
3.09375,3.028015,0
3.11615,3.036377,0
3.123901,3.046936,0
3.132813,3.061218,0
3.118286,3.042419,0
3.073486,3.004028,0
2.989014,2.909058,0
0.635437,0.613281,0
0.620605,0.604431,0
0.615845,0.599854,0
0.624939,0.608765,0
0.622375,0.605835,0
0.625488,0.610413,0
0.622192,0.609619,0
0.625793,0.608704,0
0.624329,0.606812,0
0.612061,0.608704,0
0.625977,0.611877,0
0.623352,0.607117,0
0.604614,0.59845,0
0.613953,0.610596,0
0.615051,0.609863,0
0.61676,0.612732,0
0.621643,0.606384,0
0.611511,0.605835,0
0.611816,0.607483,0
0.625427,0.612183,0
3.120117,3.04071,0
3.128601,3.052002,0
3.08136,3.013733,0
3.126831,3.051758,0
3.112427,3.047668,0
3.124878,3.055725,0
3.163513,3.082642,0
3.119812,3.047913,0
3.112,3.040161,0
3.113953,3.039063,0
3.147095,3.077271,0
3.098572,3.018188,0
3.098145,3.031677,0
3.091248,3.024414,0
3.110413,3.032471,0
3.112305,3.042542,0
3.111572,3.032776,0
3.107117,3.036499,0
3.135193,3.06488,0
3.139038,3.061646,0
3.107239,3.030762,0
3.112488,3.036804,0
3.104065,3.028687,0
3.106506,3.036987,0
3.134033,3.054871,0
3.111633,3.044556,0
3.112,3.043579,0
3.121826,3.042114,0
3.119385,3.054199,0
3.105225,3.040039,0
3.116516,3.042419,0
3.084351,3.011841,0
3.08728,3.012939,0
3.138184,3.059082,0
3.10376,3.027283,0
3.108215,3.040588,0
3.122437,3.052002,0
3.12146,3.052185,0
3.153015,3.07843,0
3.099243,3.030457,0
3.117493,3.038086,0
3.091736,3.023193,0
3.119812,3.05249,0
3.100159,3.025574,0
3.117432,3.043091,0
3.125305,3.045715,0
3.119995,3.051086,0
3.149292,3.07373,0
3.123169,3.042786,0
3.13324,3.061829,0
3.0849,3.011902,0
3.127197,3.047852,0
3.103455,3.028809,0
3.092529,3.02124,0
3.10376,3.023987,0
3.103821,3.027771,0
3.103516,3.037842,0
3.117981,3.048096,0
3.112732,3.037781,0
3.111206,3.037903,0
0.628357,0.618103,0
0.641235,0.620361,0
0.624268,0.610107,0
0.630066,0.616272,0
0.643799,0.622864,0
0.624207,0.61084,0
0.629822,0.616394,0
0.624146,0.607788,0
0.630249,0.617493,0
0.627075,0.612976,0
3.160339,3.08429,0
3.156494,3.082703,0
3.149109,3.072388,0
3.170715,3.090149,0
3.141785,3.071167,0
3.161804,3.083069,0
3.125671,3.049377,0
3.151978,3.07251,0
3.144592,3.072388,0
3.138245,3.063782,0
0.631897,0.61676,0
0.615295,0.609253,0
0.613708,0.610168,0
0.618958,0.615051,0
0.617676,0.613831,0
0.631775,0.614624,0
0.628479,0.611755,0
0.629333,0.614563,0
0.626343,0.610535,0
0.631287,0.615845,0
1.815735,1.77887,0
1.823364,1.783997,0
1.830566,1.795532,0
1.828857,1.798401,0
1.833374,1.791443,0
1.840332,1.80072,0
1.836243,1.794739,0
1.8172,1.785339,0
1.814026,1.776062,0
1.825867,1.783813,0
3.117737,3.044495,0
3.114014,3.043823,0
3.101624,3.0224,0
3.119324,3.044006,0
3.096191,3.018738,0
3.119202,3.046997,0
3.124756,3.045959,0
3.132629,3.069031,0
3.134216,3.070129,0
3.138184,3.065857,0
3.147217,3.069397,0
3.133362,3.063599,0
3.154541,3.083008,0
3.138123,3.071106,0
3.173584,3.089783,0
3.158081,3.079468,0
3.145813,3.070984,0
3.152588,3.075806,0
3.160889,3.092773,0
3.147461,3.067444,0
1.81842,1.784973,0
1.837524,1.793884,0
1.860474,1.817322,0
1.815308,1.780029,0
1.82196,1.782776,0
1.843506,1.796509,0
1.835815,1.801636,0
1.828918,1.786011,0
1.836548,1.797607,0
1.834106,1.795837,0
0.63092,0.617676,0
0.62323,0.60614,0
0.631042,0.616638,0
0.62384,0.609375,0
0.627136,0.610168,0
0.626953,0.608032,0
0.61969,0.601929,0
0.609802,0.602417,0
0.611511,0.605347,0
0.620056,0.615356,0
0.626587,0.614563,0
0.624451,0.608398,0
0.63031,0.613647,0
0.623657,0.607849,0
0.627319,0.610474,0
0.613098,0.607178,0
0.615845,0.611267,0
0.623657,0.606018,0
0.626465,0.608704,0
0.631653,0.615784,0
3.127441,3.051086,0
3.122437,3.055969,0
3.135986,3.065552,0
3.249512,3.16803,0
3.131287,3.060669,0
3.127991,3.048218,0
3.114746,3.04657,0
3.128357,3.065186,0
3.127502,3.058228,0
3.123047,3.049988,0
3.136841,3.063538,0
3.142212,3.061523,0
3.160645,3.085571,0
3.14386,3.073486,0
3.185547,3.111206,0
3.134583,3.059204,0
3.137329,3.065247,0
3.162476,3.082825,0
3.138794,3.065613,0
3.123108,3.055298,0
3.128357,3.057861,0
3.099365,3.026611,0
3.112854,3.046875,0
3.113831,3.042725,0
3.092529,3.017029,0
3.081116,3.011475,0
3.184875,3.110596,0
3.133423,3.048279,0
3.115173,3.041565,0
3.112427,3.036743,0
0.651245,0.641663,0
0.653259,0.640381,0
0.668579,0.645203,0
0.650513,0.637451,0
0.656677,0.644714,0
0.655518,0.644714,0
0.66333,0.645508,0
0.654724,0.642212,0
0.644531,0.640747,0
0.667297,0.642395,0
0.627502,0.612976,0
0.625977,0.612244,0
0.617676,0.616028,0
0.626343,0.618835,0
0.625122,0.610046,0
0.626953,0.611938,0
0.63031,0.615234,0
0.630737,0.617065,0
0.619995,0.617188,0
0.625,0.62085,0
0.643494,0.62854,0
0.639404,0.62677,0
0.641479,0.621216,0
0.639221,0.621582,0
0.639709,0.623108,0
0.634094,0.625427,0
0.639832,0.621033,0
0.640137,0.625732,0
0.646973,0.628967,0
0.635071,0.62262,0
3.135132,3.065002,0
3.136536,3.064636,0
3.094788,3.015442,0
3.095215,3.021606,0
3.092896,3.027405,0
3.142883,3.078003,0
3.13501,3.061707,0
3.109802,3.041687,0
3.115967,3.041748,0
3.124451,3.049561,0
1.968384,1.917053,0
1.9552,1.897156,0
1.981567,1.93689,0
1.960083,1.906128,0
1.94635,1.894958,0
1.957642,1.901733,0
1.98938,1.936951,0
1.967773,1.924561,0
1.95166,1.896606,0
1.935364,1.888611,0
3.142639,3.064392,0
3.121948,3.050842,0
3.140076,3.060425,0
3.118164,3.051025,0
3.093628,3.027771,0
3.127319,3.054749,0
3.111572,3.042053,0
3.132141,3.050293,0
3.129517,3.060913,0
3.159363,3.075806,0
3.169312,3.086365,0
3.117615,3.044617,0
3.362915,3.282715,0
3.13269,3.054504,0
3.124939,3.053467,0
3.120667,3.055054,0
3.166321,3.087341,0
3.129272,3.058777,0
3.125366,3.057434,0
3.140381,3.07196,0
3.154785,3.079895,0
3.148499,3.071716,0
3.162903,3.083435,0
3.17041,3.09613,0
3.145447,3.072449,0
3.1651,3.09137,0
3.163818,3.086914,0
3.19104,3.109253,0
3.154663,3.089294,0
3.139709,3.066162,0
3.192749,3.118652,0
3.187317,3.110901,0
3.172546,3.096436,0
3.165649,3.086731,0
3.177307,3.100708,0
3.189514,3.113342,0
3.143433,3.066895,0
3.16095,3.083923,0
3.145569,3.070801,0
3.151184,3.083618,0
3.145203,3.071899,0
3.14093,3.076843,0
3.158142,3.092773,0
3.138794,3.073914,0
3.139648,3.063171,0
3.12561,3.044983,0
3.139893,3.066956,0
3.131897,3.052307,0
3.143738,3.068237,0
3.128784,3.059143,0
3.132568,3.059204,0
3.182678,3.103394,0
3.133179,3.064575,0
3.170715,3.088318,0
3.13269,3.056213,0
3.119385,3.052979,0
3.132935,3.066345,0
3.156616,3.079163,0
3.126221,3.044617,0
3.163574,3.087463,0
3.122009,3.045166,0
3.119385,3.048828,0
3.147156,3.070679,0
3.141785,3.059387,0
3.12616,3.061523,0
3.122375,3.058289,0
3.156738,3.077759,0
3.135681,3.06604,0
3.152954,3.079346,0
3.176025,3.102966,0
0.628845,0.613586,0
0.628906,0.61145,0
0.62616,0.615601,0
0.625427,0.611694,0
0.627747,0.613647,0
0.619202,0.614319,0
0.618896,0.616028,0
0.619202,0.615479,0
0.625488,0.620422,0
0.620667,0.616028,0
3.161499,3.090149,0
3.161133,3.08374,0
3.152466,3.080261,0
3.163147,3.084106,0
3.130859,3.057556,0
3.140503,3.063782,0
3.14917,3.081604,0
3.153137,3.081421,0
3.159058,3.085571,0
3.162415,3.088196,0
3.163147,3.08429,0
3.134216,3.062317,0
3.131592,3.053223,0
3.168396,3.092102,0
3.150208,3.07074,0
3.130493,3.06134,0
3.150452,3.078003,0
3.145264,3.063049,0
3.124573,3.045654,0
3.119324,3.050476,0
0.652954,0.633972,0
0.639893,0.629272,0
0.654175,0.632507,0
0.650879,0.636047,0
0.647095,0.632385,0
0.640747,0.630371,0
0.640808,0.63031,0
0.637146,0.628357,0
0.638733,0.633606,0
0.635376,0.624756,0
3.169739,3.093933,0
3.13739,3.056824,0
3.130737,3.056152,0
3.114075,3.045654,0
3.124634,3.050781,0
3.123108,3.050354,0
3.128174,3.058167,0
3.144043,3.067078,0
3.136414,3.060547,0
3.14502,3.068359,0
3.145752,3.068848,0
3.158447,3.088806,0
3.141968,3.062256,0
3.123657,3.05188,0
3.13092,3.058899,0
3.113281,3.040588,0
3.108887,3.040771,0
3.132935,3.052979,0
3.147705,3.071167,0
3.117554,3.041626,0
15.514465,15.085632,1
15.494812,15.074646,1
15.71637,15.296814,1
15.560852,15.133728,1
15.448242,15.021606,1
15.549805,15.125,1
15.490112,15.062073,1
15.390137,14.967896,1
15.363403,14.944092,1
15.42804,15.003357,1
2.820679,2.739624,1
2.809814,2.733276,1
2.806091,2.725342,1
2.79187,2.709717,1
2.779175,2.706421,1
2.789001,2.716064,1
2.811218,2.727356,1
2.805969,2.732849,1
2.789124,2.713257,1
2.803345,2.730896,1
2.444946,2.378418,1
2.449158,2.379639,1
2.434753,2.371887,1
2.433838,2.377808,1
2.419922,2.353638,1
2.414246,2.35498,1
2.433472,2.365417,1
2.433411,2.364746,1
2.362122,2.297974,1
2.433655,2.366516,1
1.544678,1.50647,1
1.506531,1.466797,1
1.543274,1.503235,1
1.538452,1.498596,1
1.551941,1.501587,1
1.543091,1.50061,1
1.531555,1.493774,1
1.536987,1.494263,1
1.52771,1.485962,1
1.528931,1.489807,1
3.87561,3.7771,1
3.869202,3.759888,1
3.874023,3.774658,1
3.875488,3.774048,1
3.900208,3.794556,1
3.891907,3.791443,1
3.903015,3.803406,1
3.912781,3.803467,1
3.925354,3.82251,1
3.91626,3.815918,1
8.059937,7.846191,1
8.07428,7.8703,1
8.041687,7.828796,1
7.954346,7.743469,1
8.027832,7.812439,1
8.063843,7.857666,1
8.034607,7.822083,1
8.06311,7.856384,1
7.996216,7.791687,1
7.956604,7.745544,1
7.517517,7.289185,1
7.542297,7.311462,1
7.528442,7.305237,1
7.565552,7.338867,1
7.554199,7.327087,1
7.568604,7.340027,1
7.601685,7.372925,1
7.606812,7.378052,1
7.54248,7.314575,1
7.543762,7.310303,1
2.311401,2.248474,1
2.299622,2.231934,1
2.305603,2.240662,1
2.29303,2.224792,1
2.294678,2.226746,1
2.296265,2.230835,1
2.298523,2.234741,1
2.299133,2.232849,1
2.305969,2.239136,1
2.290039,2.225586,1
21.182495,20.55719,1
21.128174,20.502869,1
21.244324,20.624451,1
21.125,20.499817,1
21.393921,20.763428,1
21.242004,20.619995,1
21.577393,20.951904,1
21.43927,20.818054,1
21.234192,20.607849,1
21.213074,20.580811,1
8.095825,7.876953,1
8.020996,7.80188,1
8.153076,7.94043,1
8.073303,7.850891,1
8.070496,7.849792,1
8.093445,7.881775,1
8.062927,7.847656,1
8.073364,7.861633,1
8.074646,7.858521,1
8.074768,7.862305,1
2.931335,2.848572,1
2.917236,2.838135,1
2.901184,2.823242,1
2.887634,2.81366,1
2.905762,2.83197,1
2.922424,2.846924,1
2.935059,2.857117,1
2.885742,2.812561,1
2.893494,2.819336,1
2.889954,2.818237,1
6.460449,6.272827,1
6.453186,6.269043,1
6.387329,6.203308,1
6.343872,6.155151,1
6.319336,6.132263,1
6.305847,6.120605,1
6.381348,6.184448,1
6.358643,6.172913,1
6.436218,6.250854,1
6.484619,6.298035,1
21.154724,20.530334,1
21.228333,20.60022,1
21.185547,20.559814,1
21.119385,20.498413,1
21.105896,20.478333,1
21.068726,20.438538,1
21.242737,20.621582,1
21.189148,20.553162,1
21.575684,20.959473,1
21.4198,20.802246,1
2.072327,2.012573,1
2.077393,2.015686,1
2.071289,2.020752,1
2.060669,2.007324,1
2.078308,2.014771,1
2.067688,2.013245,1
2.073059,2.01416,1
2.081299,2.018921,1
2.065796,2.013367,1
2.079773,2.018433,1
1.647034,1.607788,1
1.6651,1.618103,1
1.661804,1.615967,1
1.660461,1.61499,1
1.665039,1.61731,1
1.65625,1.61969,1
1.652588,1.615845,1
1.669189,1.624084,1
1.674683,1.627136,1
1.643372,1.597534,1
1.082031,1.055786,1
1.094299,1.059082,1
1.074402,1.047363,1
1.015259,0.975891,1
0.990662,0.957947,1
1.009155,0.974243,1
1.072937,1.046204,1
1.089233,1.050903,1
1.070557,1.045227,1
1.058838,1.025146,1
7.155823,6.962341,1
7.128967,6.943054,1
7.150635,6.959229,1
7.071045,6.882385,1
7.108459,6.913696,1
7.096985,6.90155,1
7.103577,6.923462,1
7.058167,6.875183,1
7.045532,6.857178,1
7.054199,6.872986,1
17.247009,16.729736,1
17.281555,16.766052,1
17.355591,16.839355,1
17.329956,16.806152,1
17.300232,16.788452,1
17.263916,16.755737,1
17.162537,16.641968,1
17.21637,16.696594,1
17.096375,16.584045,1
16.977478,16.467896,1
1.791565,1.751282,1
1.786621,1.738464,1
1.770142,1.728821,1
1.78894,1.737854,1
1.797119,1.747742,1
1.809143,1.757996,1
1.795654,1.745239,1
1.803772,1.760132,1
1.791748,1.751953,1
1.798767,1.748657,1
21.217468,20.592834,1
21.450073,20.820923,1
21.321716,20.692627,1
21.230652,20.603394,1
21.006531,20.385315,1
20.986267,20.363586,1
21.133972,20.50116,1
20.953064,20.329773,1
21.320679,20.686829,1
21.009155,20.384216,1
0.824646,0.800354,1
0.82251,0.797974,1
0.851624,0.822205,1
1.283081,1.257263,1
0.818115,0.799927,1
0.796448,0.778564,1
0.805603,0.777161,1
0.822327,0.799683,1
0.833496,0.807922,1
0.826416,0.801758,1
2.873535,2.804749,1
2.890137,2.805908,1
2.869629,2.796448,1
2.897766,2.81842,1
2.906738,2.826172,1
2.927612,2.8573,1
2.900391,2.816589,1
2.902832,2.832153,1
2.881165,2.803162,1
2.886169,2.806641,1
6.856689,6.668701,1
6.862976,6.681824,1
6.835938,6.646179,1
6.848328,6.659729,1
6.872742,6.68988,1
6.83252,6.649292,1
6.86322,6.675781,1
6.859314,6.671631,1
6.818237,6.639893,1
6.852539,6.667297,1
21.335083,20.707642,1
21.242493,20.613586,1
21.258057,20.63385,1
21.270203,20.644958,1
21.534851,20.920166,1
21.42688,20.81311,1
21.305725,20.687927,1
21.405029,20.773132,1
21.562744,20.936584,1
21.492981,20.866028,1
1.745056,1.691162,1
1.739258,1.693298,1
1.722107,1.67926,1
1.724182,1.679382,1
1.73053,1.677673,1
1.714478,1.675598,1
1.73761,1.692078,1
1.731567,1.68457,1
1.72937,1.679688,1
1.751953,1.702332,1
1.287292,1.257202,1
1.283142,1.25,1
1.285645,1.25177,1
1.290894,1.256592,1
1.285706,1.251221,1
1.287476,1.253296,1
1.287903,1.257629,1
1.286743,1.253357,1
1.291443,1.25708,1
1.28656,1.252991,1
2.732056,2.652222,1
2.702026,2.628784,1
2.705017,2.630798,1
2.703064,2.628845,1
2.712952,2.629211,1
2.704163,2.629028,1
2.706604,2.628601,1
2.727844,2.642639,1
2.706299,2.636108,1
2.708984,2.638123,1
9.979492,9.677307,1
9.984436,9.676331,1
10.004517,9.691162,1
10.016113,9.70874,1
9.967285,9.660889,1
9.960693,9.644043,1
9.982483,9.677307,1
9.981079,9.673035,1
9.98938,9.675476,1
9.973083,9.669006,1
3.688293,3.590393,1
3.694092,3.595154,1
3.683105,3.589905,1
3.692139,3.592285,1
3.669617,3.575806,1
3.68689,3.595276,1
3.713074,3.609375,1
3.705261,3.608093,1
3.689453,3.593384,1
3.694946,3.590942,1
2.783691,2.710571,1
2.796082,2.721985,1
2.783875,2.708008,1
2.795959,2.719604,1
2.804932,2.724243,1
2.802307,2.725769,1
2.788635,2.718323,1
2.797974,2.719482,1
2.796753,2.720642,1
2.80365,2.731873,1
19.996033,19.468445,1
19.830383,19.307495,1
19.836609,19.308838,1
19.86792,19.336121,1
19.922974,19.39325,1
19.86084,19.334229,1
19.790955,19.267639,1
19.827698,19.298523,1
19.85675,19.330383,1
19.787231,19.25885,1
21.632568,20.967468,1
21.664307,20.98584,1
21.659729,20.994263,1
21.632263,20.957886,1
21.782959,21.118225,1
21.674561,21.008179,1
21.774475,21.102295,1
21.723572,21.056274,1
21.858154,21.185303,1
21.776123,21.106567,1
2.885986,2.808655,1
2.871643,2.793091,1
2.866699,2.787231,1
2.843872,2.773926,1
2.853455,2.772339,1
2.84906,2.776001,1
2.859314,2.774109,1
2.859131,2.779968,1
2.861755,2.783936,1
2.849854,2.766602,1
2.877197,2.794373,1
2.885071,2.808105,1
2.883789,2.804871,1
2.892029,2.808777,1
2.899475,2.825562,1
2.872009,2.799683,1
2.88446,2.797302,1
2.887146,2.812378,1
2.879517,2.802795,1
2.853638,2.769348,1
2.971619,2.897766,1
2.951721,2.869812,1
2.965149,2.888428,1
2.991394,2.9021,1
2.976135,2.896423,1
2.981384,2.895752,1
2.947754,2.869263,1
2.935364,2.85675,1
2.931641,2.853577,1
2.959229,2.882385,1
