file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1099920.exe,33354059,89338,19939416,57615,18331824,63965,107252,925180,40412410,6037,29393712,2448,943,104000914,134,0.63,0.09,0.08,0.02,0.0,30544411,26886000,2987000,93371346
1141254.exe,41199575,178975,19411758,54799,17954908,55648,166052,833282,48740599,2581,39056377,395,602,129520877,525,0.39,0.16,0.17,0.01,0.0,13255890,11162000,1860000,27222563
1164955.exe,39443624,170358,21011327,54382,21010263,53879,141864,678174,49109972,3128,42515246,3148,843,122089634,523,0.42,0.18,0.17,0.01,0.0,13171608,8969000,3986000,27052663
1192925.exe,84516734,245283,45256439,67158,45469663,66764,164952,855956,96046166,3202,89467911,4490,1300,250372442,518,0.79,0.33,0.32,0.02,0.0,25738737,25483000,0,39657759
1253138.exe,79474334,203457,45375868,62058,45454824,56343,103153,698406,89971718,2735,82005719,5437,1317,234796974,322,0.76,0.33,0.32,0.01,0.0,24450303,24215000,0,38736216
1346798.exe,95587051,386020,46678945,64802,46766437,64870,197876,1202485,106153652,3769,99423727,9741,1572,276029115,912,0.87,0.37,0.37,0.02,0.0,29093300,25895000,2987000,43307332
1399024.exe,79833458,152713,45436439,62200,45364869,54082,91858,648417,89587115,2745,82615340,2859,1405,236181760,130,0.77,0.32,0.32,0.01,0.0,23856246,22626000,983000,38021930
1604797.exe,36458377,214967,17220308,56459,16859758,56380,172771,762319,46548589,2223,38827008,437,572,121184797,525,0.37,0.14,0.14,0.01,0.0,12630767,10496000,1908000,26630768
166404.exe,81408632,133595,46226883,64293,46195099,64037,111666,736579,90264122,2998,83779159,1673,1194,235135051,128,0.73,0.29,0.28,0.01,0.0,25825487,25531000,0,39717580
182932.exe,107399040,571436,50166699,104424,49598847,101008,232302,1362675,139564115,6569,108761665,7997,2989,304383395,1307,1.12,0.47,0.45,0.02,0.0,37709498,34492000,2956000,51946356
