@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
253636626,320478,157642877,708882,156326830,707920,189440,2812739,505983089,117432,250749098,11946,107186,787720623,129,4.79,1.56,1.51,0.09,0.0,167911753,139542000,27908000,230108010,0
251634674,293455,155354754,673074,155356988,667392,134978,2027769,503389504,114229,253223786,8643,105347,773343357,130,4.24,1.66,1.62,0.07,0.0,135872288,110683000,24928000,149966056,0
247768321,408693,151154661,717728,156534727,728677,191320,2292501,504395067,112050,257726834,9766,108924,769102962,715,4.18,1.67,1.63,0.07,0.0,136868684,106727000,29923000,150948760,0
253655016,285145,156198634,678165,156146986,677015,139130,2132587,505879381,114395,255102429,14907,105371,778020104,129,4.19,1.69,1.65,0.07,0.0,137159770,113704000,23143000,151121174,0
252468033,274163,155678293,681414,155613361,675851,135328,2108076,502882322,114204,252508064,29775,105546,771822343,129,4.29,1.66,1.62,0.07,0.0,136042741,108656000,27164000,150093806,0
251096036,303064,155527959,636693,155501113,635992,136942,2035473,510314378,114306,253367713,272098,511218,771494352,130,4.25,1.7,1.65,0.07,0.0,137775537,110452000,27110000,151940763,0
252080514,245194,155913017,673295,155895011,675205,168868,2276882,505287350,115584,252170321,10618,105253,778595238,130,4.23,1.61,1.56,0.07,0.0,141671550,109335000,32098000,155822266,0
249992578,277739,155829369,673068,155779972,671963,144981,2109316,505592559,113882,250927024,11223,105087,772520005,130,4.17,1.67,1.63,0.07,0.0,137407402,100161000,37059000,151361393,0
70407370,212698,46604647,178692,46705070,180925,137076,863962,99215091,3660,72816056,2740,1297,249499934,136,0.81,0.34,0.34,0.01,0.0,26932925,23671000,2958000,41018994,0
95816792,280389,63422537,435760,63415311,433518,132175,1599459,351894421,110879,96527262,306863,104639,332652967,134,2.79,1.1,1.06,0.05,0.0,95289042,65002000,30001000,109558634,0
253968704,280435,157374995,647778,157405355,647144,145562,2208310,513674356,114054,255308938,218325,105289,783594756,130,4.25,1.7,1.65,0.07,0.0,138743832,98370000,40151000,152871339,0
253877600,416021,157496667,726445,157071733,725243,266799,2399647,516570228,114604,255684304,16785,105229,789523808,128,4.2,1.69,1.65,0.07,0.0,137710036,109448000,27859000,151857721,0
249540236,290561,155457826,705955,155497217,704423,142952,2098203,504654592,113928,250845879,10125,105179,772185568,130,4.26,1.66,1.62,0.07,0.0,136354838,108099000,28025000,150339428,0
44499518,234589,21944765,146998,21866745,146611,170725,824827,52571377,3472,31051315,4773,5590,127103421,592,0.45,0.19,0.18,0.01,0.0,14354525,12029000,2004000,28520448,0
69431333,208096,45600775,180892,46376300,198231,173197,978198,96813027,5585,72307980,2409,1627,257686415,331,0.82,0.3,0.29,0.02,0.0,27020439,24748000,1979000,41100111,0
71207245,188262,46270102,179574,46232947,178881,141071,856177,97993827,4144,72728202,2118,1356,249474362,138,0.85,0.34,0.33,0.01,0.0,26688933,25450000,978000,40691007,0
64621934,221964,43276378,180871,43576006,180949,127504,783800,93767111,3324,68699288,5064,3023,231169803,136,0.76,0.3,0.28,0.02,0.0,26547671,26338000,0,40594661,0
