file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
2364548.exe,628967206,1366437,328832515,1806073,330141735,1812327,481696,5549668,998353173,32230,628997397,27374,9462,1880085165,2365,8.35,3.34,3.24,0.14,0.0,269413853,262164000,7004000,283487697
2366881.exe,1155703112,16288324,638149923,9052607,638479035,9051175,13457466,44876922,2968667411,1630004,1159773448,74842,645689,3585298499,10098,24.11,9.39,9.1,0.55,0.0,800971578,785875000,14997000,815285915
2369365.exe,888272442,6803737,412075336,2815132,411633010,2784184,5140866,21608130,1541671516,181613,890484597,37533,14771,2622635223,3653,12.38,4.95,4.8,0.27,0.0,417433295,407248000,10006000,431582586
2473478.exe,356978970,2241690,188590757,1681302,188769475,1689472,550001,4983959,550135151,18346,357135167,14423,6353,1113797485,1697,4.59,1.78,1.73,0.08,0.0,150738839,144410000,6017000,164976649
2487064.exe,1627240894,15554416,914498230,9717948,911624951,9726825,13459597,46067393,3408520269,1671975,1623462834,87749,43721,4900669443,10092,28.12,11.0,10.66,0.61,0.0,919620960,905247000,13988000,933887486
2547532.exe,1115313945,15241095,614752139,2672745,613191641,2672248,1362130,10685460,1909333375,69511,1106559918,44463,16308,3354158814,4433,15.36,6.33,6.14,0.28,0.0,516287597,506150000,10002000,530439903
2632607.exe,1420872227,9057802,767991389,3645470,766834766,3634007,1331175,10213795,2075777705,65065,1425664343,66075,19625,4198355279,4229,17.22,7.08,6.87,0.3,0.0,561871920,548689000,12992000,575988839
2981499.exe,1884961301,11499051,937725799,3196937,939855390,3197977,6439421,33462953,3079569180,305283,1901169328,106467,34845,5599583376,11719,25.18,10.15,9.84,0.5,0.0,830669056,809361000,21009000,844938731
2983245.exe,1608424792,15999194,905252279,10018695,903819006,9985050,13603013,47226320,3415526171,1693732,1602882850,82233,35230,4837154926,9699,28.01,11.11,10.76,0.61,0.0,924241806,907039000,17000000,938549188
2984311.exe,351043492,1968656,157926323,1563892,153495448,1551165,800999,5136776,468479215,28380,340912635,16202,4684,986534507,1696,3.94,1.59,1.54,0.07,0.0,127257480,122906000,3996000,141574474
2985036.exe,1625824779,15614754,915603531,9710249,912664137,9701973,13563173,45991416,3423411592,1679208,1622651652,84991,33947,4894552490,10089,28.17,11.02,10.68,0.61,0.0,923250903,904062000,19022000,937681954
2987448.exe,1626480613,15442405,912805217,9735818,912189421,9706037,13444996,46073974,3401838450,1658975,1626629608,81358,35690,4899795138,10092,27.88,11.01,10.68,0.61,0.0,917121726,898935000,17998000,931391888
299068.exe,1509940630,13447372,843024644,10885226,841636086,10898975,9849579,39215767,3605011633,1293651,1513388425,78791,29661,4668692301,5913,29.02,11.27,10.92,0.6,0.0,971978611,961785000,9997000,986300754
2993463.exe,562371183,1240558,275343744,2391359,272254653,2404795,594336,4820155,834328407,25849,566118935,9524,6958,1625601167,1306,6.88,2.78,2.7,0.12,0.0,224619787,219303000,5006000,238702316
3032867.exe,1143998081,16025940,631269096,9368678,628652879,9369526,15813118,46127406,2994593341,1976549,1142803680,97043,36608,3547601692,11775,24.35,9.45,9.15,0.57,0.0,808085795,788942000,18998000,822389467
3035956.exe,1163431962,16146081,641251663,9353459,640499028,9370621,15958888,47111795,3004206248,1999409,1161303687,87749,40852,3623733896,11773,24.21,9.3,9.0,0.58,0.0,813622961,793459000,20011000,828095613
3038559.exe,3892569252,8649907,2007707806,4187760,2012318017,4192810,5490717,38047583,6614372664,291775,3905015617,153195,48166,12040373363,3646,53.89,21.9,21.26,0.98,0.0,1789566346,1781297000,8001000,1803778496
3054390.exe,308135981,2094682,157481113,1626128,156636520,1647312,554463,4821000,445346789,17992,311054450,19496,6765,921931268,2087,3.63,1.48,1.44,0.07,0.0,120809880,115607000,4983000,134885011
3064636.exe,1517844265,26221183,784676549,5108915,785749760,5078431,1548449,14395648,2628583270,83096,1534350032,54059,24382,4591255117,6317,21.27,8.74,8.48,0.38,0.0,710391951,699252000,11003000,724716936
