file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1009412.exe,117323487,447237,69130384,82992,64962980,94309,498635,2222451,162348083,16415,104418389,16805,4934,367560894,1960,1.62,0.47,0.45,0.04,0.0,62870119,54449000,7919000,120573948
1054386.exe,100218751,601123,58095234,78739,60036417,80086,388777,1405120,147649765,11652,97722391,17501,4043,318659538,2605,1.24,0.51,0.49,0.02,0.0,40265904,35982000,3998000,54728174
1055671.exe,288793528,1126382,158409545,168574,157251109,142296,1145233,3680494,428272219,25647,285009837,29851,16123,898919607,3499,3.63,1.5,1.46,0.07,0.0,116463172,106121000,10011000,130611107
1064013.exe,199438842,643132,102536792,100200,104688428,100830,600756,2265359,265434225,15556,194745862,26512,5276,603417577,2606,2.18,0.93,0.91,0.04,0.0,72343332,67053000,5004000,86685142
1163493.exe,225521846,738619,116204846,104639,113944122,104197,538725,2345258,312291524,19921,224478782,22970,6745,684569356,2608,2.57,1.08,1.06,0.05,0.0,84206781,77965000,5997000,98336687
1449114.exe,246266841,939610,137860611,119450,133471770,124407,1057512,3733575,357384141,33415,241085392,22113,6669,770212968,3678,3.04,1.26,1.23,0.06,0.0,96343568,90112000,6007000,110697008
1472098.exe,217815092,1206687,117216942,111125,117510756,111748,999771,3491248,339003704,24264,219239397,30409,9610,699742546,3555,2.95,1.17,1.14,0.06,0.0,91915652,87587000,4027000,106271770
1488692.exe,99935965,662641,57567354,82189,57769123,82919,523549,1666732,151844560,9824,102317966,16776,3223,327350242,2544,1.28,0.48,0.47,0.03,0.0,42202117,34937000,6987000,56405220
1523561.exe,167869629,472969,80798614,85218,75760462,89569,535084,2298766,226405620,27185,156422798,7274,2682,521635084,1957,1.89,0.77,0.75,0.03,0.0,61264668,55982000,4998000,75616405
1581847.exe,100495310,536053,64210521,72013,60661392,70611,416607,1861811,132762760,22489,88300959,9694,2784,325539275,2154,1.13,0.45,0.44,0.02,0.0,36417010,32144000,4018000,50624929
1677942.exe,158046048,491309,93049972,86464,91815979,86429,429426,1751654,207417023,12881,150890743,23792,3819,488805190,2049,1.91,0.74,0.71,0.03,0.0,56536317,54239000,2008000,70780170
1696369.exe,194561701,1148753,106626537,109079,102529178,105621,1119868,3240847,294977513,22258,184381314,30509,7806,627391477,4136,2.59,1.01,0.98,0.05,0.0,79580955,68352000,10896000,93859601
1890375.exe,282136908,2188521,168578792,157784,166429245,156229,2495762,5220687,508893200,41255,275163266,95612,16121,928374846,12498,4.21,1.69,1.64,0.09,0.0,137005110,111785000,24952000,151544117
1930790.exe,172220435,585200,99569508,103515,96016990,97163,505199,2060146,241556465,14005,166763987,22458,4026,535031247,2246,2.04,0.84,0.81,0.04,0.0,65210703,59885000,4990000,79376578
2014155.exe,206939008,1230931,115103011,109284,117727211,112990,1158488,3403095,323352137,24039,199198480,40929,12437,657258984,4821,2.78,1.12,1.09,0.06,0.0,87763340,82429000,5026000,102145031
2082270.exe,156816931,444564,91570976,84305,89067799,86795,377327,1639624,203564259,11456,146946573,18485,3126,478243113,1953,1.71,0.7,0.68,0.03,0.0,55093852,48755000,5970000,69263827
212989.exe,112578588,676226,61932539,79877,61722527,82707,536435,1802272,167108301,12428,112386672,20317,4114,364745873,2606,1.4,0.56,0.55,0.03,0.0,45072236,39818000,4977000,59449984
2136822.exe,195618527,924597,107032676,310275,102959045,288756,976291,3019308,292450634,20568,184162336,29689,216685,631283692,3489,2.47,0.99,0.97,0.05,0.0,79117842,76834000,1995000,93228139
2209249.exe,100122758,585679,57794131,77664,60139046,80128,392902,1460858,146359902,9591,99235074,18077,3516,324791274,2152,1.21,0.47,0.45,0.02,0.0,41058839,36752000,3973000,55367355
2218845.exe,147000118,674894,85846139,85783,88353394,85019,354068,1677364,198581296,13271,138993770,24236,4650,441447604,2598,1.69,0.69,0.67,0.03,0.0,53577694,48252000,5026000,67811988
