file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1536382.exe,672801819,7396879,256608428,6945919,252753651,6932473,5121499,18851598,1071738540,291331,666628157,42891,32135,1789303750,6777,9.46,3.61,3.49,0.2,0.0,296223751,281351000,14017000,339200038
1578979.exe,1831120298,11630023,709080516,9617643,710669573,9629360,1867263,25888117,2526789752,394242,1834843820,72164,514472,5704666451,3507,21.61,8.8,8.55,0.37,0.0,681254490,641957000,38997000,695622219
1605758.exe,861667162,6983644,313763316,7276680,316446963,7224505,4443183,18470088,1276546852,270747,862039399,33491,30246,2266838443,6776,10.81,4.32,4.2,0.22,0.0,344369029,335082000,9002000,358536260
1627487.exe,1997168594,9383875,495616494,11375197,495522050,11376128,4726190,27957344,2898064922,496406,2001382316,45676,46570,6511730967,6778,23.46,9.46,9.18,0.45,0.0,782005939,770719000,10996000,796272067
1734547.exe,1950632423,13380115,783368382,8079102,780277312,8030802,3549566,33118777,2709050677,560263,1937637581,54784,131273,5393410998,4038,22.9,9.03,8.77,0.42,0.0,733558607,700389000,32971000,748026059
2002873.exe,1948780791,13310556,779767292,7832947,776314875,7792329,3567851,33371127,2705440814,554615,1952858960,56207,124245,5395670337,4038,22.9,9.09,8.83,0.41,0.0,730253012,697966000,31998000,744307893
2049538.exe,999554586,5878580,398621386,7976386,399472115,7986979,3902314,18024607,1690033620,264783,994287388,54259,41464,2725885158,5216,14.41,5.75,5.58,0.28,0.0,456705386,446431000,10009000,471000929
2134592.exe,635875414,7281919,266494919,5337095,266754655,5353764,2087073,18804749,1007428076,140688,650294713,12271,14644,1806072413,2577,8.4,3.36,3.27,0.16,0.0,274181891,270926000,2999000,288490861
2365914.exe,514536580,4420208,273595878,5316732,270496091,5301247,1815551,12068809,870027006,117269,516179942,25588,15605,1629477882,2376,7.55,3.0,2.91,0.14,0.0,235562171,229132000,6003000,249746805
2505532.exe,1141280319,5629397,561074228,6889225,559173651,6844025,1865890,15129785,1693913160,215160,1132999576,65414,244184,3227434021,2572,14.39,5.89,5.73,0.25,0.0,457475150,415094000,42009000,471820664
2521075.exe,942134276,4857318,374776843,6600425,374959068,6576433,1776179,14086761,1404891551,105702,941340821,23683,21866,2678158872,3261,12.03,4.8,4.66,0.21,0.0,380002836,371709000,8015000,394326606
2527896.exe,704472098,7413499,284144286,7738430,286089804,7711466,2745851,19022494,1154798096,156674,706551809,20420,21703,1999265442,4044,9.72,3.92,3.82,0.19,0.0,312292288,307020000,4984000,326584913
2640086.exe,540122062,4326134,249551925,4871813,248660286,4861450,1473851,11616651,825928768,91287,539691269,33253,24930,1577328719,4776,6.94,2.83,2.74,0.13,0.0,223320845,212090000,11004000,237503494
2653834.exe,1148120116,7306272,446129944,7997266,444603985,7969060,4063707,20787563,1821965279,245458,1146861295,55149,150452,3176697355,5526,14.75,6.06,5.87,0.29,0.0,494561010,482298000,12007000,508947122
2665250.exe,461958234,4380966,208072776,5236328,211378367,5171920,1336217,11236715,743865561,91697,466560901,12066,17678,1365599828,2575,6.29,2.55,2.47,0.12,0.0,200370568,193076000,7002000,214664290
2701337.exe,419661967,5791656,188906189,3518925,191509936,3474171,2405987,13119390,738907155,138752,419414589,18233,14872,1246172078,3601,6.34,2.5,2.42,0.13,0.0,199545940,194236000,5006000,213809151
3014683.exe,688842297,4604617,314583784,6293423,314483219,6239675,1851301,13176213,1088171959,122436,688853363,20494,15490,2093835407,2374,9.21,3.75,3.64,0.17,0.0,293790193,288523000,5009000,307943771
3018918.exe,1013645244,12817343,402100488,8609781,403594947,8597243,12918441,38015254,1757623285,1069946,1021407833,38936,40093,2665888298,6777,14.31,5.79,5.61,0.33,0.0,474747382,462407000,11984000,488903056
3047601.exe,823444645,4873082,342981643,6213067,342782102,6261691,2281494,13902772,1166781739,133903,814289084,19240,22727,2364817294,3652,10.03,4.01,3.89,0.19,0.0,318417222,308028000,10000000,332689602
3113504.exe,929301936,16219455,575669419,5541654,577858316,5568389,3534620,28309535,1598603558,405956,937842718,33392,30264,3247606653,4050,13.06,5.34,5.19,0.26,0.0,431348681,421940000,8998000,445289233
3149650.exe,407619378,4742418,188073133,4748576,188982477,4744737,1764276,11236789,652176402,109092,413416930,9801,14661,1199980222,2574,5.56,2.19,2.12,0.11,0.0,178139300,173758000,3994000,192418821
3242376.exe,541157650,5210680,228396054,5837768,228102741,5814430,1806010,12728522,845807737,164872,543628038,32539,24156,1595762515,3587,7.32,2.87,2.78,0.14,0.0,228509585,221244000,7007000,242697478
