@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
246919384,299867,152945626,690172,152854891,681457,139773,2079365,501478870,113780,247450915,167589,106349,758682730,129,4.19,1.66,1.61,0.07,0.0,136195578,103850000,31954000,150496851,0
95007350,272597,62824776,419482,62949109,418695,141254,1590509,335999298,110813,95111223,6250,104273,329454421,133,2.77,1.01,0.97,0.05,0.0,92331087,62994000,28997000,106499714,0
250896008,316873,156190310,650896,156268587,651209,146981,2140419,511315957,114212,251748792,248677,104929,777484066,131,4.33,1.69,1.65,0.07,0.0,138290438,102859000,34952000,152180887,0
249626161,308060,155545959,748622,155543859,751361,148387,2280980,515587498,113922,251146110,9635,418677,774321413,131,4.26,1.71,1.65,0.07,0.0,139391821,109973000,28993000,153420646,0
251916832,297830,155799330,632925,155786013,633718,145313,2048540,508902778,113647,253975982,215798,105116,773196591,129,4.2,1.69,1.64,0.07,0.0,137866178,106630000,30892000,152024394,0
251241735,254907,155675752,710175,155650199,710505,140998,2104891,505702861,114149,252152902,10195,105457,776469194,129,4.23,1.67,1.61,0.07,0.0,137236780,103884000,32963000,151476303,0
249558989,274156,153862533,673100,153722492,672267,150879,2162368,502694295,114396,249484511,18870,105514,765616709,129,4.26,1.65,1.6,0.07,0.0,135981336,109506000,26120000,149995008,0
249695100,302908,155675026,701191,155642556,703422,141371,2096811,505916178,114164,251716524,9896,105443,773937618,131,4.21,1.65,1.61,0.07,0.0,137893524,100643000,36869000,152098507,0
251171741,305880,155552874,655530,155618430,655045,139954,2242928,507724578,114014,253114550,184600,107793,771175664,130,4.11,1.64,1.6,0.07,0.0,139283261,104981000,33993000,153470430,0
246802123,278161,152552182,717552,152525791,722659,180143,2280720,502323660,116748,247590428,18056,106484,759931126,130,4.09,1.65,1.6,0.07,0.0,135275907,106211000,28786000,149379255,0
