file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1022576.exe,92629394,1973180,56593294,488675,56054724,417823,251446,1138152,149643331,89480,93277224,2542,15487,299453607,2215,1.15,0.96,45709899,37605000,7312000,93913557
1086870.exe,319013856,3678719,196944359,1246840,194061472,1257620,842542,3627826,575869518,1013267,320387221,79,22482,964727735,2467,3.97,3.28,171936779,159591000,12044000,192675902
1122546.exe,321429397,3012087,198968315,1204134,196366394,1185837,567388,3265499,526211676,939930,308325117,87,16739,954624739,1953,3.68,3.04,158889549,154639000,4016000,179463789
1172403.exe,318465714,3382618,197401305,1173860,195378658,1140391,642365,3752152,526625887,934803,310910798,33082,18021,950272419,2061,3.65,3.02,158442806,146133000,12010000,179377494
1200646.exe,113882222,4155506,84756658,652065,82211989,728446,903931,3548609,285688118,965818,112807403,8098,44795,402221923,7163,1.98,1.62,87696233,71250000,16056000,107571280
1252190.exe,107011015,3681451,76899997,858822,77341933,752688,545556,2882489,251619482,884384,105136084,99890,17736,360480169,2657,1.73,1.42,77005968,67588000,9079000,97474501
1261343.exe,117170056,3302153,80920634,751367,83779701,687534,473393,2782914,268285960,872007,121713835,73,11995,390514019,1890,1.91,1.59,79006649,69518000,9067000,99284684
1290574.exe,110338596,3585279,76199692,756631,75519038,711610,756716,3181424,290797391,908814,106758652,72,16098,381723193,2474,2.0,1.64,88443376,82168000,6012000,108681053
1318039.exe,251738527,34246518,187253492,12712093,188670071,12720093,6047772,23293414,1723131949,9810143,257035637,41394,127798,853102545,7992,11.1,9.0,509390194,485066000,24003000,530952944
1947067.exe,83322506,1234373,53379724,514554,52290094,490715,81147,968628,138570897,32170,82440900,0,3659,265121068,358,0.99,0.81,44915131,42484000,1976000,66303802
2154023.exe,315843643,3108433,199471082,1215941,196871505,1206407,586504,3291211,535677502,912481,306868891,23421,18302,943419681,1953,3.75,3.11,160840310,155488000,4983000,180987402
2166257.exe,317177243,3366945,197182017,1102369,194401529,1163819,639953,3647020,523217272,858182,313445417,3231,15726,950044611,1998,3.72,3.09,155729580,147302000,8016000,176361047
2232334.exe,107769144,3797828,73658757,794968,71476401,824794,821242,3521076,272837946,975018,110209845,7947,57866,368003091,2731,1.85,1.51,83704910,77147000,6011000,104289775
2353484.exe,78721986,905871,51129189,416669,52586550,392700,60787,632962,124585397,17763,82656002,34,4415,260752933,233,0.86,0.72,36464359,35144000,1004000,57969769
2417935.exe,315816662,3413705,195308529,1248493,192141756,1311481,599317,3508778,522329598,811874,314754698,46635,75562,948840312,2469,3.67,3.06,152619520,143282000,9017000,173250348
2451239.exe,90714771,1737099,59899101,556340,58610084,554137,85245,1059182,166321318,29247,85958325,214,13731,283885308,389,1.14,0.94,51922908,50695000,1013000,72220997
2610422.exe,106535558,3676747,73168143,750126,73742448,755751,738850,2971539,282878358,901059,110622442,312,16741,372265106,2472,1.91,1.58,82594828,78255000,4013000,103861702
2763834.exe,103805647,3599691,75257877,704681,76151092,638058,508821,2823237,235493240,817995,101541594,46,11456,347452605,1887,1.63,1.33,73194257,68914000,3995000,93963829
2929444.exe,112154548,4185364,81082329,740981,79430693,824164,848849,3605725,292214940,927606,115927856,7665,58442,400733952,7152,2.07,1.71,84973673,69749000,14946000,105672207
295919.exe,317717990,3073685,198645420,1114548,195388974,1194658,596950,3766736,517198019,879611,310494112,124,21391,946250291,1863,3.69,3.07,154779923,150401000,4010000,175862395
3179338.exe,311724789,3794291,198361412,1207618,197967004,1144000,766478,3526867,532307427,888374,306254060,16151,28746,918694937,3044,3.74,3.09,160649553,151379000,9022000,180834258
3216981.exe,316724225,3264680,198268140,1168978,195463714,1164877,567341,3528627,515150403,920069,306868561,65403,95645,936861144,1872,3.65,3.02,156224690,144890000,10991000,176385885
3225102.exe,106575740,3653351,73697439,765006,73770655,764896,703337,2984741,276726474,931314,109002992,212,17133,374944925,2471,1.94,1.6,81649701,75386000,6030000,104627573
3329733.exe,319948469,3108890,197696032,1145388,196130447,1119675,604886,3329193,530416979,894852,310374859,251,21245,955143413,1955,3.7,3.07,159701086,151408000,8021000,180007904
3550778.exe,78898545,937689,53279881,380082,54974524,317028,79340,804129,128503957,24445,83863959,217,10056,264451735,378,0.9,0.74,40512531,38311000,2016000,61082850
3642247.exe,106147653,3918839,75544613,858588,75622641,793999,553301,2899783,263268264,872879,107774009,56,26418,368692961,2603,1.82,1.49,81033933,72778000,7975000,101317476
367808.exe,127040213,3430856,84588656,783356,82937273,739762,752786,3081629,297496486,993688,120495118,165,19992,417665237,2431,2.06,1.68,91445193,81181000,10022000,111780568
3910390.exe,121127652,8707140,81981039,1692679,80074253,1635945,934613,6439421,331073041,1799677,119573368,196,19673,406845832,2657,2.28,1.89,101475981,94192000,7014000,122680113
3954995.exe,106939858,3654646,75032795,790689,72854670,795457,764062,3045276,278995936,848297,111203457,172,17938,376602378,2471,1.9,1.55,85446712,75265000,9903000,106735745
406642.exe,109394938,3556715,75009054,735715,74181170,745747,842651,3191019,288420707,932418,112581561,224,44697,383693738,2497,1.97,1.61,87897796,79742000,7875000,108474294
4244053.exe,106256288,3906569,72610529,772188,71285653,845278,735178,3226415,270447811,919639,109948557,157,18234,371134469,2372,1.87,1.53,82053148,72718000,8965000,102414414
4244951.exe,113988188,3985753,78031673,766901,74582865,801017,976529,3734437,288907759,1089646,111874609,220,112073,385570890,3122,2.0,1.63,88747866,76327000,12051000,109812612
4308214.exe,317111871,3315615,199205987,1107007,196338601,1098620,612593,3548690,525801084,946608,305333414,416,28010,936201180,1890,3.72,3.09,157455191,147062000,10004000,177775992
437852.exe,110207107,3299152,76296992,669055,75315629,632769,565543,3177662,252314132,928961,104935285,185,25987,370832931,1985,1.76,1.46,74017312,69671000,4038000,95478772
444968.exe,316885821,3607045,198456745,1116371,196108183,1141934,650696,3651572,522456524,881877,306699432,12666,17504,943306323,2047,3.68,3.05,156532466,150234000,6009000,177059237
4454227.exe,104712128,3696069,75186674,721087,76180096,650079,555925,3026787,240813357,835489,103281651,86,15076,346130868,2079,1.65,1.35,74352706,69949000,4055000,94888051
4575538.exe,103151275,3232845,75048772,741150,76307519,684128,530270,2791468,247222963,763742,104754769,1394,15627,357527909,1960,1.72,1.41,76183094,72801000,3033000,97721427
4687122.exe,126238033,3938716,83571630,852599,80106495,853196,602038,3456324,283025493,799774,129096670,28660,67830,427233055,2210,1.96,1.61,86811317,79553000,7049000,107464158
