file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1070657.exe,206566340,13084903,205862485,309835,205913656,308320,1188430,4193890,826329765,293715,204115155,163,29541,1822667816,2084,5.57,4.43,248900196,243342000,5007000,297218548
1096416.exe,206330092,13234490,206502454,278098,208496126,278959,1142053,4029162,828714311,343136,205392632,169,21347,1820952470,2085,5.61,4.5,244320229,241027000,3012000,264383419
1293444.exe,208160534,6687087,204161017,250741,201033315,255069,255334,1549071,676449227,161012,205853072,72,10155,1863225992,1106,4.49,3.68,202468548,199078000,3001000,223367997
1458177.exe,210525331,13179712,105073972,259912,103999676,266797,1403594,4576542,715959566,295044,206466224,32,14299,1459277963,2087,4.93,3.95,211170904,203827000,6994000,232589450
1562200.exe,206256751,13269526,104979903,263269,107084610,276265,1226710,4319436,765417304,305085,202813238,51,29960,1615930563,2085,5.31,4.26,228374378,222973000,5021000,249157898
1623325.exe,654043383,33070619,357035909,1423396,357072535,1398022,8806341,17748603,2067668424,3981679,645776109,18568,820131,2915045951,114002,13.1,10.86,505007012,349359000,153157000,525622491
1626177.exe,208976640,6703817,204847825,239837,200261536,252364,247679,1537434,625077954,177525,205939829,136,8257,1773042897,1105,4.14,3.4,186666709,182269000,4005000,207866517
1628906.exe,206733915,13090468,206333315,288437,206064811,287036,1128685,3972640,826122691,300339,204411787,493,18295,1933103518,2081,5.68,4.56,245470547,241128000,4002000,266353674
1759010.exe,204138025,6558055,203315272,239707,206072291,246511,229405,1514895,621750478,179348,201977569,76,9589,1717465652,1109,4.25,3.52,183991060,178613000,4989000,205500552
2014050.exe,207970438,13236156,208446165,279881,206486583,281575,1237096,4132753,769653126,252835,202614464,259,15594,1741917024,2083,5.31,4.27,227729534,222419000,5009000,249016501
2134955.exe,589669920,28230554,307020249,798053,309991901,801605,6760235,14274516,1687644572,2716996,584693892,296,442063,2675991998,99783,12.14,9.95,496029618,339745000,155883000,516874935
2199340.exe,60669290,6617089,31199751,113329,30967262,109383,180771,1752687,197389817,181708,55365817,177,27151,361099679,2087,1.38,1.13,62114949,57743000,4052000,84855838
2230392.exe,206233548,6573026,101781550,216702,101402730,218854,207624,1330926,566032247,200814,209655461,99,22133,1442330180,2081,3.86,3.2,166473375,162069000,4001000,188119196
2231894.exe,307081838,13252294,306751913,346657,302359474,346423,1044143,3524245,1017250470,332091,301624760,464,19000,2326030823,2089,6.84,5.51,297827857,292460000,4990000,318910997
2233044.exe,587590957,51369107,328738932,983525,328285569,989806,6030786,30300388,2845188608,925932,583047318,943,110304,3760122673,7939,20.31,16.37,817144090,806791000,10009000,837669518
2258515.exe,206351550,13216100,104466041,256753,106772645,265869,1226854,4309537,769589234,303821,203618860,474,19954,1616813033,2088,5.4,4.34,226972446,219559000,6985000,249073256
2378596.exe,206705157,12852551,204290059,296616,206711860,301668,1090228,4026715,829771403,357146,206320231,217,60645,1817614558,4035,5.76,4.64,245212883,237892000,6996000,265692524
244450.exe,206852923,6596454,203501086,192089,201237242,200645,212882,1234816,483945473,202725,207492080,86,21261,1445565123,2083,3.33,2.75,145196815,139818000,4993000,166685628
2481720.exe,426264081,27642411,368964053,871943,365360845,869920,6788151,16159281,1855952114,3223842,413526703,524,443705,2749132156,98768,13.28,10.83,546789303,326553000,219699000,567918484
2514076.exe,205877064,12907629,205212010,292114,207103217,290325,1065938,3859363,825660774,356476,206362531,464,60109,1816942815,4040,5.69,4.58,243637761,236344000,7010000,264480278
2677173.exe,586458636,28673770,304780550,788352,307267462,781624,6748312,14189791,1695372903,2769178,592107240,536,455874,2868131529,99787,12.0,9.81,497045426,337741000,158878000,519757173
2685596.exe,206788109,12915846,205612450,286892,208076333,289645,1089627,3952821,829319054,373297,205892247,281,56612,1820791115,4038,5.72,4.6,245426100,241045000,4000000,266294758
